array_separation_lambda,array_separation_mm,target_z_m,method,control_points,radius_lambda,synthesis_wall_s,radial_window_mm,radial_samples,angular_samples,normalization,radial_profile_rmse_to_method_reference,selected,fixed_1p4,reference
45.0,385.87499999999994,0.0,IB,8,1.8,0.0001782000035746023,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.25887128287872274,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,IB,8,1.85,9.780000254977494e-05,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2721357526889122,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,IB,8,1.9,9.030000364873558e-05,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.28789596612776297,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,IB,8,1.95,8.320000779349357e-05,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3171692317248166,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,IB,8,2.0,7.249999907799065e-05,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3317119207564473,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,IB,8,2.05,7.800001185387373e-05,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.33454104900070414,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,IB,8,2.1,0.00011639999866019934,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3423617536439582,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,IB,8,2.15,7.88000033935532e-05,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3458952625021591,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,IB,8,2.2,7.780001033097506e-05,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.36576438213573953,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,0.8,0.000608200003625825,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5335417037575315,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,0.85,0.0006280000088736415,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5329080258088846,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,0.9,0.0005799999926239252,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5308672114326054,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,0.95,0.000562999994144775,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5230838065714045,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.0,0.0005807999987155199,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5026172104047554,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.05,0.0006084000051487237,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4662691597347103,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.1,0.0006582000060006976,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3951983066871166,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.15,0.00060299999313429,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.329929705940627,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.2,0.0005638000002363697,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.25943187330882156,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.25,0.000574699995922856,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.18430691867517884,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.3,0.0006490000087069348,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.15469555886887448,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.35,0.0005848000000696629,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.09248057685809401,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.4,0.0005815000040456653,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.0,True,True,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.45,0.0005591000081039965,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.04145006457345941,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.5,0.0005636000132653862,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.0857838068744507,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.55,0.0009455000108573586,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.12750542770860118,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.6,0.0005730999982915819,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.16086159096323593,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.65,0.0005655999993905425,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.21867008101765342,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.7,0.0006410999922081828,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.27207128519962787,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.75,0.0007373999978881329,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3176484316189064,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.8,0.0005890000029467046,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.32730635078512643,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.85,0.0005661000031977892,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3248650866255217,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.9,0.0005802999949082732,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3259028510646761,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,1.95,0.0005725000082748011,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.33397671415459684,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,2.0,0.0007439999899361283,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3472938775116427,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,2.05,0.0005850000015925616,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3599460722148974,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,2.1,0.0005517000099644065,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.37110826169478417,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,2.15,0.0005690999969374388,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.37945864632068027,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
26.7,228.9525,0.0,GS,8,2.2,0.00055929999507498,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3863408710854951,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,0.8,0.0006208000122569501,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5127832976136355,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,0.85,0.001010599997243844,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5125504770451507,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,0.9,0.0005884999991394579,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5121332182386518,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,0.95,0.0005973000079393387,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5107219379928712,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.0,0.000590000010561198,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.5044859391103931,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.05,0.0006745999999111518,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4863659027923278,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.1,0.0005991999933030456,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4571794236932336,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.15,0.0005863999977009371,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4171769711239744,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.2,0.000564800007850863,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3307537433946762,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.25,0.000592199998209253,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.26752962350990317,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.3,0.000578399994992651,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.20097286544312512,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.35,0.0005790999857708812,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.13801845223075243,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.4,0.0005601000011665747,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.11336507536026409,False,True,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.45,0.0005621000018436462,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.09547557251995803,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.5,0.0005650000093737617,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.0884373048447964,True,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.55,0.0013144999975338578,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.13838703033501293,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.6,0.0005865999992238358,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.16907596179920029,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.65,0.000563599998713471,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2055362283435485,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.7,0.0005614999972749501,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.23316021852891503,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.75,0.0007249000045703724,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2530353805254337,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.8,0.000585700006922707,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2928523372904005,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.85,0.000563900000997819,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3331833496293945,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.9,0.0005718000029446557,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3693689671321397,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,1.95,0.000571900003706105,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.38287751454354463,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,2.0,0.0007150000019464642,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3907713098282465,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,2.05,0.0005856999923707917,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.38749408499679816,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,2.1,0.0005647999932989478,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.381424713326553,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,2.15,0.0005825999978696927,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3757724666617278,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
30.0,257.25,0.0,GS,8,2.2,0.0007062999939080328,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.37175512623174745,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,0.8,0.0007035000016912818,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4668351130499511,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,0.85,0.0006037000130163506,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4667319557505014,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,0.9,0.0005734000005759299,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4665926494962582,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,0.95,0.000599599996348843,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4663855731817209,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.0,0.0005728999967686832,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.46598886761806696,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.05,0.0005855999916093424,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4633021505798184,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.1,0.0005559999990509823,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4556518498767239,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.15,0.000563299996429123,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.44176282176956166,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.2,0.0005718000029446557,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.41870625043119497,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.25,0.0005982000002404675,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.37922835973122127,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.3,0.0005708000098820776,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3424289325174459,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.35,0.0005596999981207773,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.24863773324198116,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.4,0.0005581000004895031,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.20318514228308462,False,True,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.45,0.0005469000025186688,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.17537991012877402,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.5,0.000578399994992651,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.16750218016016805,True,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.55,0.0005634999979520217,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.1809497163400421,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.6,0.0005530000053113326,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.19815053141612446,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.65,0.0005441999965114519,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.20679152659433075,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.7,0.0005487000016728416,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.22453243060518163,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.75,0.0005670999962603673,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.26015456838495743,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.8,0.000570399992284365,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.28937851715668833,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.85,0.0005563000013353303,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.30379549796515243,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.9,0.0005549000052269548,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.32754272394382167,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,1.95,0.0005499000108102337,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3453006841413985,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,2.0,0.000606699992204085,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.35552136987416877,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,2.05,0.0006001000001560897,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3726887390790075,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,2.1,0.0005560999998124316,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.39784796490783786,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,2.15,0.0005667000077664852,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4109501555161436,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
35.0,300.125,0.0,GS,8,2.2,0.000570999996853061,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4150426823627351,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,0.8,0.0006103000050643459,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4093285057657565,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,0.85,0.00071189999289345,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4092861848471167,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,0.9,0.0005715000006603077,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.40923289568321264,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,0.95,0.0005850000015925616,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4091621865073197,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.0,0.0005760999920312315,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.40906159993488606,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.05,0.00056669999321457,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4088982235194532,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.1,0.0006029000069247559,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.4085239718436467,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.15,0.0005453000048873946,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.40471935649921514,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.2,0.0005696000007446855,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.39786092365823367,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.25,0.000544899987289682,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3851139977660597,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.3,0.0005566000036196783,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.36073349930797716,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.35,0.000632499999483116,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.341850072637908,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.4,0.0006148999964352697,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3077280133684241,False,True,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.45,0.0005666000070050359,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2810307843575185,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.5,0.0005792999872937799,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.22859673868675642,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.55,0.0005798999918624759,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2086119706326694,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.6,0.0007856000011088327,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.20795440760835654,True,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.65,0.0006492999964393675,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.22633325073888816,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.7,0.0005654999986290932,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.24530898244181265,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.75,0.0005625999910989776,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2688810203754412,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.8,0.000675899995258078,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.28322825890822867,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.85,0.000629100002697669,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2894882296951996,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.9,0.0005729000113205984,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2990912817777245,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,1.95,0.0005696000007446855,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3163812367832049,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,2.0,0.0006826000026194379,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3427403964560553,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,2.05,0.0007538999925600365,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3612458410744642,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,2.1,0.0005701000045519322,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3679673099402734,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,2.15,0.0005557999975280836,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3853515641865679,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
40.0,343.0,0.0,GS,8,2.2,0.0005760999920312315,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3922045393103371,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,0.8,0.0006114999996498227,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.35325933990836555,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,0.85,0.0005622000026050955,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3532417957030787,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,0.9,0.0005702999915229157,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3532220442546921,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,0.95,0.0005594999965978786,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.35319721885456495,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.0,0.000562999994144775,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.35316676001375014,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.05,0.0007226000016089529,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.353125695501933,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.1,0.0005782000080216676,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.35306441165088326,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.15,0.0005616999987978488,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.3529582990358801,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.2,0.000560200001928024,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.35267764823114256,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.25,0.0005908999883104116,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.34931188526558277,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.3,0.0007318999996641651,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.34388306584321976,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.35,0.0005591999943135306,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.32977891814503346,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.4,0.0005579999997280538,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.31795461816986625,False,True,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.45,0.0005667000077664852,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.30282348395173486,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.5,0.0005684000061592087,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.28728516380503877,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.55,0.0006041000015102327,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.27278180845726463,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
45.0,385.87499999999994,0.0,GS,8,1.6,0.0005559999990509823,18.0,181,48,each profile divided by its global maximum over 0--18 mm,0.2596569687708533,False,False,"same-method D/lambda=26.7, R/lambda=1.40"
