panel,case_id,model,point_index,x_a,z_a,x_m,z_m,direction_displayed,arrow_x,arrow_z,force_x_n,force_y_n,force_z_n
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,103,2.5,0.41666666666666696,0.001625,0.00027083333333333354,True,-0.9995479826160879,-0.03006377301851657,-4.471124034538493e-05,-1.9716288944728607e-07,-1.3447964524943437e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,104,-2.5,0.8333333333333335,-0.001625,0.0005416666666666668,True,0.9993005696224884,-0.03739480648659924,4.44783962547322e-05,2.0518281203101578e-07,-1.6644251703051975e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,105,-2.0833333333333335,0.8333333333333335,-0.0013541666666666667,0.0005416666666666668,True,0.9989044127726618,-0.04679715956448118,4.15449841237399e-05,2.252384945807432e-07,-1.9463196140519664e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,106,-1.6666666666666665,0.8333333333333335,-0.0010833333333333333,0.0005416666666666668,True,0.998156154028187,-0.06069837045307119,3.638046732317484e-05,2.2618452967094827e-07,-2.2123142495553448e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,107,-1.25,0.8333333333333335,-0.0008125,0.0005416666666666668,True,0.9965302605233077,-0.08323124330050805,2.922168549852882e-05,2.0205021848236828e-07,-2.440625550198327e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,108,-0.8333333333333333,0.8333333333333335,-0.0005416666666666666,0.0005416666666666668,True,0.9919116950784157,-0.12692985923991204,2.044062613197208e-05,1.5365990521049932e-07,-2.61568223318687e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,109,-0.4166666666666665,0.8333333333333335,-0.0002708333333333332,0.0005416666666666668,True,0.9679949514987627,-0.25096966723671627,1.0515864664649583e-05,8.31104523427e-08,-2.726422334648738e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,110,0.0,0.8333333333333335,0.0,0.0005416666666666668,True,5.85471664424599e-07,-0.9999999999998287,1.6180009825870326e-12,-4.812195709850214e-13,-2.7635854660480027e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,111,0.41666666666666696,0.8333333333333335,0.00027083333333333354,0.0005416666666666668,True,-0.9679949326131172,-0.2509697400790116,-1.0515861513728707e-05,-8.31114082557658e-08,-2.7264223622358376e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,112,0.8333333333333335,0.8333333333333335,0.0005416666666666668,0.0005416666666666668,True,-0.991911692482465,-0.12692987952634313,-2.0440623230185654e-05,-1.5366084126427552e-07,-2.6156822867542732e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,113,1.25,0.8333333333333335,0.0008125,0.0005416666666666668,True,-0.996530259713571,-0.0832312529955098,-2.9221682992955578e-05,-2.0205112230972454e-07,-2.440625627204073e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,114,1.666666666666667,0.8333333333333335,0.0010833333333333335,0.0005416666666666668,True,-0.9981561536672152,-0.06069837638908346,-3.63804653348547e-05,-2.2618539012905703e-07,-2.2123143457984817e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,115,2.083333333333334,0.8333333333333335,0.001354166666666667,0.0005416666666666668,True,-0.9989044125759508,-0.04679716376336168,-4.154498274111365e-05,-2.252393014508646e-07,-1.946319724295047e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,116,2.5,0.8333333333333335,0.001625,0.0005416666666666668,True,-0.9993005695007382,-0.03739480974012933,-4.4478395527447664e-05,-2.0518355621186446e-07,-1.664425288105368e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,117,-2.5,1.25,-0.001625,0.0008125,True,0.9990070068666191,-0.0445533414167644,4.4174296530742195e-05,2.0884935075944314e-07,-1.970068779950327e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,118,-2.0833333333333335,1.25,-0.0013541666666666667,0.0008125,True,0.9984245586483472,-0.056110611187661856,4.126721032220037e-05,2.2085686050360484e-07,-2.3191821286158863e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,119,-1.6666666666666665,1.25,-0.0010833333333333333,0.0008125,True,0.9973262714940763,-0.07307741229493704,3.6145200595620085e-05,2.1635541097332565e-07,-2.6484790403167695e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,120,-1.25,1.25,-0.0008125,0.0008125,True,0.9949398799648523,-0.10047206206466282,2.904010765318681e-05,1.914918774508283e-07,-2.9325585970064317e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,121,-0.8333333333333333,1.25,-0.0005416666666666666,0.0008125,True,0.9881922819469807,-0.15321884316368936,2.031826959798771e-05,1.4583557469868643e-07,-3.1503400904508033e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,122,-0.4166666666666665,1.25,-0.0002708333333333332,0.0008125,True,0.9538874179968022,-0.30016461115093807,1.0454788534105599e-05,7.886888939244673e-08,-3.289861545291515e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,123,0.0,1.25,0.0,0.0008125,True,4.797369764974124e-07,-0.9999999999998849,1.6010481641950262e-12,-4.680606211748308e-13,-3.3373457595121973e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,124,0.41666666666666696,1.25,0.00027083333333333354,0.0008125,True,-0.9538873915602096,-0.30016469516327116,-1.045478541616482e-05,-7.886981892292055e-08,-3.2898615761213205e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,125,0.8333333333333335,1.25,0.0005416666666666668,0.0008125,True,-0.9881922782271045,-0.15321886715520652,-2.0318266726181395e-05,-1.4583648446428837e-07,-3.1503401503278935e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,126,1.25,1.25,0.0008125,0.0008125,True,-0.9949398788133018,-0.10047207346806554,-2.904010517301524e-05,-1.914927548751234e-07,-2.932558682785536e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,127,1.666666666666667,1.25,0.0010833333333333335,0.0008125,True,-0.9973262709890385,-0.07307741918745385,-3.6145198626405586e-05,-2.1635624492301434e-07,-2.648479147166327e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,128,2.083333333333334,1.25,0.001354166666666667,0.0008125,True,-0.9984245583786853,-0.05611061598598943,-4.126720895145762e-05,-2.208576411431106e-07,-2.3191822505337294e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,129,2.5,1.25,0.001625,0.0008125,True,-0.9990070067034502,-0.04455334507545657,-4.4174295807526695e-05,-2.088500692541564e-07,-1.9700689097992033e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,130,-2.5,1.666666666666667,-0.001625,0.0010833333333333335,True,0.9986646282623045,-0.051661980776127936,4.3799899603833096e-05,2.0878168651593422e-07,-2.265815277013321e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,131,-2.0833333333333335,1.666666666666667,-0.0013541666666666667,0.0010833333333333335,True,0.9978630704727767,-0.06533982389509835,4.092168904825904e-05,2.0991248556410673e-07,-2.6795419482117875e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,132,-1.6666666666666665,1.666666666666667,-0.0010833333333333333,0.0010833333333333335,True,0.9963572867332898,-0.08527694397360099,3.5847398119865875e-05,2.000676540532379e-07,-3.068132889447592e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,133,-1.25,1.666666666666667,-0.0008125,0.0010833333333333335,True,0.9930784767384593,-0.11745270979769451,2.880617954501572e-05,1.7375064613657598e-07,-3.406945096215261e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,134,-0.8333333333333333,1.666666666666667,-0.0005416666666666666,0.0010833333333333335,True,0.9838371659668095,-0.1790654373752702,2.0158339506078066e-05,1.3051422235055913e-07,-3.668962715865556e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,135,-0.4166666666666665,1.666666666666667,-0.0002708333333333332,0.0010833333333333335,True,0.937970203212448,-0.34671587486816774,1.0373556192926082e-05,6.943197333221762e-08,-3.834531841849807e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,136,0.0,1.666666666666667,0.0,0.0010833333333333335,True,4.0663114318190276e-07,-0.9999999999999173,1.5826772170022343e-12,-4.549360864437662e-13,-3.892169214137411e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,137,0.41666666666666696,1.666666666666667,0.00027083333333333354,0.0010833333333333335,True,-0.9379701687019015,-0.34671596822950956,-1.0373553110639169e-05,-6.943287656310116e-08,-3.8345318761182995e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,138,0.8333333333333335,1.666666666666667,0.0005416666666666668,0.0010833333333333335,True,-0.9838371609510999,-0.1790654649330221,-2.0158336666431305e-05,-1.3051510563874364e-07,-3.668962782378904e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,139,1.25,1.666666666666667,0.0008125,0.0010833333333333335,True,-0.9930784751903647,-0.11745272288704128,-2.880617709181133e-05,-1.7375149714107398e-07,-3.406945191064574e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,140,1.666666666666667,1.666666666666667,0.0010833333333333335,0.0010833333333333335,True,-0.9963572860610879,-0.0852769518274641,-3.5847396170862396e-05,-2.0006846153763568e-07,-3.0681330072746897e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,141,2.083333333333334,1.666666666666667,0.001354166666666667,0.0010833333333333335,True,-0.9978630701184685,-0.06533982930605647,-4.09216876898233e-05,-2.0991323990465742e-07,-2.6795420821128954e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,142,2.5,1.666666666666667,0.001625,0.0010833333333333335,True,-0.9986646280514888,-0.05166198485135446,-4.37998988845483e-05,-2.0878237928101416e-07,-2.2658154190154487e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,143,-2.5,2.083333333333334,-0.001625,0.001354166666666667,True,0.9982720142245768,-0.0587621103774053,4.335922095392441e-05,2.052952289415443e-07,-2.5522896477789327e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,144,-2.0833333333333335,2.083333333333334,-0.0013541666666666667,0.001354166666666667,True,0.9972215532507415,-0.07449277637582416,4.050947019102051e-05,1.955067495440665e-07,-3.026070680287477e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,145,-1.6666666666666665,2.083333333333334,-0.0010833333333333333,0.001354166666666667,True,0.9952483814486497,-0.09736867681057927,3.54886807736544e-05,1.7822452894414877e-07,-3.4719834295576406e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,146,-1.25,2.083333333333334,-0.0008125,0.001354166666666667,True,0.9909570825982514,-0.13417921019428608,2.852139391816167e-05,1.5111806895258048e-07,-3.86190096098295e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,147,-0.8333333333333333,2.083333333333334,-0.0005416666666666666,0.001354166666666667,True,0.9789210948956191,-0.20423880622536558,1.996005811660797e-05,1.1000495946451964e-07,-4.16439942216141e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,148,-0.4166666666666665,2.083333333333334,-0.0002708333333333332,0.001354166666666667,True,0.9206083466287297,-0.3904872240131762,1.0272165995493895e-05,5.80923276579891e-08,-4.357064107523896e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,149,0.0,2.083333333333334,0.0,0.001354166666666667,True,3.533668211364178e-07,-0.9999999999999376,1.5629278451655704e-12,-4.4201275439724894e-13,-4.422961499721849e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,150,0.41666666666666696,2.083333333333334,0.00027083333333333354,0.001354166666666667,True,-0.9206083038128182,-0.39048732495547894,-1.0272162951282793e-05,-5.809320490029378e-08,-4.357064145240166e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,151,0.8333333333333335,2.083333333333334,0.0005416666666666668,0.001354166666666667,True,-0.9789210884390069,-0.20423883717204658,-1.996005531133964e-05,-1.1000581658822433e-07,-4.164399495344757e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,152,1.25,2.083333333333334,0.0008125,0.001354166666666667,True,-0.9909570806008443,-0.13417922494578582,-2.8521391493379995e-05,-1.511188937577031e-07,-3.861901065015505e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,153,1.666666666666667,2.083333333333334,0.0010833333333333335,0.001354166666666667,True,-0.9952483805859181,-0.09736868562894034,-3.5488678845772296e-05,-1.7822531026696534e-07,-3.4719835584019034e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,154,2.083333333333334,2.083333333333334,0.001354166666666667,0.001354166666666667,True,-0.9972215527999068,-0.0744927824110694,-4.050946884523743e-05,-1.955074778186003e-07,-3.026070826290858e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,155,2.5,2.083333333333334,0.001625,0.001354166666666667,True,-0.998272013959221,-0.05876211488536309,-4.3359220238257796e-05,-2.0529589605465483e-07,-2.5522898021303687e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,156,-2.5,2.5,-0.001625,0.001625,True,0.997824241271918,-0.06593014128698117,4.2854885945379e-05,2.0056163736355263e-07,-2.8315895408742044e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,157,-2.0833333333333335,2.5,-0.0013541666666666667,0.001625,True,0.9964959145658369,-0.08364145057085307,4.003503441857483e-05,1.78118471004428e-07,-3.360363352701324e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,158,-1.6666666666666665,2.5,-0.0010833333333333333,0.001625,True,0.9939961847047281,-0.10941473754684011,3.507164271610065e-05,1.5482330919872972e-07,-3.860532507233522e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,159,-1.25,2.5,-0.0008125,0.001625,True,0.9885874469431194,-0.15064813223696158,2.8185645038742104e-05,1.2573085525169757e-07,-4.295133216702468e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,160,-0.8333333333333333,2.5,-0.0005416666666666666,0.001625,True,0.9734853586826204,-0.22874933099480269,1.972502405319476e-05,8.92251600366762e-08,-4.634980912430693e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,161,-0.4166666666666665,2.5,-0.0002708333333333332,0.001625,True,0.9022498680342604,-0.43121360789307167,1.0151831399926296e-05,4.550042106628915e-08,-4.851879728419271e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,162,0.0,2.5,0.0,0.001625,True,3.130529783956996e-07,-0.999999999999951,1.5420190518717851e-12,-4.2936665707055934e-13,-4.925744708688235e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,163,0.41666666666666696,2.5,0.00027083333333333354,0.001625,True,-0.9022498169779365,-0.4312137147207636,-1.0151828396192836e-05,-4.550127292358971e-08,-4.8518797693888515e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,164,0.8333333333333335,2.5,0.0005416666666666668,0.001625,True,-0.9734853506577521,-0.22874936514612143,-1.9725021284261536e-05,-8.922599171661268e-08,-4.634980991978863e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,165,1.25,2.5,0.0008125,0.001625,True,-0.9885874444469335,-0.15064814861750328,-2.8185642643886147e-05,-1.2573165448677654e-07,-4.295133329628208e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,166,1.666666666666667,2.5,0.0010833333333333335,0.001625,True,-0.9939961836280201,-0.1094147473283701,-3.507164081027872e-05,-1.5482406490158351e-07,-3.8605326467571625e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,167,2.083333333333334,2.5,0.001354166666666667,0.001625,True,-0.9964959140063889,-0.08364145723605976,-4.003503308574699e-05,-1.7811917366020228e-07,-3.3603635104963164e-06
a,hub_x+0.000_y+0.000_D1,Gor’kov + g,168,2.5,2.5,0.001625,0.001625,True,-0.9978242409446709,-0.06593014623972202,-4.2854885233154995e-05,-2.0056227926744512e-07,-2.831589707455385e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,0,-2.5,-2.5,-0.001625,-0.001625,True,0.9928338106212664,0.11950324048851223,4.040689415141371e-05,3.3084211123410636e-06,4.863608327509167e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,1,-2.0833333333333335,-2.5,-0.0013541666666666667,-0.001625,True,0.9930275594359409,0.11788242532582559,3.762721270028137e-05,2.9904321519094614e-06,4.466731108529732e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,2,-1.6666666666666665,-2.5,-0.0010833333333333333,-0.001625,True,0.9923074111780478,0.1237982298787862,3.283230285156224e-05,2.541418118647286e-06,4.096090515984598e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,3,-1.25,-2.5,-0.0008125,-0.001625,True,0.9897966043393437,0.14248748028618102,2.6310212255591247e-05,2.0035658785807184e-06,3.7875214298154177e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,4,-0.8333333333333333,-2.5,-0.0005416666666666666,-0.001625,True,0.9815536986831209,0.19118665382679062,1.8369796156892773e-05,1.3750473307284106e-06,3.5780618660277497e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,5,-0.4166666666666665,-2.5,-0.0002708333333333332,-0.001625,True,0.9392155186051913,0.34332813693488856,9.437679991298842e-06,6.940898631420831e-07,3.4499228603167557e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,6,0.0,-2.5,0.0,-0.001625,True,4.938623248471742e-07,0.9999999999998781,1.6807405007725853e-12,-4.787031626907251e-13,3.4032571755549204e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,7,0.41666666666666696,-2.5,0.00027083333333333354,-0.001625,True,-0.9392154798470076,0.34332824296255543,-9.437676711072034e-06,-6.940908184334076e-07,3.4499228690191544e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,8,0.8333333333333335,-2.5,0.0005416666666666668,-0.001625,True,-0.9815536925308737,0.19118668541247108,-1.8369793112809538e-05,-1.3750482806214193e-06,3.5780618866557082e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,9,1.25,-2.5,0.0008125,-0.001625,True,-0.9897966021134369,0.14248749574855588,-2.6310209589387025e-05,-2.003566818765929e-06,3.7875214655280793e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,10,1.666666666666667,-2.5,0.0010833333333333335,-0.001625,True,-0.9923074099631124,0.123798239617126,-3.2832300690422424e-05,-2.5414190370960343e-06,4.096090573591042e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,11,2.083333333333334,-2.5,0.001354166666666667,-0.001625,True,-0.9930275586078031,0.11788243230196048,-3.762721113083989e-05,-2.9904330433472186e-06,4.466731190281745e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,12,2.5,-2.5,0.001625,-0.001625,True,-0.9928338099642476,0.11950324594702903,-4.040689322415286e-05,-3.3084219712598643e-06,4.863608441270917e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,13,-2.5,-2.0833333333333335,-0.001625,-0.0013541666666666667,True,0.9937965205983202,0.11121364865281735,4.062573105101545e-05,3.3983707010392687e-06,4.546338899085014e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,14,-2.0833333333333335,-2.0833333333333335,-0.0013541666666666667,-0.0013541666666666667,True,0.9942156226952864,0.10740249340040466,3.783480935602029e-05,3.0646023152159946e-06,4.08719473865174e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,15,-1.6666666666666665,-2.0833333333333335,-0.0010833333333333333,-0.0013541666666666667,True,0.9939340738434511,0.10997752885458538,3.301911338303881e-05,2.5920591383495653e-06,3.6535224924866913e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,16,-1.25,-2.0833333333333335,-0.0008125,-0.0013541666666666667,True,0.9923091686350815,0.12378414212956954,2.6458096648539662e-05,2.0483642785979286e-06,3.3004762019135652e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,17,-0.8333333333333333,-2.0833333333333335,-0.0005416666666666666,-0.0013541666666666667,True,0.9866904212842929,0.16261000137083964,1.847844771959505e-05,1.425326899507457e-06,3.045312231878431e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,18,-0.4166666666666665,-2.0833333333333335,-0.0002708333333333332,-0.0013541666666666667,True,0.9565283730805887,0.29163928317667037,9.492390183650992e-06,7.292243065066186e-07,2.894168063073233e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,19,0.0,-2.0833333333333335,0.0,-0.0013541666666666667,True,5.875475958535833e-07,0.9999999999998275,1.6713633420486417e-12,-4.745095682999492e-13,2.844643317143036e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,20,0.41666666666666696,-2.0833333333333335,0.00027083333333333354,-0.0013541666666666667,True,-0.9565283448833248,0.29163937565899256,-9.492386921123266e-06,-7.292252543724219e-07,2.8941680714413678e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,21,0.8333333333333335,-2.0833333333333335,0.0005416666666666668,-0.0013541666666666667,True,-0.9866904168507633,0.16261002827275756,-1.8478444693552867e-05,-1.425327841551816e-06,3.0453122506709124e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,22,1.25,-2.0833333333333335,0.0008125,-0.0013541666666666667,True,-0.992309166971744,0.12378415546362777,-2.645809399868067e-05,-2.0483652086852206e-06,3.300476232421244e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,23,1.666666666666667,-2.0833333333333335,0.0010833333333333335,-0.0013541666666666667,True,-0.9939340728952064,0.1099775374244512,-3.301911123637788e-05,-2.5920600468461193e-06,3.6535225431432925e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,24,2.083333333333334,-2.0833333333333335,0.001354166666666667,-0.0013541666666666667,True,-0.9942156220137396,0.10740249970942377,-3.7834807798018625e-05,-3.0646031976215654e-06,4.0871948132360394e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,25,2.5,-2.0833333333333335,0.001625,-0.0013541666666666667,True,-0.9937965200338452,0.11121365369692233,-4.062573013188433e-05,-3.3983715511261547e-06,4.546339005008928e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,26,-2.5,-1.6666666666666665,-0.001625,-0.0010833333333333333,True,0.994683492754666,0.10297936318203858,4.078210390989546e-05,3.4702447682023808e-06,4.2221622460367905e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,27,-2.0833333333333335,-1.6666666666666665,-0.0013541666666666667,-0.0010833333333333333,True,0.9953048101923603,0.09679015863169944,3.799735475008051e-05,3.1155036194569855e-06,3.6951192802277892e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,28,-1.6666666666666665,-1.6666666666666665,-0.0010833333333333333,-0.0010833333333333333,True,0.995363474181859,0.09618500020595627,3.316885816661579e-05,2.6321256207802706e-06,3.205207657644446e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,29,-1.25,-1.6666666666666665,-0.0008125,-0.0010833333333333333,True,0.9944766181554661,0.10495835336964547,2.6571304410371578e-05,2.084672537879326e-06,2.804369963940384e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,30,-0.8333333333333333,-1.6666666666666665,-0.0005416666666666666,-0.0010833333333333333,True,0.9910164721740048,0.13373986645645417,1.8556156444367006e-05,1.4531332619001914e-06,2.5041943847518337e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,31,-0.4166666666666665,-1.6666666666666665,-0.0002708333333333332,-0.0010833333333333333,True,0.9715164735601287,0.23697202704389322,9.540550949222605e-06,7.430406946258081e-07,2.3271285244067383e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,32,0.0,-1.6666666666666665,0.0,-0.0010833333333333333,True,7.315865846520802e-07,0.9999999999997324,1.6593799915494208e-12,-4.703202508763091e-13,2.268193575936232e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,33,0.41666666666666696,-1.6666666666666665,0.00027083333333333354,-0.0010833333333333333,True,-0.9715164548782516,0.23697210363414958,-9.540547710889435e-06,-7.43041633065987e-07,2.3271285313996704e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,34,0.8333333333333335,-1.6666666666666665,0.0005416666666666668,-0.0010833333333333333,True,-0.9910164692005838,0.1337398884895911,-1.8556153440761345e-05,-1.4531341936070202e-06,2.504194399478606e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,35,1.25,-1.6666666666666665,0.0008125,-0.0010833333333333333,True,-0.9944766169765547,0.10495836453978818,-2.6571301782439618e-05,-2.0846734564828685e-06,2.804369988363206e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,36,1.666666666666667,-1.6666666666666665,0.0010833333333333335,-0.0010833333333333333,True,-0.995363473469126,0.09618500758161994,-3.316885603682213e-05,-2.632126518102806e-06,3.2052076999130044e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,37,2.083333333333334,-1.6666666666666665,0.001354166666666667,-0.0010833333333333333,True,-0.9953048096482209,0.09679016422714952,-3.799735320465317e-05,-3.1155044916238075e-06,3.6951193455754045e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,38,2.5,-1.6666666666666665,0.001625,-0.0010833333333333333,True,-0.9946834922775872,0.10297936779017045,-4.0782102999152654e-05,-3.470245610551358e-06,4.222162342706635e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,39,-2.5,-1.25,-0.001625,-0.0008125,True,0.9955159723410284,0.09459359816550252,4.0885802177196134e-05,3.529595766071675e-06,3.884955389243156e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,40,-2.0833333333333335,-1.25,-0.0013541666666666667,-0.0008125,True,0.9962873402435442,0.08609027628277466,3.810287766031457e-05,3.1573021438192457e-06,3.29251123891966e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,41,-1.6666666666666665,-1.25,-0.0010833333333333333,-0.0008125,True,0.9965860475253313,0.08256058307593243,3.327863951577801e-05,2.6875257722913454e-06,2.756915862126358e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,42,-1.25,-1.25,-0.0008125,-0.0008125,True,0.996272779034614,0.08625862133518744,2.665101535162186e-05,2.113992625052268e-06,2.3074803304787938e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,43,-0.8333333333333333,-1.25,-0.0005416666666666666,-0.0008125,True,0.9944605304393692,0.10511067214250065,1.860759704666134e-05,1.4523064257149013e-06,1.96675179422883e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,44,-0.4166666666666665,-1.25,-0.0002708333333333332,-0.0008125,True,0.983668296058412,0.17999078679071362,9.568956092237272e-06,7.406957256941837e-07,1.7509194336230841e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,45,0.0,-1.25,0.0,-0.0008125,True,9.806370233506673e-07,0.9999999999995192,1.646164123077778e-12,-4.648678808689408e-13,1.6786681349765156e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,46,0.41666666666666696,-1.25,0.00027083333333333354,-0.0008125,True,-0.9836682853037313,0.179990845566148,-9.568952879873992e-06,-7.406966528153051e-07,1.7509194367279389e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,47,0.8333333333333335,-1.25,0.0005416666666666668,-0.0008125,True,-0.9944605286355944,0.10511068920815901,-1.860759406880677e-05,-1.4523073450441047e-06,1.9667518023680424e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,48,1.25,-1.25,0.0008125,-0.0008125,True,-0.996272778253278,0.08625863035948957,-2.6651012744957473e-05,-2.1139935333369312e-06,2.307480348006556e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,49,1.666666666666667,-1.25,0.0010833333333333335,-0.0008125,True,-0.9965860470113407,0.08256058928029868,-3.3278637404516784e-05,-2.6875266594213997e-06,2.756915895824327e-06
b,hub_x+0.000_y+0.000_D1,Elastic + g,50,2.083333333333334,-1.25,0.001354166666666667,-0.0008125,True,-0.9962873398207802,0.08609028117524846,-3.810287612972588e-05,-3.1573030055589338e-06,3.292511295168969e-06
