profile,first_result_seed_count,second_result_seed_count,last_result_seed_count,deterministic_timing_repeats,first_result_domain_x_points,first_result_domain_z_points,first_result_domain_restarts,branch_chart_side,use_smoke_validation,main_plots_only,configuration_status,first_result,second_result,last_result,full_expanded_internal_figures,full_other_figures_and_appendices,single_iteration_cap,triple_iteration_cap,objective_definition,mechanical_model,validation_resolution,evidence_status,output_root
full,16,100,5,5,5,3,1,7,True,False,configured; numerical work starts in producer cells,Paper Figure 2 / internal producer 1; unchanged smoke sampling,Paper Figure 3 / internal producer 2; root initialization population,Paper Figure 8 / internal producer 8,"[2, 8]",accepted smoke scale,10000,30000,unchanged,unchanged,accepted smoke protocol,FOCUSED FULL SAMPLING,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs
