method,task,seed,alpha_per_m,iteration_cap,maxiter,cap,iterations,evaluations,objective,gradient_norm,terminal_gradient_norm,terminal_gradient_l2,terminal_gradient_rms,terminal_gradient_inf,stationary_gtol,terminal_gradient_units,terminal_gradient_status,optimizer_success,optimizer_status,optimizer_message,native_success,native_status,native_message,wall_time_s,native_reported_interval_s,native_reported_interval_scope,phase_content_id,initial_phase_content_id,actual_force_target_z_n,force_target_z_n,cache_status,cache_path,cache_source,timing_campaign,timing_observation_origin,timing_json,role,optimizer,optimizer_options_json,evaluator_backend,correct_sign_gorkov,run_mode,evidence_status,manuscript_numerics,near_stationary,timing_protocol_id,timing_scope,timing_backend,timing_comparable,timing_exclusion_reason,timing_problem_initialization_s,timing_acoustic_transfer_construction_s,timing_device_transfer_s,timing_compilation_warmup_s,timing_pre_solve_synchronization_s,timing_solve_s,timing_post_solve_synchronization_s,timing_result_extraction_s,timing_orchestration_overhead_s,timing_total_s,timing_device_transfer_status,timing_compilation_warmup_status,timing_pre_solve_synchronization_status,timing_post_solve_synchronization_status,timing_decomposition_complete,command_time_s,target_x_m,target_y_m,target_z_m,repeat,solver_metadata_json,terminal_projective_change_rad,timing_observation_count,timing_record_role,config_json,native_stage_records_json
Conventional,Single,172817509.0,0.0,10000.0,10000.0,10000.0,6130,7708.0,-55.45903871811982,696.9510597813381,696.9510597813381,696.9510597813381,43.64476833326121,151.0527752115831,False,N m^-1 rad^-1,native optimized-objective gradient,False,2.0,Desired error not necessarily achieved due to precision loss.,False,2.0,Desired error not necessarily achieved due to precision loss.,34.08955819999392,34.08955819999392,FESolveResult history interval; objective/transfer construction excluded; not used for cross-method ranking,000000000000080f1c962cbb4bdc0c96,000000000000080f71d09f64e6772173,0.0,0.0,cached,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\00000000000008b0d9390894038de217.pkl,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\00000000000008b0d9390894038de217.pkl,gfe-compact-v3-task-specific-20260920-00000000000003f329a2,same-machine protocol record replayed from cache,"{""protocol_id"": ""main-fig8-comparable-end-to-end-v2"", ""scope"": ""fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded"", ""backend"": ""numpy/scipy-cpu"", ""problem_initialization_s"": 0.0004462999932002276, ""acoustic_transfer_construction_s"": 0.0032547999871894717, ""device_transfer_s"": null, ""compilation_warmup_s"": null, ""pre_solve_synchronization_s"": null, ""solve_s"": 34.15022679998947, ""post_solve_synchronization_s"": null, ""result_extraction_s"": 6.300004315562546e-06, ""orchestration_overhead_s"": 7.80003028921783e-06, ""total_s"": 34.15394200000446, ""device_transfer_status"": ""not_applicable_synchronous_cpu"", ""compilation_warmup_status"": ""not_applicable_synchronous_cpu"", ""pre_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""post_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""decomposition_complete"": true, ""comparable_total"": true, ""exclusion_reason"": null}",engineering,BFGS,{},native,True,full,PRODUCTION,True,False,main-fig8-comparable-end-to-end-v2,"fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded",numpy/scipy-cpu,True,,0.0004462999932002276,0.0032547999871894717,N/A,N/A,N/A,34.15022679998947,N/A,6.300004315562546e-06,7.80003028921783e-06,34.15394200000446,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,True,34.15394200000446,0.0,0.0,0.05,,,,,,,
FE,Single,172817509.0,10.0,10000.0,10000.0,10000.0,31,36.0,-0.059054818336600354,3.619859556871251e-08,3.619859556871251e-08,3.619859556871251e-08,2.2668439848295026e-09,9.473746141774467e-09,True,N m^-1 rad^-1,native optimized-objective gradient,True,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,True,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0037961999914841726,0.0037961999914841726,FESolveResult history interval; objective/transfer construction excluded; not used for cross-method ranking,000000000000080f88182c9c5dad1185,000000000000080f71d09f64e6772173,0.0,0.0,cached,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\0000000000000928908b589a32ef0d79.pkl,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\0000000000000928908b589a32ef0d79.pkl,gfe-compact-v3-task-specific-20260920-00000000000003f329a2,same-machine protocol record replayed from cache,"{""protocol_id"": ""main-fig8-comparable-end-to-end-v2"", ""scope"": ""fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded"", ""backend"": ""numpy/scipy-cpu"", ""problem_initialization_s"": 0.0004191999905742705, ""acoustic_transfer_construction_s"": 0.00354989999323152, ""device_transfer_s"": null, ""compilation_warmup_s"": null, ""pre_solve_synchronization_s"": null, ""solve_s"": 0.004260800007614307, ""post_solve_synchronization_s"": null, ""result_extraction_s"": 2.2000021999701858e-06, ""orchestration_overhead_s"": 4.4000043999403715e-06, ""total_s"": 0.008236499998020008, ""device_transfer_status"": ""not_applicable_synchronous_cpu"", ""compilation_warmup_status"": ""not_applicable_synchronous_cpu"", ""pre_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""post_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""decomposition_complete"": true, ""comparable_total"": true, ""exclusion_reason"": null}",engineering,L-BFGS-B,"{""ftol"": 0.0, ""maxcor"": 10, ""maxfun"": 1000000, ""maxls"": 40}",compact-single-float64-v1,True,full,PRODUCTION,True,True,main-fig8-comparable-end-to-end-v2,"fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded",numpy/scipy-cpu,True,,0.0004191999905742705,0.00354989999323152,N/A,N/A,N/A,0.004260800007614307,N/A,2.2000021999701858e-06,4.4000043999403715e-06,0.008236499998020008,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,True,0.008236499998020008,0.0,0.0,0.05,,,,,,,
GFE,Single,172817509.0,10.0,10000.0,10000.0,10000.0,31,36.0,-0.05904367548496645,1.3957500551841453e-08,1.3957500551841453e-08,1.3957500551841453e-08,8.740525888397497e-10,2.9416428029086287e-09,True,N m^-1 rad^-1,native optimized-objective gradient,True,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,True,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.00324400000681635,0.00324400000681635,FESolveResult history interval; objective/transfer construction excluded; not used for cross-method ranking,000000000000080f57f18575ab090e06,000000000000080f71d09f64e6772173,1.1142852793561358e-06,1.1142852793561358e-06,cached,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\000000000000093c42f49a1a6cb211cf.pkl,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\000000000000093c42f49a1a6cb211cf.pkl,gfe-compact-v3-task-specific-20260920-00000000000003f329a2,same-machine protocol record replayed from cache,"{""protocol_id"": ""main-fig8-comparable-end-to-end-v2"", ""scope"": ""fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded"", ""backend"": ""numpy/scipy-cpu"", ""problem_initialization_s"": 0.000381499994546175, ""acoustic_transfer_construction_s"": 0.0033345999981975183, ""device_transfer_s"": null, ""compilation_warmup_s"": null, ""pre_solve_synchronization_s"": null, ""solve_s"": 0.0037065999931655824, ""post_solve_synchronization_s"": null, ""result_extraction_s"": 2.3000029614195228e-06, ""orchestration_overhead_s"": 5.2000104915350676e-06, ""total_s"": 0.00743019999936223, ""device_transfer_status"": ""not_applicable_synchronous_cpu"", ""compilation_warmup_status"": ""not_applicable_synchronous_cpu"", ""pre_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""post_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""decomposition_complete"": true, ""comparable_total"": true, ""exclusion_reason"": null}",engineering,L-BFGS-B,"{""ftol"": 0.0, ""maxcor"": 10, ""maxfun"": 1000000, ""maxls"": 40}",compact-single-float64-v1,True,full,PRODUCTION,True,True,main-fig8-comparable-end-to-end-v2,"fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded",numpy/scipy-cpu,True,,0.000381499994546175,0.0033345999981975183,N/A,N/A,N/A,0.0037065999931655824,N/A,2.3000029614195228e-06,5.2000104915350676e-06,0.00743019999936223,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,True,0.00743019999936223,0.0,0.0,0.05,,,,,,,
AD,Single,172817509.0,,,,,150,,,,,7.481046498464711e-05,,,,dimensionless rad^-1,evaluated after and excluded from the common command-timing boundary,,,,,,,,0.6458039000135614,native AD invocation with device transfer/JIT/synchronization bundled; not used for cross-method ranking,000000000000080f8ff352403b7a0c48,,,,cached,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_holography_run\00000000000008401875b233f9f7c5a0.pkl,,gfe-compact-v3-task-specific-20260920-00000000000003f329a2,same-machine protocol record replayed from cache,"{""protocol_id"": ""main-fig8-comparable-end-to-end-v2"", ""scope"": ""fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded"", ""backend"": ""jax-cpu"", ""problem_initialization_s"": 3.4999975468963385e-06, ""acoustic_transfer_construction_s"": 0.0006108999950811267, ""device_transfer_s"": null, ""compilation_warmup_s"": null, ""pre_solve_synchronization_s"": null, ""solve_s"": 0.6458039000135614, ""post_solve_synchronization_s"": null, ""result_extraction_s"": 1.1600001016631722e-05, ""orchestration_overhead_s"": 1.0799994925037026e-05, ""total_s"": 0.646440700002131, ""device_transfer_status"": ""included_unseparated_in_native_solve"", ""compilation_warmup_status"": ""included_unseparated_in_native_solve"", ""pre_solve_synchronization_status"": ""included_unseparated_in_native_solve"", ""post_solve_synchronization_status"": ""included_unseparated_in_native_solve"", ""decomposition_complete"": false, ""comparable_total"": true, ""exclusion_reason"": null}",,,,,,,PRODUCTION,,,main-fig8-comparable-end-to-end-v2,"fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded",jax-cpu,True,,3.4999975468963385e-06,0.0006108999950811267,N/A,N/A,N/A,0.6458039000135614,N/A,1.1600001016631722e-05,1.0799994925037026e-05,0.646440700002131,included_unseparated_in_native_solve,included_unseparated_in_native_solve,included_unseparated_in_native_solve,included_unseparated_in_native_solve,False,0.646440700002131,,,,0.0,"{""algorithm"": ""Acoustic hologram optimisation using automatic differentiation"", ""task"": ""Single"", ""control_points"": 8, ""phase_only_commands"": true, ""loss_terms"": ""target_pressure_amplitude_only"", ""amplitude_normalization"": ""per-control-point phase-aligned row capacity"", ""base_seed"": 172817509, ""effective_seed"": 172817690, ""seed_offset"": 181, ""steps"": 150, ""learning_rate"": 0.1, ""beta1"": 0.9, ""beta2"": 0.999, ""epsilon"": 1e-08, ""initial_loss"": 0.8981953478528044, ""final_loss"": 0.2302333231847369, ""jit_sync_wall_s"": 0.1204277000069851, ""device_transfer_included"": true, ""jit_included"": true, ""device_synchronization_included"": true, ""loss_history"": ""[0.89819535 0.85295192 0.80968188 0.76874872 0.73023147 0.69416128\n 0.66050929 0.62921906 0.60024222 0.5735432  0.54908253 0.52679954\n 0.50660639 0.4883926  0.47203405 0.45740123 0.44436306 0.43278721\n 0.42253959 0.41348509 0.40548912 0.3984188  0.39214214 0.38652517\n 0.38142921 0.37671083 0.37222624 0.36783963 0.36343352 0.3589186\n 0.35424071 0.34938265 0.34435848 0.33920101 0.33394742 0.32862985\n 0.32327556 0.31791252 0.31257091 0.30728095 0.30207171 0.29697218\n 0.29201371 0.28723071 0.28265845 0.27832915 0.27426917 0.27049773\n 0.2670261  0.26385675 0.26098335 0.25839184 0.25606187 0.25396819\n 0.25208273 0.25037728 0.24882612 0.24740764 0.24610475 0.24490449\n 0.24379697 0.24277395 0.24182747 0.24094919 0.24013058 0.23936352\n 0.23864112 0.23795829 0.23731211 0.23670156 0.236127   0.2355893\n 0.23508913 0.23462653 0.2342007  0.23381022 0.23345339 0.23312864\n 0.23283457 0.23256986 0.23233314 0.23212291 0.23193757 0.23177529\n 0.23163399 0.23151136 0.23140497 0.23131234 0.23123105 0.23115878\n 0.23109348 0.23103342 0.23097724 0.23092401 0.23087321 0.23082459\n 0.2307781  0.23073373 0.23069149 0.23065138 0.2306134  0.23057748\n 0.23054358 0.23051165 0.23048166 0.23045359 0.23042742 0.23040314\n 0.23038075 0.23036025 0.23034164 0.23032492 0.23031006 0.23029702\n 0.23028574 0.23027611 0.23026805 0.23026142 0.23025609 0.23025191\n 0.23024873 0.23024639 0.23024473 0.23024362 0.2302429  0.23024243\n 0.23024211 0.23024185 0.23024157 0.23024124 0.23024083 0.23024035\n 0.23023982 0.23023923 0.23023863 0.23023802 0.23023743 0.23023686\n 0.23023633 0.23023585 0.23023541 0.23023503 0.23023469 0.2302344\n 0.23023415 0.23023393 0.23023375 0.2302336  0.23023348 0.23023339\n 0.23023332]""}",,,,,
Conventional,Single,425727192.0,0.0,10000.0,10000.0,10000.0,6299,7925.0,-53.961184057792345,702.7530809135001,702.7530809135001,702.7530809135001,44.00810499029613,138.7476513057158,False,N m^-1 rad^-1,native optimized-objective gradient,False,2.0,Desired error not necessarily achieved due to precision loss.,False,2.0,Desired error not necessarily achieved due to precision loss.,38.19275750000088,38.19275750000088,FESolveResult history interval; objective/transfer construction excluded; not used for cross-method ranking,000000000000080fd2e6b8d604c2fa1a,000000000000080f8a9832c090fd1e47,0.0,0.0,cached,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\00000000000008b0fcf90eddc994e271.pkl,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\00000000000008b0fcf90eddc994e271.pkl,gfe-compact-v3-task-specific-20260920-00000000000003f329a2,same-machine protocol record replayed from cache,"{""protocol_id"": ""main-fig8-comparable-end-to-end-v2"", ""scope"": ""fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded"", ""backend"": ""numpy/scipy-cpu"", ""problem_initialization_s"": 0.0007178000087151304, ""acoustic_transfer_construction_s"": 0.005865400002221577, ""device_transfer_s"": null, ""compilation_warmup_s"": null, ""pre_solve_synchronization_s"": null, ""solve_s"": 38.261104699995485, ""post_solve_synchronization_s"": null, ""result_extraction_s"": 5.699999746866524e-06, ""orchestration_overhead_s"": 9.700001101009548e-06, ""total_s"": 38.26770330000727, ""device_transfer_status"": ""not_applicable_synchronous_cpu"", ""compilation_warmup_status"": ""not_applicable_synchronous_cpu"", ""pre_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""post_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""decomposition_complete"": true, ""comparable_total"": true, ""exclusion_reason"": null}",engineering,BFGS,{},native,True,full,PRODUCTION,True,False,main-fig8-comparable-end-to-end-v2,"fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded",numpy/scipy-cpu,True,,0.0007178000087151304,0.005865400002221577,N/A,N/A,N/A,38.261104699995485,N/A,5.699999746866524e-06,9.700001101009548e-06,38.26770330000727,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,True,38.26770330000727,0.0,0.0,0.05,,,,,,,
FE,Single,425727192.0,10.0,10000.0,10000.0,10000.0,33,42.0,-0.05905481833727536,2.318129566250533e-08,2.318129566250533e-08,2.318129566250533e-08,1.451669044268765e-09,7.913714243441122e-09,True,N m^-1 rad^-1,native optimized-objective gradient,True,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,True,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.004313399986131117,0.004313399986131117,FESolveResult history interval; objective/transfer construction excluded; not used for cross-method ranking,000000000000080f9a1dee4d365f14ba,000000000000080f8a9832c090fd1e47,0.0,0.0,cached,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\000000000000092810ef323001320dd3.pkl,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\000000000000092810ef323001320dd3.pkl,gfe-compact-v3-task-specific-20260920-00000000000003f329a2,same-machine protocol record replayed from cache,"{""protocol_id"": ""main-fig8-comparable-end-to-end-v2"", ""scope"": ""fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded"", ""backend"": ""numpy/scipy-cpu"", ""problem_initialization_s"": 0.0005596999981207773, ""acoustic_transfer_construction_s"": 0.0040576000028522685, ""device_transfer_s"": null, ""compilation_warmup_s"": null, ""pre_solve_synchronization_s"": null, ""solve_s"": 0.004761399992275983, ""post_solve_synchronization_s"": null, ""result_extraction_s"": 1.9999861251562834e-06, ""orchestration_overhead_s"": 6.400019628927112e-06, ""total_s"": 0.009387099999003112, ""device_transfer_status"": ""not_applicable_synchronous_cpu"", ""compilation_warmup_status"": ""not_applicable_synchronous_cpu"", ""pre_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""post_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""decomposition_complete"": true, ""comparable_total"": true, ""exclusion_reason"": null}",engineering,L-BFGS-B,"{""ftol"": 0.0, ""maxcor"": 10, ""maxfun"": 1000000, ""maxls"": 40}",compact-single-float64-v1,True,full,PRODUCTION,True,True,main-fig8-comparable-end-to-end-v2,"fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded",numpy/scipy-cpu,True,,0.0005596999981207773,0.0040576000028522685,N/A,N/A,N/A,0.004761399992275983,N/A,1.9999861251562834e-06,6.400019628927112e-06,0.009387099999003112,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,True,0.009387099999003112,0.0,0.0,0.05,,,,,,,
GFE,Single,425727192.0,10.0,10000.0,10000.0,10000.0,31,40.0,-0.059043675485114536,1.0387381729228303e-08,1.0387381729228303e-08,1.0387381729228303e-08,6.504830759616828e-10,2.859275321420495e-09,True,N m^-1 rad^-1,native optimized-objective gradient,True,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,True,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0037998999905539677,0.0037998999905539677,FESolveResult history interval; objective/transfer construction excluded; not used for cross-method ranking,000000000000080f9c4c4277cbd11d52,000000000000080f8a9832c090fd1e47,1.1142852793561358e-06,1.1142852793561358e-06,cached,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\000000000000093c063b7e6a3b501229.pkl,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_single_run\000000000000093c063b7e6a3b501229.pkl,gfe-compact-v3-task-specific-20260920-00000000000003f329a2,same-machine protocol record replayed from cache,"{""protocol_id"": ""main-fig8-comparable-end-to-end-v2"", ""scope"": ""fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded"", ""backend"": ""numpy/scipy-cpu"", ""problem_initialization_s"": 0.00043650000588968396, ""acoustic_transfer_construction_s"": 0.0036545000039041042, ""device_transfer_s"": null, ""compilation_warmup_s"": null, ""pre_solve_synchronization_s"": null, ""solve_s"": 0.0042640999890863895, ""post_solve_synchronization_s"": null, ""result_extraction_s"": 2.4000037228688598e-06, ""orchestration_overhead_s"": 4.999994416721165e-06, ""total_s"": 0.008362499997019768, ""device_transfer_status"": ""not_applicable_synchronous_cpu"", ""compilation_warmup_status"": ""not_applicable_synchronous_cpu"", ""pre_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""post_solve_synchronization_status"": ""not_applicable_synchronous_cpu"", ""decomposition_complete"": true, ""comparable_total"": true, ""exclusion_reason"": null}",engineering,L-BFGS-B,"{""ftol"": 0.0, ""maxcor"": 10, ""maxfun"": 1000000, ""maxls"": 40}",compact-single-float64-v1,True,full,PRODUCTION,True,True,main-fig8-comparable-end-to-end-v2,"fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded",numpy/scipy-cpu,True,,0.00043650000588968396,0.0036545000039041042,N/A,N/A,N/A,0.0042640999890863895,N/A,2.4000037228688598e-06,4.999994416721165e-06,0.008362499997019768,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,not_applicable_synchronous_cpu,True,0.008362499997019768,0.0,0.0,0.05,,,,,,,
AD,Single,425727192.0,,,,,150,,,,,2.2321995362313356e-05,,,,dimensionless rad^-1,evaluated after and excluded from the common command-timing boundary,,,,,,,,0.09924419999879319,native AD invocation with device transfer/JIT/synchronization bundled; not used for cross-method ranking,000000000000080fb187fa9db4b0160c,,,,cached,C:\RINENG_COMPACT_FULL_20260920\RINENG_GFE_Standalone_Run\production_outputs\cache\production_holography_run\000000000000084064c9cd45f55fc59e.pkl,,gfe-compact-v3-task-specific-20260920-00000000000003f329a2,same-machine protocol record replayed from cache,"{""protocol_id"": ""main-fig8-comparable-end-to-end-v2"", ""scope"": ""fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded"", ""backend"": ""jax-cpu"", ""problem_initialization_s"": 4.0000013541430235e-06, ""acoustic_transfer_construction_s"": 0.0005731000128434971, ""device_transfer_s"": null, ""compilation_warmup_s"": null, ""pre_solve_synchronization_s"": null, ""solve_s"": 0.09924419999879319, ""post_solve_synchronization_s"": null, ""result_extraction_s"": 8.400005754083395e-06, ""orchestration_overhead_s"": 8.29999044071883e-06, ""total_s"": 0.09983800000918563, ""device_transfer_status"": ""included_unseparated_in_native_solve"", ""compilation_warmup_status"": ""included_unseparated_in_native_solve"", ""pre_solve_synchronization_status"": ""included_unseparated_in_native_solve"", ""post_solve_synchronization_status"": ""included_unseparated_in_native_solve"", ""decomposition_complete"": false, ""comparable_total"": true, ""exclusion_reason"": null}",,,,,,,PRODUCTION,,,main-fig8-comparable-end-to-end-v2,"fresh command construction from declared inputs through terminal host phase: problem/objective initialization, acoustic transfer construction, applicable host-to-device transfer, compilation/warmup, device synchronization, native solve, and result extraction included; independent mechanical validation, cache retrieval, table export, and rendering excluded",jax-cpu,True,,4.0000013541430235e-06,0.0005731000128434971,N/A,N/A,N/A,0.09924419999879319,N/A,8.400005754083395e-06,8.29999044071883e-06,0.09983800000918563,included_unseparated_in_native_solve,included_unseparated_in_native_solve,included_unseparated_in_native_solve,included_unseparated_in_native_solve,False,0.09983800000918563,,,,0.0,"{""algorithm"": ""Acoustic hologram optimisation using automatic differentiation"", ""task"": ""Single"", ""control_points"": 8, ""phase_only_commands"": true, ""loss_terms"": ""target_pressure_amplitude_only"", ""amplitude_normalization"": ""per-control-point phase-aligned row capacity"", ""base_seed"": 425727192, ""effective_seed"": 425727373, ""seed_offset"": 181, ""steps"": 150, ""learning_rate"": 0.1, ""beta1"": 0.9, ""beta2"": 0.999, ""epsilon"": 1e-08, ""initial_loss"": 0.8975272271690755, ""final_loss"": 0.23023227409496294, ""jit_sync_wall_s"": 0.09619139999267645, ""device_transfer_included"": true, ""jit_included"": true, ""device_synchronization_included"": true, ""loss_history"": ""[0.89752723 0.84709071 0.79657575 0.74763984 0.70106042 0.65722154\n 0.61631974 0.57841596 0.54345749 0.51131302 0.48181361 0.45478224\n 0.43004907 0.40745711 0.38686443 0.36814577 0.35119087 0.33589938\n 0.32217606 0.30992848 0.29906659 0.28950198 0.28114662 0.27391176\n 0.26770723 0.26244098 0.25801915 0.25434673 0.25132895 0.24887311\n 0.24689057 0.24529844 0.24402064 0.24298839 0.24214067 0.24142488\n 0.24079762 0.24022485 0.23968128 0.23914911 0.23861673 0.23807754\n 0.23752882 0.23697094 0.23640666 0.2358407  0.23527932 0.23472972\n 0.23419955 0.23369632 0.23322706 0.23279788 0.2324136  0.23207733\n 0.23179019 0.2315513  0.23135799 0.23120626 0.2310911  0.23100693\n 0.23094789 0.23090819 0.23088233 0.23086528 0.23085268 0.23084092\n 0.23082724 0.23080969 0.23078709 0.23075895 0.23072547 0.23068734\n 0.23064567 0.23060178 0.2305571  0.23051305 0.2304709  0.23043177\n 0.23039653 0.23036579 0.23033988 0.2303189  0.23030266 0.23029079\n 0.23028272 0.2302778  0.23027528 0.2302744  0.23027448 0.23027492\n 0.23027525 0.23027513 0.23027439 0.23027294 0.23027083 0.23026815\n 0.23026507 0.23026173 0.23025831 0.23025494 0.23025176 0.23024885\n 0.23024628 0.23024407 0.23024225 0.23024079 0.23023966 0.23023882\n 0.23023821 0.23023777 0.23023744 0.23023718 0.23023693 0.23023667\n 0.23023638 0.23023606 0.23023572 0.23023536 0.23023499 0.23023464\n 0.23023431 0.23023401 0.23023376 0.23023355 0.23023338 0.23023325\n 0.23023315 0.23023309 0.23023304 0.23023299 0.23023296 0.23023292\n 0.23023287 0.23023282 0.23023276 0.2302327  0.23023264 0.23023258\n 0.23023252 0.23023247 0.23023243 0.23023239 0.23023236 0.23023234\n 0.23023232 0.23023231 0.2302323  0.2302323  0.23023229 0.23023228\n 0.23023227]""}",,,,,
