task,method,optimizer,parameter,parameter_value,metric,n_pairs,n_valid,n_missing,median,q25,q75,minimum,maximum,ci95_lo,ci95_hi
Triple,Conventional,BFGS,lambda_pressure_factor,0.0,field_cosine_to_fixed_GFE,1,1,0,0.9190257500157125,0.9190257500157125,0.9190257500157125,0.9190257500157125,0.9190257500157125,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.0,worst_displacement_a,1,1,0,1.2545658971690337,1.2545658971690337,1.2545658971690337,1.2545658971690337,1.2545658971690337,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.0,minimum_stiffness_n_m,1,1,0,0.0011506787789694478,0.0011506787789694478,0.0011506787789694478,0.0011506787789694478,0.0011506787789694478,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.0,common_nominal_loss_std_n_m,1,1,0,0.00235120325233602,0.00235120325233602,0.00235120325233602,0.00235120325233602,0.00235120325233602,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,solve_wall_s,1,1,0,150.2637548000057,150.2637548000057,150.2637548000057,150.2637548000057,150.2637548000057,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,iterations,1,1,0,8190.0,8190.0,8190.0,8190.0,8190.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,evaluations,1,1,0,8514.0,8514.0,8514.0,8514.0,8514.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,terminal_gradient_l2,1,1,0,4.327554031639226,4.327554031639226,4.327554031639226,4.327554031639226,4.327554031639226,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,terminal_gradient_inf,1,1,0,1.1603452349096952,1.1603452349096952,1.1603452349096952,1.1603452349096952,1.1603452349096952,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,relative_gradient_l2,1,1,0,0.7545999448699109,0.7545999448699109,0.7545999448699109,0.7545999448699109,0.7545999448699109,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,objective_n_m,1,1,0,-35.45161683913954,-35.45161683913954,-35.45161683913954,-35.45161683913954,-35.45161683913954,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,surrogate_residual_n,1,1,0,6.645084782157601e-06,6.645084782157601e-06,6.645084782157601e-06,6.645084782157601e-06,6.645084782157601e-06,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,command_cosine_to_fixed_GFE,1,1,0,0.8641601579625638,0.8641601579625638,0.8641601579625638,0.8641601579625638,0.8641601579625638,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,field_cosine_to_fixed_GFE,1,1,0,0.9211492653150297,0.9211492653150297,0.9211492653150297,0.9211492653150297,0.9211492653150297,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,worst_displacement_a,1,1,0,1.3209748486019155,1.3209748486019155,1.3209748486019155,1.3209748486019155,1.3209748486019155,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,minimum_stiffness_n_m,1,1,0,0.001159544288732599,0.001159544288732599,0.001159544288732599,0.001159544288732599,0.001159544288732599,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.01,common_nominal_loss_std_n_m,1,1,0,0.005745153414331848,0.005745153414331848,0.005745153414331848,0.005745153414331848,0.005745153414331848,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,solve_wall_s,1,1,0,512.8817896999972,512.8817896999972,512.8817896999972,512.8817896999972,512.8817896999972,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,iterations,1,1,0,30000.0,30000.0,30000.0,30000.0,30000.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,evaluations,1,1,0,31428.0,31428.0,31428.0,31428.0,31428.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,terminal_gradient_l2,1,1,0,13.090996195620091,13.090996195620091,13.090996195620091,13.090996195620091,13.090996195620091,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,terminal_gradient_inf,1,1,0,4.357170656759673,4.357170656759673,4.357170656759673,4.357170656759673,4.357170656759673,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,relative_gradient_l2,1,1,0,0.7822777887390787,0.7822777887390787,0.7822777887390787,0.7822777887390787,0.7822777887390787,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,objective_n_m,1,1,0,-35.3794321494938,-35.3794321494938,-35.3794321494938,-35.3794321494938,-35.3794321494938,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,surrogate_residual_n,1,1,0,6.749791971107289e-06,6.749791971107289e-06,6.749791971107289e-06,6.749791971107289e-06,6.749791971107289e-06,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,command_cosine_to_fixed_GFE,1,1,0,0.8626098122232251,0.8626098122232251,0.8626098122232251,0.8626098122232251,0.8626098122232251,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,field_cosine_to_fixed_GFE,1,1,0,0.9197397999371961,0.9197397999371961,0.9197397999371961,0.9197397999371961,0.9197397999371961,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,worst_displacement_a,1,1,0,1.3560334495136799,1.3560334495136799,1.3560334495136799,1.3560334495136799,1.3560334495136799,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,minimum_stiffness_n_m,1,1,0,0.0011953602205251723,0.0011953602205251723,0.0011953602205251723,0.0011953602205251723,0.0011953602205251723,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.03,common_nominal_loss_std_n_m,1,1,0,0.0058663238198105845,0.0058663238198105845,0.0058663238198105845,0.0058663238198105845,0.0058663238198105845,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,solve_wall_s,1,1,0,547.2286133000016,547.2286133000016,547.2286133000016,547.2286133000016,547.2286133000016,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,iterations,1,1,0,30000.0,30000.0,30000.0,30000.0,30000.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,evaluations,1,1,0,32653.0,32653.0,32653.0,32653.0,32653.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,terminal_gradient_l2,1,1,0,42.730201606923856,42.730201606923856,42.730201606923856,42.730201606923856,42.730201606923856,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,terminal_gradient_inf,1,1,0,11.84966641292956,11.84966641292956,11.84966641292956,11.84966641292956,11.84966641292956,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,relative_gradient_l2,1,1,0,0.7713842764590001,0.7713842764590001,0.7713842764590001,0.7713842764590001,0.7713842764590001,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,objective_n_m,1,1,0,-35.09333555424111,-35.09333555424111,-35.09333555424111,-35.09333555424111,-35.09333555424111,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,surrogate_residual_n,1,1,0,6.5563294959498045e-06,6.5563294959498045e-06,6.5563294959498045e-06,6.5563294959498045e-06,6.5563294959498045e-06,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,command_cosine_to_fixed_GFE,1,1,0,0.8443531158448122,0.8443531158448122,0.8443531158448122,0.8443531158448122,0.8443531158448122,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,field_cosine_to_fixed_GFE,1,1,0,0.8964382689473679,0.8964382689473679,0.8964382689473679,0.8964382689473679,0.8964382689473679,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,worst_displacement_a,1,1,0,1.7179322581420546,1.7179322581420546,1.7179322581420546,1.7179322581420546,1.7179322581420546,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,minimum_stiffness_n_m,1,1,0,0.0010686631929746585,0.0010686631929746585,0.0010686631929746585,0.0010686631929746585,0.0010686631929746585,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.1,common_nominal_loss_std_n_m,1,1,0,0.00456403408170517,0.00456403408170517,0.00456403408170517,0.00456403408170517,0.00456403408170517,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,solve_wall_s,1,1,0,349.06252569999197,349.06252569999197,349.06252569999197,349.06252569999197,349.06252569999197,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,iterations,1,1,0,17990.0,17990.0,17990.0,17990.0,17990.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,evaluations,1,1,0,20135.0,20135.0,20135.0,20135.0,20135.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,terminal_gradient_l2,1,1,0,115.92882208875527,115.92882208875527,115.92882208875527,115.92882208875527,115.92882208875527,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,terminal_gradient_inf,1,1,0,40.768121120712514,40.768121120712514,40.768121120712514,40.768121120712514,40.768121120712514,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,relative_gradient_l2,1,1,0,0.6987950871683523,0.6987950871683523,0.6987950871683523,0.6987950871683523,0.6987950871683523,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,objective_n_m,1,1,0,-33.089637834780014,-33.089637834780014,-33.089637834780014,-33.089637834780014,-33.089637834780014,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,surrogate_residual_n,1,1,0,6.09517578879772e-06,6.09517578879772e-06,6.09517578879772e-06,6.09517578879772e-06,6.09517578879772e-06,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,command_cosine_to_fixed_GFE,1,1,0,0.8092633904395741,0.8092633904395741,0.8092633904395741,0.8092633904395741,0.8092633904395741,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,field_cosine_to_fixed_GFE,1,1,0,0.8479140587658746,0.8479140587658746,0.8479140587658746,0.8479140587658746,0.8479140587658746,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,worst_displacement_a,1,1,0,2.45824086037029,2.45824086037029,2.45824086037029,2.45824086037029,2.45824086037029,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,minimum_stiffness_n_m,1,1,0,0.0009062384599741372,0.0009062384599741372,0.0009062384599741372,0.0009062384599741372,0.0009062384599741372,,
Triple,Conventional,BFGS,lambda_pressure_factor,0.3,common_nominal_loss_std_n_m,1,1,0,0.0014293841077620522,0.0014293841077620522,0.0014293841077620522,0.0014293841077620522,0.0014293841077620522,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,solve_wall_s,1,1,0,217.80384149999009,217.80384149999009,217.80384149999009,217.80384149999009,217.80384149999009,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,iterations,1,1,0,10577.0,10577.0,10577.0,10577.0,10577.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,evaluations,1,1,0,12844.0,12844.0,12844.0,12844.0,12844.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,terminal_gradient_l2,1,1,0,410.53293070196844,410.53293070196844,410.53293070196844,410.53293070196844,410.53293070196844,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,terminal_gradient_inf,1,1,0,151.2107251394196,151.2107251394196,151.2107251394196,151.2107251394196,151.2107251394196,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,relative_gradient_l2,1,1,0,0.7428054791366168,0.7428054791366168,0.7428054791366168,0.7428054791366168,0.7428054791366168,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,objective_n_m,1,1,0,-30.384150112117656,-30.384150112117656,-30.384150112117656,-30.384150112117656,-30.384150112117656,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,surrogate_residual_n,1,1,0,6.032697570315523e-06,6.032697570315523e-06,6.032697570315523e-06,6.032697570315523e-06,6.032697570315523e-06,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,command_cosine_to_fixed_GFE,1,1,0,0.7118522691518155,0.7118522691518155,0.7118522691518155,0.7118522691518155,0.7118522691518155,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,field_cosine_to_fixed_GFE,1,1,0,0.7478652774351219,0.7478652774351219,0.7478652774351219,0.7478652774351219,0.7478652774351219,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,worst_displacement_a,1,1,0,1.95608078424785,1.95608078424785,1.95608078424785,1.95608078424785,1.95608078424785,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,minimum_stiffness_n_m,1,1,0,0.0008891984202522951,0.0008891984202522951,0.0008891984202522951,0.0008891984202522951,0.0008891984202522951,,
Triple,Conventional,BFGS,lambda_pressure_factor,1.0,common_nominal_loss_std_n_m,1,1,0,0.0024433362409664898,0.0024433362409664898,0.0024433362409664898,0.0024433362409664898,0.0024433362409664898,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,solve_wall_s,1,1,0,72.8775134000025,72.8775134000025,72.8775134000025,72.8775134000025,72.8775134000025,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,iterations,1,1,0,3641.0,3641.0,3641.0,3641.0,3641.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,evaluations,1,1,0,4723.0,4723.0,4723.0,4723.0,4723.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,terminal_gradient_l2,1,1,0,1349.1502802092566,1349.1502802092566,1349.1502802092566,1349.1502802092566,1349.1502802092566,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,terminal_gradient_inf,1,1,0,589.9264165334494,589.9264165334494,589.9264165334494,589.9264165334494,589.9264165334494,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,relative_gradient_l2,1,1,0,0.8138336230009663,0.8138336230009663,0.8138336230009663,0.8138336230009663,0.8138336230009663,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,objective_n_m,1,1,0,-26.732246040669175,-26.732246040669175,-26.732246040669175,-26.732246040669175,-26.732246040669175,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,surrogate_residual_n,1,1,0,3.342228804262134e-06,3.342228804262134e-06,3.342228804262134e-06,3.342228804262134e-06,3.342228804262134e-06,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,command_cosine_to_fixed_GFE,1,1,0,0.6298450291964687,0.6298450291964687,0.6298450291964687,0.6298450291964687,0.6298450291964687,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,field_cosine_to_fixed_GFE,1,1,0,0.6942342659115656,0.6942342659115656,0.6942342659115656,0.6942342659115656,0.6942342659115656,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,worst_displacement_a,1,1,0,3.846871718867796,3.846871718867796,3.846871718867796,3.846871718867796,3.846871718867796,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,minimum_stiffness_n_m,1,1,0,0.0008345150536238927,0.0008345150536238927,0.0008345150536238927,0.0008345150536238927,0.0008345150536238927,,
Triple,Conventional,BFGS,lambda_pressure_factor,3.0,common_nominal_loss_std_n_m,1,1,0,0.003350695366590613,0.003350695366590613,0.003350695366590613,0.003350695366590613,0.003350695366590613,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,solve_wall_s,1,1,0,74.51832460000878,74.51832460000878,74.51832460000878,74.51832460000878,74.51832460000878,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,iterations,1,1,0,3592.0,3592.0,3592.0,3592.0,3592.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,evaluations,1,1,0,4896.0,4896.0,4896.0,4896.0,4896.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,terminal_gradient_l2,1,1,0,4244.439435035508,4244.439435035508,4244.439435035508,4244.439435035508,4244.439435035508,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,terminal_gradient_inf,1,1,0,1642.6995285593011,1642.6995285593011,1642.6995285593011,1642.6995285593011,1642.6995285593011,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,relative_gradient_l2,1,1,0,0.768141228910568,0.768141228910568,0.768141228910568,0.768141228910568,0.768141228910568,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,objective_n_m,1,1,0,-18.892788743525315,-18.892788743525315,-18.892788743525315,-18.892788743525315,-18.892788743525315,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,surrogate_residual_n,1,1,0,1.8337051745198881e-06,1.8337051745198881e-06,1.8337051745198881e-06,1.8337051745198881e-06,1.8337051745198881e-06,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,command_cosine_to_fixed_GFE,1,1,0,0.5325563569259224,0.5325563569259224,0.5325563569259224,0.5325563569259224,0.5325563569259224,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,field_cosine_to_fixed_GFE,1,1,0,0.6771059496156423,0.6771059496156423,0.6771059496156423,0.6771059496156423,0.6771059496156423,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,worst_displacement_a,1,1,0,3.2269142366970804,3.2269142366970804,3.2269142366970804,3.2269142366970804,3.2269142366970804,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,minimum_stiffness_n_m,1,1,0,0.0005837386582023443,0.0005837386582023443,0.0005837386582023443,0.0005837386582023443,0.0005837386582023443,,
Triple,Conventional,BFGS,lambda_pressure_factor,10.0,common_nominal_loss_std_n_m,1,1,0,0.0024117605251013953,0.0024117605251013953,0.0024117605251013953,0.0024117605251013953,0.0024117605251013953,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,solve_wall_s,1,1,0,52.60688300000038,52.60688300000038,52.60688300000038,52.60688300000038,52.60688300000038,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,iterations,1,1,0,2572.0,2572.0,2572.0,2572.0,2572.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,evaluations,1,1,0,3661.0,3661.0,3661.0,3661.0,3661.0,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,terminal_gradient_l2,1,1,0,12270.008672678541,12270.008672678541,12270.008672678541,12270.008672678541,12270.008672678541,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,terminal_gradient_inf,1,1,0,4194.162415452962,4194.162415452962,4194.162415452962,4194.162415452962,4194.162415452962,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,relative_gradient_l2,1,1,0,0.7402036904717056,0.7402036904717056,0.7402036904717056,0.7402036904717056,0.7402036904717056,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,objective_n_m,1,1,0,-17.246483670939437,-17.246483670939437,-17.246483670939437,-17.246483670939437,-17.246483670939437,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,surrogate_residual_n,1,1,0,2.2352015029209077e-06,2.2352015029209077e-06,2.2352015029209077e-06,2.2352015029209077e-06,2.2352015029209077e-06,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,command_cosine_to_fixed_GFE,1,1,0,0.5470060188635003,0.5470060188635003,0.5470060188635003,0.5470060188635003,0.5470060188635003,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,field_cosine_to_fixed_GFE,1,1,0,0.7297339921797665,0.7297339921797665,0.7297339921797665,0.7297339921797665,0.7297339921797665,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,worst_displacement_a,1,0,1,,,,,,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,minimum_stiffness_n_m,1,0,1,,,,,,,
Triple,Conventional,BFGS,lambda_pressure_factor,30.0,common_nominal_loss_std_n_m,1,1,0,0.005120545194941678,0.005120545194941678,0.005120545194941678,0.005120545194941678,0.005120545194941678,,
Triple,FE,BFGS,alpha_factor,0.01,solve_wall_s,1,1,0,6.937551099996199,6.937551099996199,6.937551099996199,6.937551099996199,6.937551099996199,,
Triple,FE,BFGS,alpha_factor,0.01,iterations,1,1,0,1716.0,1716.0,1716.0,1716.0,1716.0,,
Triple,FE,BFGS,alpha_factor,0.01,evaluations,1,1,0,1813.0,1813.0,1813.0,1813.0,1813.0,,
Triple,FE,BFGS,alpha_factor,0.01,terminal_gradient_l2,1,1,0,3.2981997725674394e-08,3.2981997725674394e-08,3.2981997725674394e-08,3.2981997725674394e-08,3.2981997725674394e-08,,
Triple,FE,BFGS,alpha_factor,0.01,terminal_gradient_inf,1,1,0,9.771031702011532e-09,9.771031702011532e-09,9.771031702011532e-09,9.771031702011532e-09,9.771031702011532e-09,,
Triple,FE,BFGS,alpha_factor,0.01,relative_gradient_l2,1,1,0,1.1172085896159702e-06,1.1172085896159702e-06,1.1172085896159702e-06,1.1172085896159702e-06,1.1172085896159702e-06,,
Triple,FE,BFGS,alpha_factor,0.01,objective_n_m,1,1,0,-0.05312518323764087,-0.05312518323764087,-0.05312518323764087,-0.05312518323764087,-0.05312518323764087,,
Triple,FE,BFGS,alpha_factor,0.01,surrogate_residual_n,1,1,0,6.434577517315057e-06,6.434577517315057e-06,6.434577517315057e-06,6.434577517315057e-06,6.434577517315057e-06,,
Triple,FE,BFGS,alpha_factor,0.01,command_cosine_to_fixed_GFE,1,1,0,0.8947767619049094,0.8947767619049094,0.8947767619049094,0.8947767619049094,0.8947767619049094,,
Triple,FE,BFGS,alpha_factor,0.01,field_cosine_to_fixed_GFE,1,1,0,0.9358979598699142,0.9358979598699142,0.9358979598699142,0.9358979598699142,0.9358979598699142,,
Triple,FE,BFGS,alpha_factor,0.01,worst_displacement_a,1,1,0,1.7474969550565174,1.7474969550565174,1.7474969550565174,1.7474969550565174,1.7474969550565174,,
Triple,FE,BFGS,alpha_factor,0.01,minimum_stiffness_n_m,1,1,0,0.001329050491912313,0.001329050491912313,0.001329050491912313,0.001329050491912313,0.001329050491912313,,
Triple,FE,BFGS,alpha_factor,0.01,common_nominal_loss_std_n_m,1,1,0,0.00492460813061202,0.00492460813061202,0.00492460813061202,0.00492460813061202,0.00492460813061202,,
Triple,FE,BFGS,alpha_factor,0.03,solve_wall_s,1,1,0,6.3573696999956155,6.3573696999956155,6.3573696999956155,6.3573696999956155,6.3573696999956155,,
Triple,FE,BFGS,alpha_factor,0.03,iterations,1,1,0,1686.0,1686.0,1686.0,1686.0,1686.0,,
Triple,FE,BFGS,alpha_factor,0.03,evaluations,1,1,0,1775.0,1775.0,1775.0,1775.0,1775.0,,
Triple,FE,BFGS,alpha_factor,0.03,terminal_gradient_l2,1,1,0,3.209171062563173e-08,3.209171062563173e-08,3.209171062563173e-08,3.209171062563173e-08,3.209171062563173e-08,,
Triple,FE,BFGS,alpha_factor,0.03,terminal_gradient_inf,1,1,0,8.96399866370735e-09,8.96399866370735e-09,8.96399866370735e-09,8.96399866370735e-09,8.96399866370735e-09,,
Triple,FE,BFGS,alpha_factor,0.03,relative_gradient_l2,1,1,0,1.0863268819675766e-06,1.0863268819675766e-06,1.0863268819675766e-06,1.0863268819675766e-06,1.0863268819675766e-06,,
Triple,FE,BFGS,alpha_factor,0.03,objective_n_m,1,1,0,-0.05282562983835755,-0.05282562983835755,-0.05282562983835755,-0.05282562983835755,-0.05282562983835755,,
Triple,FE,BFGS,alpha_factor,0.03,surrogate_residual_n,1,1,0,6.103630373881254e-06,6.103630373881254e-06,6.103630373881254e-06,6.103630373881254e-06,6.103630373881254e-06,,
Triple,FE,BFGS,alpha_factor,0.03,command_cosine_to_fixed_GFE,1,1,0,0.8968882266570869,0.8968882266570869,0.8968882266570869,0.8968882266570869,0.8968882266570869,,
Triple,FE,BFGS,alpha_factor,0.03,field_cosine_to_fixed_GFE,1,1,0,0.9372912749880913,0.9372912749880913,0.9372912749880913,0.9372912749880913,0.9372912749880913,,
Triple,FE,BFGS,alpha_factor,0.03,worst_displacement_a,1,1,0,1.7119381590709661,1.7119381590709661,1.7119381590709661,1.7119381590709661,1.7119381590709661,,
Triple,FE,BFGS,alpha_factor,0.03,minimum_stiffness_n_m,1,1,0,0.0013531761960732522,0.0013531761960732522,0.0013531761960732522,0.0013531761960732522,0.0013531761960732522,,
Triple,FE,BFGS,alpha_factor,0.03,common_nominal_loss_std_n_m,1,1,0,0.005179777001520695,0.005179777001520695,0.005179777001520695,0.005179777001520695,0.005179777001520695,,
Triple,FE,BFGS,alpha_factor,0.1,solve_wall_s,1,1,0,9.103882900002645,9.103882900002645,9.103882900002645,9.103882900002645,9.103882900002645,,
Triple,FE,BFGS,alpha_factor,0.1,iterations,1,1,0,2162.0,2162.0,2162.0,2162.0,2162.0,,
Triple,FE,BFGS,alpha_factor,0.1,evaluations,1,1,0,2267.0,2267.0,2267.0,2267.0,2267.0,,
Triple,FE,BFGS,alpha_factor,0.1,terminal_gradient_l2,1,1,0,2.6780466634025213e-08,2.6780466634025213e-08,2.6780466634025213e-08,2.6780466634025213e-08,2.6780466634025213e-08,,
Triple,FE,BFGS,alpha_factor,0.1,terminal_gradient_inf,1,1,0,9.077561576410016e-09,9.077561576410016e-09,9.077561576410016e-09,9.077561576410016e-09,9.077561576410016e-09,,
Triple,FE,BFGS,alpha_factor,0.1,relative_gradient_l2,1,1,0,9.04416878172305e-07,9.04416878172305e-07,9.04416878172305e-07,9.04416878172305e-07,9.04416878172305e-07,,
Triple,FE,BFGS,alpha_factor,0.1,objective_n_m,1,1,0,-0.05196662276496404,-0.05196662276496404,-0.05196662276496404,-0.05196662276496404,-0.05196662276496404,,
Triple,FE,BFGS,alpha_factor,0.1,surrogate_residual_n,1,1,0,5.056479129803886e-06,5.056479129803886e-06,5.056479129803886e-06,5.056479129803886e-06,5.056479129803886e-06,,
Triple,FE,BFGS,alpha_factor,0.1,command_cosine_to_fixed_GFE,1,1,0,0.9019891476058646,0.9019891476058646,0.9019891476058646,0.9019891476058646,0.9019891476058646,,
Triple,FE,BFGS,alpha_factor,0.1,field_cosine_to_fixed_GFE,1,1,0,0.9408290897111502,0.9408290897111502,0.9408290897111502,0.9408290897111502,0.9408290897111502,,
Triple,FE,BFGS,alpha_factor,0.1,worst_displacement_a,1,1,0,1.6004008382855934,1.6004008382855934,1.6004008382855934,1.6004008382855934,1.6004008382855934,,
Triple,FE,BFGS,alpha_factor,0.1,minimum_stiffness_n_m,1,1,0,0.0013304780747401537,0.0013304780747401537,0.0013304780747401537,0.0013304780747401537,0.0013304780747401537,,
Triple,FE,BFGS,alpha_factor,0.1,common_nominal_loss_std_n_m,1,1,0,0.004881978716469539,0.004881978716469539,0.004881978716469539,0.004881978716469539,0.004881978716469539,,
Triple,FE,BFGS,alpha_factor,0.3,solve_wall_s,1,1,0,17.736246300002676,17.736246300002676,17.736246300002676,17.736246300002676,17.736246300002676,,
Triple,FE,BFGS,alpha_factor,0.3,iterations,1,1,0,2367.0,2367.0,2367.0,2367.0,2367.0,,
Triple,FE,BFGS,alpha_factor,0.3,evaluations,1,1,0,2485.0,2485.0,2485.0,2485.0,2485.0,,
Triple,FE,BFGS,alpha_factor,0.3,terminal_gradient_l2,1,1,0,2.988692234876763e-08,2.988692234876763e-08,2.988692234876763e-08,2.988692234876763e-08,2.988692234876763e-08,,
Triple,FE,BFGS,alpha_factor,0.3,terminal_gradient_inf,1,1,0,8.947005698225536e-09,8.947005698225536e-09,8.947005698225536e-09,8.947005698225536e-09,8.947005698225536e-09,,
Triple,FE,BFGS,alpha_factor,0.3,relative_gradient_l2,1,1,0,1.002530179561496e-06,1.002530179561496e-06,1.002530179561496e-06,1.002530179561496e-06,1.002530179561496e-06,,
Triple,FE,BFGS,alpha_factor,0.3,objective_n_m,1,1,0,-0.05058657642263152,-0.05058657642263152,-0.05058657642263152,-0.05058657642263152,-0.05058657642263152,,
Triple,FE,BFGS,alpha_factor,0.3,surrogate_residual_n,1,1,0,1.3522624633238472e-06,1.3522624633238472e-06,1.3522624633238472e-06,1.3522624633238472e-06,1.3522624633238472e-06,,
Triple,FE,BFGS,alpha_factor,0.3,command_cosine_to_fixed_GFE,1,1,0,0.9874571858535556,0.9874571858535556,0.9874571858535556,0.9874571858535556,0.9874571858535556,,
Triple,FE,BFGS,alpha_factor,0.3,field_cosine_to_fixed_GFE,1,1,0,0.9916349719382975,0.9916349719382975,0.9916349719382975,0.9916349719382975,0.9916349719382975,,
