task,method,optimizer,parameter,parameter_value,metric,n_pairs,n_valid,n_missing,median,q25,q75,minimum,maximum,ci95_lo,ci95_hi
Triple,GFE,BFGS,beta_factor,3.0,common_nominal_loss_std_n_m,1,1,0,1.4480283682931282e-05,1.4480283682931282e-05,1.4480283682931282e-05,1.4480283682931282e-05,1.4480283682931282e-05,,
Triple,GFE,BFGS,beta_factor,10.0,solve_wall_s,1,1,0,22.761405699988245,22.761405699988245,22.761405699988245,22.761405699988245,22.761405699988245,,
Triple,GFE,BFGS,beta_factor,10.0,iterations,1,1,0,6394.0,6394.0,6394.0,6394.0,6394.0,,
Triple,GFE,BFGS,beta_factor,10.0,evaluations,1,1,0,6610.0,6610.0,6610.0,6610.0,6610.0,,
Triple,GFE,BFGS,beta_factor,10.0,terminal_gradient_l2,1,1,0,1.4343813054007195e-07,1.4343813054007195e-07,1.4343813054007195e-07,1.4343813054007195e-07,1.4343813054007195e-07,,
Triple,GFE,BFGS,beta_factor,10.0,terminal_gradient_inf,1,1,0,5.581240329204738e-08,5.581240329204738e-08,5.581240329204738e-08,5.581240329204738e-08,5.581240329204738e-08,,
Triple,GFE,BFGS,beta_factor,10.0,relative_gradient_l2,1,1,0,5.147987143133693e-07,5.147987143133693e-07,5.147987143133693e-07,5.147987143133693e-07,5.147987143133693e-07,,
Triple,GFE,BFGS,beta_factor,10.0,objective_n_m,1,1,0,-0.048866001942558926,-0.048866001942558926,-0.048866001942558926,-0.048866001942558926,-0.048866001942558926,,
Triple,GFE,BFGS,beta_factor,10.0,surrogate_residual_n,1,1,0,1.3160788303402508e-08,1.3160788303402508e-08,1.3160788303402508e-08,1.3160788303402508e-08,1.3160788303402508e-08,,
Triple,GFE,BFGS,beta_factor,10.0,command_cosine_to_fixed_GFE,1,1,0,0.9999901043489315,0.9999901043489315,0.9999901043489315,0.9999901043489315,0.9999901043489315,,
Triple,GFE,BFGS,beta_factor,10.0,field_cosine_to_fixed_GFE,1,1,0,0.9999979912565445,0.9999979912565445,0.9999979912565445,0.9999979912565445,0.9999979912565445,,
Triple,GFE,BFGS,beta_factor,10.0,worst_displacement_a,1,1,0,0.4584276147415411,0.4584276147415411,0.4584276147415411,0.4584276147415411,0.4584276147415411,,
Triple,GFE,BFGS,beta_factor,10.0,minimum_stiffness_n_m,1,1,0,0.0013096332514988072,0.0013096332514988072,0.0013096332514988072,0.0013096332514988072,0.0013096332514988072,,
Triple,GFE,BFGS,beta_factor,10.0,common_nominal_loss_std_n_m,1,1,0,5.237198777947493e-05,5.237198777947493e-05,5.237198777947493e-05,5.237198777947493e-05,5.237198777947493e-05,,
Triple,GFE,BFGS,beta_factor,30.0,solve_wall_s,1,1,0,45.95058750000317,45.95058750000317,45.95058750000317,45.95058750000317,45.95058750000317,,
Triple,GFE,BFGS,beta_factor,30.0,iterations,1,1,0,12355.0,12355.0,12355.0,12355.0,12355.0,,
Triple,GFE,BFGS,beta_factor,30.0,evaluations,1,1,0,12720.0,12720.0,12720.0,12720.0,12720.0,,
Triple,GFE,BFGS,beta_factor,30.0,terminal_gradient_l2,1,1,0,5.305842104299092e-07,5.305842104299092e-07,5.305842104299092e-07,5.305842104299092e-07,5.305842104299092e-07,,
Triple,GFE,BFGS,beta_factor,30.0,terminal_gradient_inf,1,1,0,1.8757181204290258e-07,1.8757181204290258e-07,1.8757181204290258e-07,1.8757181204290258e-07,1.8757181204290258e-07,,
Triple,GFE,BFGS,beta_factor,30.0,relative_gradient_l2,1,1,0,6.383566897361787e-07,6.383566897361787e-07,6.383566897361787e-07,6.383566897361787e-07,6.383566897361787e-07,,
Triple,GFE,BFGS,beta_factor,30.0,objective_n_m,1,1,0,-0.04712748329525196,-0.04712748329525196,-0.04712748329525196,-0.04712748329525196,-0.04712748329525196,,
Triple,GFE,BFGS,beta_factor,30.0,surrogate_residual_n,1,1,0,1.2764561711896356e-08,1.2764561711896356e-08,1.2764561711896356e-08,1.2764561711896356e-08,1.2764561711896356e-08,,
Triple,GFE,BFGS,beta_factor,30.0,command_cosine_to_fixed_GFE,1,1,0,0.9998906298538074,0.9998906298538074,0.9998906298538074,0.9998906298538074,0.9998906298538074,,
Triple,GFE,BFGS,beta_factor,30.0,field_cosine_to_fixed_GFE,1,1,0,0.9999778417174514,0.9999778417174514,0.9999778417174514,0.9999778417174514,0.9999778417174514,,
Triple,GFE,BFGS,beta_factor,30.0,worst_displacement_a,1,1,0,0.45934551886353,0.45934551886353,0.45934551886353,0.45934551886353,0.45934551886353,,
Triple,GFE,BFGS,beta_factor,30.0,minimum_stiffness_n_m,1,1,0,0.0013040124473115745,0.0013040124473115745,0.0013040124473115745,0.0013040124473115745,0.0013040124473115745,,
Triple,GFE,BFGS,beta_factor,30.0,common_nominal_loss_std_n_m,1,1,0,0.00016036209109456271,0.00016036209109456271,0.00016036209109456271,0.00016036209109456271,0.00016036209109456271,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,solve_wall_s,1,1,0,72.43476869999722,72.43476869999722,72.43476869999722,72.43476869999722,72.43476869999722,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,iterations,1,1,0,20873.0,20873.0,20873.0,20873.0,20873.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,evaluations,1,1,0,21691.0,21691.0,21691.0,21691.0,21691.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,terminal_gradient_l2,1,1,0,0.003458057183930107,0.003458057183930107,0.003458057183930107,0.003458057183930107,0.003458057183930107,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,terminal_gradient_inf,1,1,0,0.0009746636509209963,0.0009746636509209963,0.0009746636509209963,0.0009746636509209963,0.0009746636509209963,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,relative_gradient_l2,1,1,0,0.11517209846137472,0.11517209846137472,0.11517209846137472,0.11517209846137472,0.11517209846137472,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,objective_n_m,1,1,0,-0.04963886758294499,-0.04963886758294499,-0.04963886758294499,-0.04963886758294499,-0.04963886758294499,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,surrogate_residual_n,1,1,0,1.9503215193099762e-14,1.9503215193099762e-14,1.9503215193099762e-14,1.9503215193099762e-14,1.9503215193099762e-14,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,command_cosine_to_fixed_GFE,1,1,0,0.999522910914541,0.999522910914541,0.999522910914541,0.999522910914541,0.999522910914541,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,field_cosine_to_fixed_GFE,1,1,0,0.9999406189769673,0.9999406189769673,0.9999406189769673,0.9999406189769673,0.9999406189769673,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,worst_displacement_a,1,1,0,0.4640959407786048,0.4640959407786048,0.4640959407786048,0.4640959407786048,0.4640959407786048,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,minimum_stiffness_n_m,1,1,0,0.0013198706211241093,0.0013198706211241093,0.0013198706211241093,0.0013198706211241093,0.0013198706211241093,,
Triple,GFE,BFGS,epsilon_force_factor,0.0,common_nominal_loss_std_n_m,1,1,0,3.498060503525399e-06,3.498060503525399e-06,3.498060503525399e-06,3.498060503525399e-06,3.498060503525399e-06,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,solve_wall_s,1,1,0,16.620504999998957,16.620504999998957,16.620504999998957,16.620504999998957,16.620504999998957,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,iterations,1,1,0,4019.0,4019.0,4019.0,4019.0,4019.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,evaluations,1,1,0,4244.0,4244.0,4244.0,4244.0,4244.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,terminal_gradient_l2,1,1,0,7.721427912125282e-08,7.721427912125282e-08,7.721427912125282e-08,7.721427912125282e-08,7.721427912125282e-08,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,terminal_gradient_inf,1,1,0,1.5991389895814775e-08,1.5991389895814775e-08,1.5991389895814775e-08,1.5991389895814775e-08,1.5991389895814775e-08,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,relative_gradient_l2,1,1,0,2.5716551477787866e-06,2.5716551477787866e-06,2.5716551477787866e-06,2.5716551477787866e-06,2.5716551477787866e-06,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,objective_n_m,1,1,0,-0.04964117268549938,-0.04964117268549938,-0.04964117268549938,-0.04964117268549938,-0.04964117268549938,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,surrogate_residual_n,1,1,0,1.3513893364170292e-10,1.3513893364170292e-10,1.3513893364170292e-10,1.3513893364170292e-10,1.3513893364170292e-10,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,command_cosine_to_fixed_GFE,1,1,0,0.9999987823935165,0.9999987823935165,0.9999987823935165,0.9999987823935165,0.9999987823935165,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,field_cosine_to_fixed_GFE,1,1,0,0.999999317424164,0.999999317424164,0.999999317424164,0.999999317424164,0.999999317424164,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,worst_displacement_a,1,1,0,0.46361648656697346,0.46361648656697346,0.46361648656697346,0.46361648656697346,0.46361648656697346,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,minimum_stiffness_n_m,1,1,0,0.0013186093763684673,0.0013186093763684673,0.0013186093763684673,0.0013186093763684673,0.0013186093763684673,,
Triple,GFE,BFGS,epsilon_force_factor,0.01,common_nominal_loss_std_n_m,1,1,0,3.577542763624559e-06,3.577542763624559e-06,3.577542763624559e-06,3.577542763624559e-06,3.577542763624559e-06,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,solve_wall_s,1,1,0,14.2648993999901,14.2648993999901,14.2648993999901,14.2648993999901,14.2648993999901,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,iterations,1,1,0,3482.0,3482.0,3482.0,3482.0,3482.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,evaluations,1,1,0,3625.0,3625.0,3625.0,3625.0,3625.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,terminal_gradient_l2,1,1,0,4.931383659236586e-08,4.931383659236586e-08,4.931383659236586e-08,4.931383659236586e-08,4.931383659236586e-08,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,terminal_gradient_inf,1,1,0,9.619500792267915e-09,9.619500792267915e-09,9.619500792267915e-09,9.619500792267915e-09,9.619500792267915e-09,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,relative_gradient_l2,1,1,0,1.642418776201869e-06,1.642418776201869e-06,1.642418776201869e-06,1.642418776201869e-06,1.642418776201869e-06,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,objective_n_m,1,1,0,-0.04964133047132717,-0.04964133047132717,-0.04964133047132717,-0.04964133047132717,-0.04964133047132717,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,surrogate_residual_n,1,1,0,4.053106098823289e-10,4.053106098823289e-10,4.053106098823289e-10,4.053106098823289e-10,4.053106098823289e-10,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,command_cosine_to_fixed_GFE,1,1,0,0.9999988277582846,0.9999988277582846,0.9999988277582846,0.9999988277582846,0.9999988277582846,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,field_cosine_to_fixed_GFE,1,1,0,0.9999993437814186,0.9999993437814186,0.9999993437814186,0.9999993437814186,0.9999993437814186,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,worst_displacement_a,1,1,0,0.46350972067427054,0.46350972067427054,0.46350972067427054,0.46350972067427054,0.46350972067427054,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,minimum_stiffness_n_m,1,1,0,0.0013181924175426532,0.0013181924175426532,0.0013181924175426532,0.0013181924175426532,0.0013181924175426532,,
Triple,GFE,BFGS,epsilon_force_factor,0.03,common_nominal_loss_std_n_m,1,1,0,3.5270471847011433e-06,3.5270471847011433e-06,3.5270471847011433e-06,3.5270471847011433e-06,3.5270471847011433e-06,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,solve_wall_s,1,1,0,12.392449299994041,12.392449299994041,12.392449299994041,12.392449299994041,12.392449299994041,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,iterations,1,1,0,3397.0,3397.0,3397.0,3397.0,3397.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,evaluations,1,1,0,3526.0,3526.0,3526.0,3526.0,3526.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,terminal_gradient_l2,1,1,0,4.200665668556586e-08,4.200665668556586e-08,4.200665668556586e-08,4.200665668556586e-08,4.200665668556586e-08,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,terminal_gradient_inf,1,1,0,9.322856790883944e-09,9.322856790883944e-09,9.322856790883944e-09,9.322856790883944e-09,9.322856790883944e-09,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,relative_gradient_l2,1,1,0,1.3990499825447486e-06,1.3990499825447486e-06,1.3990499825447486e-06,1.3990499825447486e-06,1.3990499825447486e-06,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,objective_n_m,1,1,0,-0.049641882384681334,-0.049641882384681334,-0.049641882384681334,-0.049641882384681334,-0.049641882384681334,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,surrogate_residual_n,1,1,0,1.3498435996244973e-09,1.3498435996244973e-09,1.3498435996244973e-09,1.3498435996244973e-09,1.3498435996244973e-09,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,command_cosine_to_fixed_GFE,1,1,0,0.9999989985176196,0.9999989985176196,0.9999989985176196,0.9999989985176196,0.9999989985176196,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,field_cosine_to_fixed_GFE,1,1,0,0.9999994386485518,0.9999994386485518,0.9999994386485518,0.9999994386485518,0.9999994386485518,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,worst_displacement_a,1,1,0,0.4631097423127537,0.4631097423127537,0.4631097423127537,0.4631097423127537,0.4631097423127537,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,minimum_stiffness_n_m,1,1,0,0.0013171293033783027,0.0013171293033783027,0.0013171293033783027,0.0013171293033783027,0.0013171293033783027,,
Triple,GFE,BFGS,epsilon_force_factor,0.1,common_nominal_loss_std_n_m,1,1,0,3.3846037315130176e-06,3.3846037315130176e-06,3.3846037315130176e-06,3.3846037315130176e-06,3.3846037315130176e-06,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,solve_wall_s,1,1,0,9.611760700005107,9.611760700005107,9.611760700005107,9.611760700005107,9.611760700005107,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,iterations,1,1,0,2570.0,2570.0,2570.0,2570.0,2570.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,evaluations,1,1,0,2692.0,2692.0,2692.0,2692.0,2692.0,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,terminal_gradient_l2,1,1,0,4.7190180027352916e-08,4.7190180027352916e-08,4.7190180027352916e-08,4.7190180027352916e-08,4.7190180027352916e-08,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,terminal_gradient_inf,1,1,0,9.74661688667557e-09,9.74661688667557e-09,9.74661688667557e-09,9.74661688667557e-09,9.74661688667557e-09,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,relative_gradient_l2,1,1,0,1.571689595087868e-06,1.571689595087868e-06,1.571689595087868e-06,1.571689595087868e-06,1.571689595087868e-06,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,objective_n_m,1,1,0,-0.04964345640417528,-0.04964345640417528,-0.04964345640417528,-0.04964345640417528,-0.04964345640417528,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,surrogate_residual_n,1,1,0,4.039070007458481e-09,4.039070007458481e-09,4.039070007458481e-09,4.039070007458481e-09,4.039070007458481e-09,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,command_cosine_to_fixed_GFE,1,1,0,0.9999993979676731,0.9999993979676731,0.9999993979676731,0.9999993979676731,0.9999993979676731,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,field_cosine_to_fixed_GFE,1,1,0,0.9999996617787009,0.9999996617787009,0.9999996617787009,0.9999996617787009,0.9999996617787009,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,worst_displacement_a,1,1,0,0.4619948820500683,0.4619948820500683,0.4619948820500683,0.4619948820500683,0.4619948820500683,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,minimum_stiffness_n_m,1,1,0,0.0013208602614830248,0.0013208602614830248,0.0013208602614830248,0.0013208602614830248,0.0013208602614830248,,
Triple,GFE,BFGS,epsilon_force_factor,0.3,common_nominal_loss_std_n_m,1,1,0,3.1830669749899608e-06,3.1830669749899608e-06,3.1830669749899608e-06,3.1830669749899608e-06,3.1830669749899608e-06,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,solve_wall_s,1,1,0,9.424814900005003,9.424814900005003,9.424814900005003,9.424814900005003,9.424814900005003,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,iterations,1,1,0,2777.0,2777.0,2777.0,2777.0,2777.0,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,evaluations,1,1,0,2871.0,2871.0,2871.0,2871.0,2871.0,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,terminal_gradient_l2,1,1,0,3.307155120464556e-08,3.307155120464556e-08,3.307155120464556e-08,3.307155120464556e-08,3.307155120464556e-08,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,terminal_gradient_inf,1,1,0,9.894782154094378e-09,9.894782154094378e-09,9.894782154094378e-09,9.894782154094378e-09,9.894782154094378e-09,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,relative_gradient_l2,1,1,0,1.1014633748299583e-06,1.1014633748299583e-06,1.1014633748299583e-06,1.1014633748299583e-06,1.1014633748299583e-06,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,objective_n_m,1,1,0,-0.049648932268539954,-0.049648932268539954,-0.049648932268539954,-0.049648932268539954,-0.049648932268539954,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,surrogate_residual_n,1,1,0,1.3345442864029888e-08,1.3345442864029888e-08,1.3345442864029888e-08,1.3345442864029888e-08,1.3345442864029888e-08,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,command_cosine_to_fixed_GFE,1,1,0,1.0,1.0,1.0,1.0,1.0,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,field_cosine_to_fixed_GFE,1,1,0,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,worst_displacement_a,1,1,0,0.45796753839851656,0.45796753839851656,0.45796753839851656,0.45796753839851656,0.45796753839851656,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,minimum_stiffness_n_m,1,1,0,0.001312184169728167,0.001312184169728167,0.001312184169728167,0.001312184169728167,0.001312184169728167,,
Triple,GFE,BFGS,epsilon_force_factor,1.0,common_nominal_loss_std_n_m,1,1,0,3.618937673684308e-06,3.618937673684308e-06,3.618937673684308e-06,3.618937673684308e-06,3.618937673684308e-06,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,solve_wall_s,1,1,0,9.552144000001135,9.552144000001135,9.552144000001135,9.552144000001135,9.552144000001135,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,iterations,1,1,0,2752.0,2752.0,2752.0,2752.0,2752.0,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,evaluations,1,1,0,2868.0,2868.0,2868.0,2868.0,2868.0,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,terminal_gradient_l2,1,1,0,2.8423673168013315e-08,2.8423673168013315e-08,2.8423673168013315e-08,2.8423673168013315e-08,2.8423673168013315e-08,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,terminal_gradient_inf,1,1,0,9.453816705513906e-09,9.453816705513906e-09,9.453816705513906e-09,9.453816705513906e-09,9.453816705513906e-09,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,relative_gradient_l2,1,1,0,9.466703627826847e-07,9.466703627826847e-07,9.466703627826847e-07,9.466703627826847e-07,9.466703627826847e-07,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,objective_n_m,1,1,0,-0.04966430260688154,-0.04966430260688154,-0.04966430260688154,-0.04966430260688154,-0.04966430260688154,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,surrogate_residual_n,1,1,0,3.9088024785751715e-08,3.9088024785751715e-08,3.9088024785751715e-08,3.9088024785751715e-08,3.9088024785751715e-08,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,command_cosine_to_fixed_GFE,1,1,0,0.9999953551461248,0.9999953551461248,0.9999953551461248,0.9999953551461248,0.9999953551461248,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,field_cosine_to_fixed_GFE,1,1,0,0.9999974189883033,0.9999974189883033,0.9999974189883033,0.9999974189883033,0.9999974189883033,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,worst_displacement_a,1,1,0,0.4450319907870359,0.4450319907870359,0.4450319907870359,0.4450319907870359,0.4450319907870359,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,minimum_stiffness_n_m,1,1,0,0.0012812166186164902,0.0012812166186164902,0.0012812166186164902,0.0012812166186164902,0.0012812166186164902,,
Triple,GFE,BFGS,epsilon_force_factor,3.0,common_nominal_loss_std_n_m,1,1,0,1.032088320591706e-05,1.032088320591706e-05,1.032088320591706e-05,1.032088320591706e-05,1.032088320591706e-05,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,solve_wall_s,1,1,0,9.161581100008334,9.161581100008334,9.161581100008334,9.161581100008334,9.161581100008334,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,iterations,1,1,0,2228.0,2228.0,2228.0,2228.0,2228.0,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,evaluations,1,1,0,2325.0,2325.0,2325.0,2325.0,2325.0,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,terminal_gradient_l2,1,1,0,3.032654472970127e-08,3.032654472970127e-08,3.032654472970127e-08,3.032654472970127e-08,3.032654472970127e-08,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,terminal_gradient_inf,1,1,0,8.565137219096366e-09,8.565137219096366e-09,8.565137219096366e-09,8.565137219096366e-09,8.565137219096366e-09,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,relative_gradient_l2,1,1,0,1.0101278424722984e-06,1.0101278424722984e-06,1.0101278424722984e-06,1.0101278424722984e-06,1.0101278424722984e-06,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,objective_n_m,1,1,0,-0.04971520933494229,-0.04971520933494229,-0.04971520933494229,-0.04971520933494229,-0.04971520933494229,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,surrogate_residual_n,1,1,0,1.2108564843439386e-07,1.2108564843439386e-07,1.2108564843439386e-07,1.2108564843439386e-07,1.2108564843439386e-07,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,command_cosine_to_fixed_GFE,1,1,0,0.999920309603632,0.999920309603632,0.999920309603632,0.999920309603632,0.999920309603632,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,field_cosine_to_fixed_GFE,1,1,0,0.9999557745539829,0.9999557745539829,0.9999557745539829,0.9999557745539829,0.9999557745539829,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,worst_displacement_a,1,1,0,0.4088275480836314,0.4088275480836314,0.4088275480836314,0.4088275480836314,0.4088275480836314,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,minimum_stiffness_n_m,1,1,0,0.0012718004120296866,0.0012718004120296866,0.0012718004120296866,0.0012718004120296866,0.0012718004120296866,,
Triple,GFE,BFGS,epsilon_force_factor,10.0,common_nominal_loss_std_n_m,1,1,0,3.3351886681174426e-05,3.3351886681174426e-05,3.3351886681174426e-05,3.3351886681174426e-05,3.3351886681174426e-05,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,solve_wall_s,1,1,0,8.182348399976036,8.182348399976036,8.182348399976036,8.182348399976036,8.182348399976036,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,iterations,1,1,0,2298.0,2298.0,2298.0,2298.0,2298.0,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,evaluations,1,1,0,2385.0,2385.0,2385.0,2385.0,2385.0,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,terminal_gradient_l2,1,1,0,2.6797840229607e-08,2.6797840229607e-08,2.6797840229607e-08,2.6797840229607e-08,2.6797840229607e-08,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,terminal_gradient_inf,1,1,0,9.661557829662292e-09,9.661557829662292e-09,9.661557829662292e-09,9.661557829662292e-09,9.661557829662292e-09,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,relative_gradient_l2,1,1,0,8.931821366445016e-07,8.931821366445016e-07,8.931821366445016e-07,8.931821366445016e-07,8.931821366445016e-07,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,objective_n_m,1,1,0,-0.04984146037545993,-0.04984146037545993,-0.04984146037545993,-0.04984146037545993,-0.04984146037545993,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,surrogate_residual_n,1,1,0,3.106279706078437e-07,3.106279706078437e-07,3.106279706078437e-07,3.106279706078437e-07,3.106279706078437e-07,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,command_cosine_to_fixed_GFE,1,1,0,0.9994367945629361,0.9994367945629361,0.9994367945629361,0.9994367945629361,0.9994367945629361,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,field_cosine_to_fixed_GFE,1,1,0,0.9996834818005659,0.9996834818005659,0.9996834818005659,0.9996834818005659,0.9996834818005659,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,worst_displacement_a,1,1,0,0.3217330036464741,0.3217330036464741,0.3217330036464741,0.3217330036464741,0.3217330036464741,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,minimum_stiffness_n_m,1,1,0,0.0013199415138902366,0.0013199415138902366,0.0013199415138902366,0.0013199415138902366,0.0013199415138902366,,
Triple,GFE,BFGS,epsilon_force_factor,30.0,common_nominal_loss_std_n_m,1,1,0,9.017449260940378e-05,9.017449260940378e-05,9.017449260940378e-05,9.017449260940378e-05,9.017449260940378e-05,,
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,solve_wall_s,1,1,0,123.10185779999301,123.10185779999301,123.10185779999301,123.10185779999301,123.10185779999301,,
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,iterations,1,1,0,30000.0,30000.0,30000.0,30000.0,30000.0,,
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,evaluations,1,1,0,31544.0,31544.0,31544.0,31544.0,31544.0,,
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,terminal_gradient_l2,1,1,0,0.018953244141555407,0.018953244141555407,0.018953244141555407,0.018953244141555407,0.018953244141555407,,
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,terminal_gradient_inf,1,1,0,0.005978140160166149,0.005978140160166149,0.005978140160166149,0.005978140160166149,0.005978140160166149,,
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,relative_gradient_l2,1,1,0,0.6312468283143889,0.6312468283143889,0.6312468283143889,0.6312468283143889,0.6312468283143889,,
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,objective_n_m,1,1,0,-0.04958121284838162,-0.04958121284838162,-0.04958121284838162,-0.04958121284838162,-0.04958121284838162,,
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,surrogate_residual_n,1,1,0,1.772191844755317e-08,1.772191844755317e-08,1.772191844755317e-08,1.772191844755317e-08,1.772191844755317e-08,,
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,command_cosine_to_fixed_GFE,1,1,0,0.9937244877309878,0.9937244877309878,0.9937244877309878,0.9937244877309878,0.9937244877309878,,
