task,method,optimizer,parameter,parameter_value,metric,n_valid_pairs,median_paired_difference,ci95_lo,ci95_hi,bootstrap_seed,bootstrap_resamples,sampling_unit
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_surrogate_residual_n,1,1.0774020557036397e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_command_cosine_to_fixed_GFE,1,-7.969039636801512e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_field_cosine_to_fixed_GFE,1,-4.422544601712097e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_worst_displacement_a,1,-0.04913999031488514,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_minimum_stiffness_n_m,1,-4.03837576984803e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,10.0,delta_common_nominal_loss_std_n_m,1,2.9732949007490118e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_solve_wall_s,1,-1.2424665000289679,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_iterations,1,-479.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_evaluations,1,-486.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_terminal_gradient_l2,1,-6.273710975038562e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_terminal_gradient_inf,1,-2.332243244320862e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_relative_gradient_l2,1,-2.082812381854567e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_objective_n_m,1,-0.00019252810691997718,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_surrogate_residual_n,1,2.9728252774381386e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_command_cosine_to_fixed_GFE,1,-0.0005632054370638961,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_field_cosine_to_fixed_GFE,1,-0.00031651819943412374,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_worst_displacement_a,1,-0.13623453475204245,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_minimum_stiffness_n_m,1,7.757344162069666e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_force_factor,30.0,delta_common_nominal_loss_std_n_m,1,8.655555493571947e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_solve_wall_s,1,113.67704289998801,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_iterations,1,27223.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_evaluations,1,28673.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_terminal_gradient_l2,1,0.0189532110700042,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_terminal_gradient_inf,1,0.005978130265383995,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_relative_gradient_l2,1,0.6312457268510141,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_objective_n_m,1,6.771942015833254e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_surrogate_residual_n,1,4.376475583523282e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_command_cosine_to_fixed_GFE,1,-0.00627551226901224,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_field_cosine_to_fixed_GFE,1,-0.0030555792425122075,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_worst_displacement_a,1,0.0076478983842871995,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_minimum_stiffness_n_m,1,-4.116066888909184e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0,delta_common_nominal_loss_std_n_m,1,1.735300571195365e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_solve_wall_s,1,29.792051600001287,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_iterations,1,6867.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_evaluations,1,7097.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_terminal_gradient_l2,1,8.741974377762644e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_terminal_gradient_inf,1,4.510303919118668e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_relative_gradient_l2,1,2.91155662460853e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_objective_n_m,1,-8.593211790777072e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_surrogate_residual_n,1,2.1162984548060688e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_command_cosine_to_fixed_GFE,1,-1.0315156728779584e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_field_cosine_to_fixed_GFE,1,-2.186026515360595e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_worst_displacement_a,1,-4.74629513251279e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_minimum_stiffness_n_m,1,1.2184619047777602e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,1e-05,delta_common_nominal_loss_std_n_m,1,-1.886288525758843e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_solve_wall_s,1,18.258248199985246,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_iterations,1,4202.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_evaluations,1,4357.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_terminal_gradient_l2,1,3.025625130173341e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_terminal_gradient_inf,1,1.0704137314554825e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_relative_gradient_l2,1,1.007699265860898e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_objective_n_m,1,-8.41960939656633e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_surrogate_residual_n,1,2.0957009346335427e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_command_cosine_to_fixed_GFE,1,-9.308940829289014e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_field_cosine_to_fixed_GFE,1,-2.005099719593062e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_worst_displacement_a,1,-4.5683019472997355e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_minimum_stiffness_n_m,1,1.216085660411554e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,3e-05,delta_common_nominal_loss_std_n_m,1,-1.8465578017916435e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_solve_wall_s,1,7.392606499983231,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_iterations,1,1947.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_evaluations,1,2031.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_terminal_gradient_l2,1,5.347536183063315e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_terminal_gradient_inf,1,1.3232318261233283e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_relative_gradient_l2,1,1.7810227973698442e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_objective_n_m,1,-7.812001325799289e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_surrogate_residual_n,1,1.870198752610578e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_command_cosine_to_fixed_GFE,1,-7.724015094190406e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_field_cosine_to_fixed_GFE,1,-1.567842300431721e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_worst_displacement_a,1,-4.5165462905671916e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_minimum_stiffness_n_m,1,1.1042626524965758e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0001,delta_common_nominal_loss_std_n_m,1,-1.7066931977483565e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_solve_wall_s,1,4.6705068000010215,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_iterations,1,572.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_evaluations,1,600.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_terminal_gradient_l2,1,-1.7324409195870167e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_terminal_gradient_inf,1,7.000924328920324e-13,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_relative_gradient_l2,1,-5.7699406084140716e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_objective_n_m,1,-6.0759854473332875e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_surrogate_residual_n,1,1.479984110190932e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_command_cosine_to_fixed_GFE,1,-4.7936432712170074e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_field_cosine_to_fixed_GFE,1,-1.0241584469383724e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_worst_displacement_a,1,-3.4553010683724406e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_minimum_stiffness_n_m,1,8.439638075332864e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.0003,delta_common_nominal_loss_std_n_m,1,-1.311944398260032e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_solve_wall_s,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_iterations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_evaluations,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_terminal_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_terminal_gradient_inf,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_relative_gradient_l2,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_objective_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_surrogate_residual_n,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_command_cosine_to_fixed_GFE,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_field_cosine_to_fixed_GFE,1,-5.551115123125783e-16,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_worst_displacement_a,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_minimum_stiffness_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.001,delta_common_nominal_loss_std_n_m,1,0.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_solve_wall_s,1,-0.45964810000441503,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_iterations,1,-611.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_evaluations,1,-594.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_terminal_gradient_l2,1,8.27905841249667e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_terminal_gradient_inf,1,-5.23630509947497e-10,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_relative_gradient_l2,1,2.7573390196560444e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_objective_n_m,1,0.0001735934293025307,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_surrogate_residual_n,1,-4.171581922923613e-11,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_command_cosine_to_fixed_GFE,1,-4.25678758908532e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_field_cosine_to_fixed_GFE,1,-9.411697921013484e-08,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_worst_displacement_a,1,9.855204155673203e-05,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_minimum_stiffness_n_m,1,-1.6971423593054903e-07,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.003,delta_common_nominal_loss_std_n_m,1,3.0218558418416276e-06,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.01,delta_solve_wall_s,1,-1.3504996000119718,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.01,delta_iterations,1,-744.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.01,delta_evaluations,1,-758.0,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.01,delta_terminal_gradient_l2,1,2.2759385754470926e-09,,,20260908,10000,paired seed; targets nested inside command
Triple,GFE,BFGS,epsilon_pressure_rel,0.01,delta_terminal_gradient_inf,1,-1.7629052883648893e-09,,,20260908,10000,paired seed; targets nested inside command
