geometry,candidates,projection_recurrence_sum_s,projection_recurrence_median_s,scope
opposed,290,0.098382200085317,0.000361200000043,Projection recurrence after control transfer construction; human preparation time unmeasured
single,20,0.0074796000408233095,0.0003958500019507,Projection recurrence after control transfer construction; human preparation time unmeasured
