requested,method,eta,metric,n_pairs,median,q25,q75,minimum,maximum,ci95_lo,ci95_hi,bootstrap_seed,bootstrap_resamples,sampling_unit
Twin,Conventional,1.0,gradient_inf,1,147.22289750469122,147.22289750469122,147.22289750469122,147.22289750469122,147.22289750469122,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,Conventional,1.0,command_cosine_fixed_FE,1,0.6803783194827139,0.6803783194827139,0.6803783194827139,0.6803783194827139,0.6803783194827139,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,Conventional,1.0,xz_amplitude_cosine_fixed_FE,1,0.9834736353326513,0.9834736353326513,0.9834736353326513,0.9834736353326513,0.9834736353326513,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.0001,iterations,1,536.0,536.0,536.0,536.0,536.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.0001,gradient_l2,1,0.006584320230991209,0.006584320230991209,0.006584320230991209,0.006584320230991209,0.006584320230991209,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.0001,gradient_inf,1,0.0008151812035752092,0.0008151812035752092,0.0008151812035752092,0.0008151812035752092,0.0008151812035752092,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.0001,command_cosine_fixed_FE,1,0.9833454172384747,0.9833454172384747,0.9833454172384747,0.9833454172384747,0.9833454172384747,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.0001,xz_amplitude_cosine_fixed_FE,1,0.9984068460412014,0.9984068460412014,0.9984068460412014,0.9984068460412014,0.9984068460412014,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.001,iterations,1,763.0,763.0,763.0,763.0,763.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.001,gradient_l2,1,0.004156664428241639,0.004156664428241639,0.004156664428241639,0.004156664428241639,0.004156664428241639,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.001,gradient_inf,1,0.0005687941799320024,0.0005687941799320024,0.0005687941799320024,0.0005687941799320024,0.0005687941799320024,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.001,command_cosine_fixed_FE,1,0.98405777489436,0.98405777489436,0.98405777489436,0.98405777489436,0.98405777489436,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.001,xz_amplitude_cosine_fixed_FE,1,0.9983948671419155,0.9983948671419155,0.9983948671419155,0.9983948671419155,0.9983948671419155,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.003,iterations,1,384.0,384.0,384.0,384.0,384.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.003,gradient_l2,1,0.003165576142570888,0.003165576142570888,0.003165576142570888,0.003165576142570888,0.003165576142570888,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.003,gradient_inf,1,0.0004053234222647288,0.0004053234222647288,0.0004053234222647288,0.0004053234222647288,0.0004053234222647288,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.003,command_cosine_fixed_FE,1,0.9841758704747846,0.9841758704747846,0.9841758704747846,0.9841758704747846,0.9841758704747846,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.003,xz_amplitude_cosine_fixed_FE,1,0.9990953055865212,0.9990953055865212,0.9990953055865212,0.9990953055865212,0.9990953055865212,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.01,iterations,1,369.0,369.0,369.0,369.0,369.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.01,gradient_l2,1,0.003410721605124074,0.003410721605124074,0.003410721605124074,0.003410721605124074,0.003410721605124074,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.01,gradient_inf,1,0.0004783083474830533,0.0004783083474830533,0.0004783083474830533,0.0004783083474830533,0.0004783083474830533,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.01,command_cosine_fixed_FE,1,1.0,1.0,1.0,1.0,1.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.01,xz_amplitude_cosine_fixed_FE,1,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,0.9999999999999994,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.03,iterations,1,285.0,285.0,285.0,285.0,285.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.03,gradient_l2,1,0.006432268155666459,0.006432268155666459,0.006432268155666459,0.006432268155666459,0.006432268155666459,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.03,gradient_inf,1,0.0008231448469614064,0.0008231448469614064,0.0008231448469614064,0.0008231448469614064,0.0008231448469614064,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.03,command_cosine_fixed_FE,1,0.9881410629349593,0.9881410629349593,0.9881410629349593,0.9881410629349593,0.9881410629349593,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.03,xz_amplitude_cosine_fixed_FE,1,0.998815698624546,0.998815698624546,0.998815698624546,0.998815698624546,0.998815698624546,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.1,iterations,1,235.0,235.0,235.0,235.0,235.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.1,gradient_l2,1,0.004573581933785759,0.004573581933785759,0.004573581933785759,0.004573581933785759,0.004573581933785759,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.1,gradient_inf,1,0.0006067030246156296,0.0006067030246156296,0.0006067030246156296,0.0006067030246156296,0.0006067030246156296,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.1,command_cosine_fixed_FE,1,0.9496406116410324,0.9496406116410324,0.9496406116410324,0.9496406116410324,0.9496406116410324,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,0.1,xz_amplitude_cosine_fixed_FE,1,0.9981697144323395,0.9981697144323395,0.9981697144323395,0.9981697144323395,0.9981697144323395,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,1.0,iterations,1,331.0,331.0,331.0,331.0,331.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,1.0,gradient_l2,1,0.0062497752786430565,0.0062497752786430565,0.0062497752786430565,0.0062497752786430565,0.0062497752786430565,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,1.0,gradient_inf,1,0.0007445978285001007,0.0007445978285001007,0.0007445978285001007,0.0007445978285001007,0.0007445978285001007,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,1.0,command_cosine_fixed_FE,1,0.7486610949204513,0.7486610949204513,0.7486610949204513,0.7486610949204513,0.7486610949204513,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,FE,1.0,xz_amplitude_cosine_fixed_FE,1,0.9922521424839198,0.9922521424839198,0.9922521424839198,0.9922521424839198,0.9922521424839198,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.0001,iterations,1,517.0,517.0,517.0,517.0,517.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.0001,gradient_l2,1,2.859971924725756e-08,2.859971924725756e-08,2.859971924725756e-08,2.859971924725756e-08,2.859971924725756e-08,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.0001,gradient_inf,1,6.4030167940933645e-09,6.4030167940933645e-09,6.4030167940933645e-09,6.4030167940933645e-09,6.4030167940933645e-09,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.0001,command_cosine_fixed_FE,1,0.9590990153475262,0.9590990153475262,0.9590990153475262,0.9590990153475262,0.9590990153475262,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.0001,xz_amplitude_cosine_fixed_FE,1,0.9987306312027421,0.9987306312027421,0.9987306312027421,0.9987306312027421,0.9987306312027421,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.001,iterations,1,597.0,597.0,597.0,597.0,597.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.001,gradient_l2,1,3.595256181822348e-08,3.595256181822348e-08,3.595256181822348e-08,3.595256181822348e-08,3.595256181822348e-08,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.001,gradient_inf,1,9.579191772520558e-09,9.579191772520558e-09,9.579191772520558e-09,9.579191772520558e-09,9.579191772520558e-09,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.001,command_cosine_fixed_FE,1,0.9591040865501892,0.9591040865501892,0.9591040865501892,0.9591040865501892,0.9591040865501892,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.001,xz_amplitude_cosine_fixed_FE,1,0.9987320688437137,0.9987320688437137,0.9987320688437137,0.9987320688437137,0.9987320688437137,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.003,iterations,1,585.0,585.0,585.0,585.0,585.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.003,gradient_l2,1,2.0969172746730203e-08,2.0969172746730203e-08,2.0969172746730203e-08,2.0969172746730203e-08,2.0969172746730203e-08,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.003,gradient_inf,1,8.292185179548628e-09,8.292185179548628e-09,8.292185179548628e-09,8.292185179548628e-09,8.292185179548628e-09,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.003,command_cosine_fixed_FE,1,0.9591226044227975,0.9591226044227975,0.9591226044227975,0.9591226044227975,0.9591226044227975,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.003,xz_amplitude_cosine_fixed_FE,1,0.9987351920608102,0.9987351920608102,0.9987351920608102,0.9987351920608102,0.9987351920608102,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.01,iterations,1,638.0,638.0,638.0,638.0,638.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.01,gradient_l2,1,1.695045549014288e-08,1.695045549014288e-08,1.695045549014288e-08,1.695045549014288e-08,1.695045549014288e-08,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.01,gradient_inf,1,5.938561121683605e-09,5.938561121683605e-09,5.938561121683605e-09,5.938561121683605e-09,5.938561121683605e-09,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.01,command_cosine_fixed_FE,1,0.9591791770114144,0.9591791770114144,0.9591791770114144,0.9591791770114144,0.9591791770114144,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.01,xz_amplitude_cosine_fixed_FE,1,0.9987459507706898,0.9987459507706898,0.9987459507706898,0.9987459507706898,0.9987459507706898,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.03,iterations,1,539.0,539.0,539.0,539.0,539.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.03,gradient_l2,1,4.033263243697869e-08,4.033263243697869e-08,4.033263243697869e-08,4.033263243697869e-08,4.033263243697869e-08,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.03,gradient_inf,1,7.434613968713077e-09,7.434613968713077e-09,7.434613968713077e-09,7.434613968713077e-09,7.434613968713077e-09,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.03,command_cosine_fixed_FE,1,0.959335154178267,0.959335154178267,0.959335154178267,0.959335154178267,0.959335154178267,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.03,xz_amplitude_cosine_fixed_FE,1,0.9987751209761924,0.9987751209761924,0.9987751209761924,0.9987751209761924,0.9987751209761924,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.1,iterations,1,840.0,840.0,840.0,840.0,840.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.1,gradient_l2,1,3.6008037697839227e-08,3.6008037697839227e-08,3.6008037697839227e-08,3.6008037697839227e-08,3.6008037697839227e-08,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.1,gradient_inf,1,8.236130532019962e-09,8.236130532019962e-09,8.236130532019962e-09,8.236130532019962e-09,8.236130532019962e-09,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.1,command_cosine_fixed_FE,1,0.9619061193832101,0.9619061193832101,0.9619061193832101,0.9619061193832101,0.9619061193832101,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,0.1,xz_amplitude_cosine_fixed_FE,1,0.998862189862717,0.998862189862717,0.998862189862717,0.998862189862717,0.998862189862717,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,1.0,iterations,1,392.0,392.0,392.0,392.0,392.0,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,1.0,gradient_l2,1,3.3571896576027804e-08,3.3571896576027804e-08,3.3571896576027804e-08,3.3571896576027804e-08,3.3571896576027804e-08,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,1.0,gradient_inf,1,8.062017642445399e-09,8.062017642445399e-09,8.062017642445399e-09,8.062017642445399e-09,8.062017642445399e-09,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,1.0,command_cosine_fixed_FE,1,0.7217689609599037,0.7217689609599037,0.7217689609599037,0.7217689609599037,0.7217689609599037,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
Twin,RH,1.0,xz_amplitude_cosine_fixed_FE,1,0.9918466442145114,0.9918466442145114,0.9918466442145114,0.9918466442145114,0.9918466442145114,,,20260908,10000,independent paired initial seed; fixed same-seed FE reference
