case_id,method,levels,phase_step_deg,objective,actual_equilibrium_shift_mm,actual_root_converged,actual_root_stable,actual_stiffness_min_n_m,stiffness_retention_pct,candidate_evaluations,command_key,mechanics_setup_ms,reference_force_norm_n,transition_time_median_ms,transition_time_q25_ms,transition_time_q75_ms,timing_repeats,predicted_shift_mm,predicted_local_stable,predicted_local_stiffness_min,stable_offset_candidates
X+0_Y+10_Z45,fixed_nearest,128,2.8125,-205.01692072131436,0.0093703966444638,True,True,1.934235078337752e-05,99.95575731116249,1,,2.7965,2.0854359500270264e-17,0.6244999999999999,0.5188499999999999,0.73725,3,,,,
X+0_Y+10_Z45,best_offset,128,2.8125,-205.02504275820624,0.0008340143485862,True,True,1.934846962549332e-05,99.98737774367362,256,,2.7965,2.0854359500270264e-17,29.726,29.59575,29.90875,3,,,,
X+0_Y+10_Z45,mechanics_offset,128,2.8125,-205.02504275820624,0.0008340143485862,True,True,1.934846962549332e-05,99.98737774367362,256,Xp0_Yp10_Z45__Q0128,2.7965,2.0854359500270264e-17,13.1173,12.85845,13.8579,3,0.0008116774956869,True,1.9456899947046963e-05,256.0
X+0_Y+10_Z45,fixed_nearest,2048,0.17578125,-205.06368739782636,0.0006887296975454,True,True,1.935043939312838e-05,99.997556941533,1,,2.7965,2.0854359500270264e-17,0.5519,0.4721499999999999,0.63245,3,,,,
X+0_Y+10_Z45,best_offset,2048,0.17578125,-205.06377235939587,0.0002154395850498,True,True,1.935068937601152e-05,99.9988487818413,256,,2.7965,2.0854359500270264e-17,29.1872,29.08225,29.92445,3,,,,
X+0_Y+10_Z45,mechanics_offset,2048,0.17578125,-205.06377111118223,5.877249692160797e-05,True,True,1.935121480787202e-05,100.00156406397632,256,Xp0_Yp10_Z45__Q2048,2.7965,2.0854359500270264e-17,12.7045,12.5273,12.7807,3,5.769237826276921e-05,True,1.9459292829532603e-05,256.0
X+0_Y-10_Z45,fixed_nearest,4,90.0,-143.8958405860083,0.1766965594135692,True,True,1.628541382124853e-05,84.17386782035813,1,,2.4187,1.9935628263630516e-17,0.8273999999999999,0.6735,0.8324499999999999,3,,,,
X+0_Y-10_Z45,best_offset,4,90.0,-148.46868009808793,0.2178262993416652,True,True,1.614374936843032e-05,83.4416515526447,256,,2.4187,1.9935628263630516e-17,27.7875,27.34805,28.01355,3,,,,
X+0_Y-10_Z45,mechanics_offset,4,90.0,-141.3151559240161,0.0098436391206977,True,True,1.5841904086997046e-05,81.8815140516613,256,Xp0_Ym10_Z45__Q0004,2.4187,1.9935628263630516e-17,12.2931,12.259999999999998,13.005,3,0.0078716861047383,True,1.5935670756642648e-05,256.0
X+0_Y-10_Z45,fixed_nearest,8,45.0,-168.07563247579574,0.0863442382403351,True,True,1.7966882760184447e-05,92.86481947584262,1,,2.4187,1.9935628263630516e-17,0.6049,0.50785,0.70785,3,,,,
X+0_Y-10_Z45,best_offset,8,45.0,-168.95083029503232,0.0251005882438948,True,True,1.840141158553123e-05,95.11075392432146,256,,2.4187,1.9935628263630516e-17,26.8889,26.64395,26.97145,3,,,,
X+0_Y-10_Z45,mechanics_offset,8,45.0,-167.54488670270771,0.0128444636565219,True,True,1.8694489699875503e-05,96.62557686518323,256,Xp0_Ym10_Z45__Q0008,2.4187,1.9935628263630516e-17,12.8033,12.6758,12.88695,3,0.0123807418708436,True,1.8783636165182507e-05,256.0
