mode,alpha_per_m,seed,iterations,optimizer,optimizer_scope,objective,terminal_gradient_norm,target_force_x_n,target_force_y_n,target_force_z_n,radiation_force_x_n,radiation_force_y_n,radiation_force_z_n,net_force_x_n,net_force_y_n,net_force_z_n,net_force_norm_n,target_hessian_min_n_m,target_hessian_mid_n_m,target_hessian_max_n_m
smoke,1000.0,260828,886,BFGS,Figure_7_alpha_transition_only,-0.05873753965436092,0.005753936452717381,0.0,0.0,1.1142852793561358e-06,1.7868799518969753e-11,-7.978358032815137e-12,1.1142753893085824e-06,1.7868799518969753e-11,-7.978358032815137e-12,-9.890047553365463e-12,2.1926268121975287e-11,0.0022199475541460232,0.028257866650616612,0.02825974737586652
smoke,1000000.0,260828,2845,BFGS,Figure_7_alpha_transition_only,-0.042181871836775325,6.734839622014976,0.0,0.0,1.1142852793561358e-06,2.390348550022011e-13,-1.695316591594781e-14,1.1142852157774023e-06,2.390348550022011e-13,-1.695316591594781e-14,-6.357873347804036e-14,2.4792605165889414e-13,0.0013622012214135333,0.012565781949224204,0.028254136592192686
smoke,10000000.0,260828,1301,BFGS,Figure_7_alpha_transition_only,-0.029102138354087544,51.07243434534008,0.0,0.0,1.1142852793561358e-06,8.036720071953726e-14,-7.754103558635389e-14,1.114285233509104e-06,8.036720071953726e-14,-7.754103558635389e-14,-4.584703173406298e-14,1.207205428670811e-13,0.0007557155772431085,0.003880796140091645,0.024466833842046565
