field_class,plane,x_m,y_m,z_m,total_force_x_n,total_force_y_n,total_force_z_n,radiation_force_x_n,radiation_force_y_n,radiation_force_z_n
Twin,XY,0.007,0.006000000000000001,0.05,-2.9076269427277563e-06,-5.456350424305104e-06,-6.029415241812088e-07,-2.9076269427277563e-06,-5.456350424305104e-06,5.11343755174927e-07
Twin,XY,-0.007,0.007,0.05,-2.7678941111340943e-06,3.1119469238863847e-06,-6.914312324650415e-07,-2.7678941111340943e-06,3.1119469238863847e-06,4.228540468910943e-07
Twin,XY,-0.006,0.007,0.05,-2.6018478525960653e-07,-5.997615186510496e-07,-3.7533760662198537e-07,-2.6018478525960653e-07,-5.997615186510496e-07,7.389476727341504e-07
Twin,XY,-0.005,0.007,0.05,1.8732924760093362e-06,-4.530224736777225e-06,-2.2322988046079578e-07,1.8732924760093362e-06,-4.530224736777225e-06,8.9105539889534e-07
Twin,XY,-0.004,0.007,0.05,2.470204698481272e-06,-6.54633804975791e-06,-2.748364039911588e-07,2.470204698481272e-06,-6.54633804975791e-06,8.39448875364977e-07
Twin,XY,-0.003,0.007,0.05,1.6881935198994195e-06,-5.686549250455908e-06,-5.150161652788183e-07,1.6881935198994195e-06,-5.686549250455908e-06,5.992691140773175e-07
Twin,XY,-0.002,0.007,0.05,5.610540875761381e-07,-2.8064841335987473e-06,-8.522189697408887e-07,5.610540875761381e-07,-2.8064841335987473e-06,2.6206630961524717e-07
Twin,XY,-0.001,0.007,0.05,1.3617810347652326e-07,9.054582973094222e-08,-1.165384333341623e-06,1.3617810347652326e-07,9.054582973094222e-08,-5.109905398548708e-08
Twin,XY,0.0,0.007,0.05,4.5812824852700557e-07,1.135074991197131e-06,-1.3442304817613457e-06,4.5812824852700557e-07,1.135074991197131e-06,-2.299452024052099e-07
Twin,XY,0.001,0.007,0.05,6.742793438107586e-07,-3.873778635624936e-07,-1.3373377800424644e-06,6.742793438107586e-07,-3.873778635624936e-07,-2.2305250068632863e-07
Twin,XY,0.002000000000000001,0.007,0.05,-3.682758374686097e-08,-3.674745885477067e-06,-1.1561728834493699e-06,-3.682758374686097e-08,-3.674745885477067e-06,-4.188760409323411e-08
Twin,XY,0.003,0.007,0.05,-1.5672982928316237e-06,-6.85840318478714e-06,-8.80418104553136e-07,-1.5672982928316237e-06,-6.85840318478714e-06,2.3386717480299976e-07
Twin,XY,0.003999999999999999,0.007,0.05,-2.7911471235202466e-06,-7.895373048143828e-06,-6.566411713876242e-07,-2.7911471235202466e-06,-7.895373048143828e-06,4.5764410796851154e-07
Twin,XY,0.005,0.007,0.05,-2.5028224210527794e-06,-5.86175851397541e-06,-5.604794967220013e-07,-2.5028224210527794e-06,-5.86175851397541e-06,5.538057826341345e-07
Twin,XY,0.006000000000000001,0.007,0.05,-4.831285881510592e-07,-1.705045167935479e-06,-6.238971629473486e-07,-4.831285881510592e-07,-1.705045167935479e-06,4.903881164087872e-07
Twin,XY,0.007,0.007,0.05,2.1099246405144513e-06,2.35131304430554e-06,-7.919755099495385e-07,2.1099246405144513e-06,2.35131304430554e-06,3.2230976940659724e-07
Twin,XZ,-0.007,0.0,0.043000000000000003,6.327484345167661e-06,3.2975203497614376e-07,3.951945346848367e-06,6.327484345167661e-06,3.2975203497614376e-07,5.066230626204503e-06
Twin,XZ,-0.006,0.0,0.043000000000000003,-8.515314311869543e-06,1.0717628021398094e-06,2.668596733544488e-06,-8.515314311869543e-06,1.0717628021398094e-06,3.7828820129006237e-06
Twin,XZ,-0.005,0.0,0.043000000000000003,-1.8742643224409433e-05,1.653836657452637e-06,7.074188071364273e-07,-1.8742643224409433e-05,1.653836657452637e-06,1.821704086492563e-06
Twin,XZ,-0.004,0.0,0.043000000000000003,-1.1563650329827505e-05,1.8079655399394048e-06,-1.479994903649551e-07,-1.1563650329827505e-05,1.8079655399394048e-06,9.662857889911807e-07
Twin,XZ,-0.003,0.0,0.043000000000000003,1.0582489849377291e-05,1.4900269221803212e-06,1.1981659766457011e-06,1.0582489849377291e-05,1.4900269221803212e-06,2.312451256001837e-06
Twin,XZ,-0.002,0.0,0.043000000000000003,2.866711320245374e-05,8.846060470187155e-07,4.09160449532956e-06,2.866711320245374e-05,8.846060470187155e-07,5.205889774685696e-06
Twin,XZ,-0.001,0.0,0.043000000000000003,2.4979164581372123e-05,3.3063273288241156e-07,6.85232450672167e-06,2.4979164581372123e-05,3.3063273288241156e-07,7.966609786077806e-06
Twin,XZ,0.0,0.0,0.043000000000000003,1.025788808465807e-06,-1.383243007195024e-08,7.989367131211687e-06,1.025788808465807e-06,-1.383243007195024e-08,9.103652410567823e-06
Twin,XZ,0.001,0.0,0.043000000000000003,-2.3339160758222263e-05,-1.842048434502865e-07,6.8001434792215925e-06,-2.3339160758222263e-05,-1.842048434502865e-07,7.914428758577728e-06
Twin,XZ,0.002000000000000001,0.0,0.043000000000000003,-2.796333037993576e-05,-3.1283010872891944e-07,4.082260270007248e-06,-2.796333037993576e-05,-3.1283010872891944e-07,5.196545549363384e-06
Twin,XZ,0.003,0.0,0.043000000000000003,-1.079938761658782e-05,-4.6470922234116673e-07,1.3915692059332818e-06,-1.079938761658782e-05,-4.6470922234116673e-07,2.5058544852894176e-06
Twin,XZ,0.003999999999999999,0.0,0.043000000000000003,1.0881603901013772e-05,-5.432209955816425e-07,3.250804434123534e-07,1.0881603901013772e-05,-5.432209955816425e-07,1.4393657227684892e-06
Twin,XZ,0.005,0.0,0.043000000000000003,1.8003935172085305e-05,-4.485322487376939e-07,1.4088544886318049e-06,1.8003935172085305e-05,-4.485322487376939e-07,2.5231397679879407e-06
Twin,XZ,0.006000000000000001,0.0,0.043000000000000003,7.988624159918811e-06,-2.336877907083788e-07,3.5078300022967443e-06,7.988624159918811e-06,-2.336877907083788e-07,4.62211528165288e-06
Twin,XZ,0.007,0.0,0.043000000000000003,-6.554509392974768e-06,-4.2528230163880145e-08,4.849710960286027e-06,-6.554509392974768e-06,-4.2528230163880145e-08,5.963996239642163e-06
Twin,XZ,-0.007,0.0,0.044000000000000004,4.593515227660621e-06,4.466008900474667e-07,3.7713545373110057e-06,4.593515227660621e-06,4.466008900474667e-07,4.885639816667142e-06
Twin,XZ,-0.006,0.0,0.044000000000000004,-1.1846344169513774e-05,1.2302484298977797e-06,2.9816386043252287e-06,-1.1846344169513774e-05,1.2302484298977797e-06,4.095923883681365e-06
Twin,XZ,-0.005,0.0,0.044000000000000004,-2.153583017850203e-05,1.8358404939771077e-06,1.7208662122790291e-06,-2.153583017850203e-05,1.8358404939771077e-06,2.835151491635165e-06
Twin,XZ,-0.004,0.0,0.044000000000000004,-1.144182023394622e-05,2.006407461586832e-06,1.3566990676377239e-06,-1.144182023394622e-05,2.006407461586832e-06,2.4709843469938597e-06
Twin,XZ,-0.003,0.0,0.044000000000000004,1.4176004846372257e-05,1.678147224000858e-06,2.618352211583763e-06,1.4176004846372257e-05,1.678147224000858e-06,3.7326374909398986e-06
Twin,XZ,-0.002,0.0,0.044000000000000004,3.3771806790373894e-05,1.0346685936044136e-06,4.978203834977908e-06,3.3771806790373894e-05,1.0346685936044136e-06,6.092489114334044e-06
Twin,XZ,-0.001,0.0,0.044000000000000004,2.8620786350450128e-05,4.30569013557942e-07,7.012025274797546e-06,2.8620786350450128e-05,4.30569013557942e-07,8.126310554153682e-06
Twin,XZ,0.0,0.0,0.044000000000000004,1.0044455903890199e-06,1.2081055854832124e-09,7.790842568127093e-06,1.0044455903890199e-06,1.2081055854832124e-09,8.90512784748323e-06
Twin,XZ,0.001,0.0,0.044000000000000004,-2.6992359145369787e-05,-2.452994623008049e-07,7.02328054935489e-06,-2.6992359145369787e-05,-2.452994623008049e-07,8.137565828711026e-06
Twin,XZ,0.002000000000000001,0.0,0.044000000000000004,-3.3021183388627344e-05,-4.024463426350745e-07,5.08802767717563e-06,-3.3021183388627344e-05,-4.024463426350745e-07,6.202312956531766e-06
Twin,XZ,0.003,0.0,0.044000000000000004,-1.4284724731617962e-05,-5.709772970400025e-07,2.968200444241812e-06,-1.4284724731617962e-05,-5.709772970400025e-07,4.082485723597948e-06
Twin,XZ,0.003999999999999999,0.0,0.044000000000000004,1.0881074537487805e-05,-6.366342228339793e-07,2.026616133619116e-06,1.0881074537487805e-05,-6.366342228339793e-07,3.140901412975252e-06
Twin,XZ,0.005,0.0,0.044000000000000004,2.092431197891682e-05,-5.114020192116861e-07,2.649151973427495e-06,2.092431197891682e-05,-5.114020192116861e-07,3.7634372527836307e-06
Twin,XZ,0.006000000000000001,0.0,0.044000000000000004,1.1368507265243943e-05,-2.6459977227473566e-07,4.019451001579509e-06,1.1368507265243943e-05,-2.6459977227473566e-07,5.133736280935645e-06
Twin,XZ,0.007,0.0,0.044000000000000004,-4.861437871223873e-06,-2.8180423091759173e-08,4.807607755718788e-06,-4.861437871223873e-06,-2.8180423091759173e-08,5.921893035074924e-06
Twin,XZ,-0.007,0.0,0.045000000000000005,2.7491788648629083e-06,5.146125900264777e-07,3.5822500229707554e-06,2.7491788648629083e-06,5.146125900264777e-07,4.696535302326891e-06
Twin,XZ,-0.006,0.0,0.045000000000000005,-1.5157348535455953e-05,1.2881194962802298e-06,3.3461938356617445e-06,-1.5157348535455953e-05,1.2881194962802298e-06,4.4604791150178805e-06
Twin,XZ,-0.005,0.0,0.045000000000000005,-2.4083470482051497e-05,1.9057884329232733e-06,2.895054375076365e-06,-2.4083470482051497e-05,1.9057884329232733e-06,4.009339654432501e-06
Twin,XZ,-0.004,0.0,0.045000000000000005,-1.10431039846248e-05,2.063410707021509e-06,3.0386900526385156e-06,-1.10431039846248e-05,2.063410707021509e-06,4.152975331994652e-06
Twin,XZ,-0.003,0.0,0.045000000000000005,1.764747256059113e-05,1.7315553626662885e-06,4.154000046923097e-06,1.764747256059113e-05,1.7315553626662885e-06,5.268285326279233e-06
Twin,XZ,-0.002,0.0,0.045000000000000005,3.837421098980325e-05,1.1067207052969337e-06,5.68264231204625e-06,3.837421098980325e-05,1.1067207052969337e-06,6.796927591402386e-06
Twin,XZ,-0.001,0.0,0.045000000000000005,3.1832290924164475e-05,4.808754066959259e-07,6.788913272571981e-06,3.1832290924164475e-05,4.808754066959259e-07,7.903198551928117e-06
Twin,XZ,0.0,0.0,0.045000000000000005,9.445356032828491e-07,1.5162890155269444e-08,7.196171350591883e-06,9.445356032828491e-07,1.5162890155269444e-08,8.31045662994802e-06
Twin,XZ,0.001,0.0,0.045000000000000005,-3.0276885571391147e-05,-2.700005409875548e-07,6.918416385018982e-06,-3.0276885571391147e-05,-2.700005409875548e-07,8.032701664375118e-06
Twin,XZ,0.002000000000000001,0.0,0.045000000000000005,-3.7614996342010654e-05,-4.388245624702877e-07,6.007345660282632e-06,-3.7614996342010654e-05,-4.388245624702877e-07,7.121630939638768e-06
Twin,XZ,0.003,0.0,0.045000000000000005,-1.7639047157170697e-05,-5.644327147585776e-07,4.745196262576766e-06,-1.7639047157170697e-05,-5.644327147585776e-07,5.859481541932902e-06
Twin,XZ,0.003999999999999999,0.0,0.045000000000000005,1.0668106536706555e-05,-6.015216052392666e-07,3.959525233160452e-06,1.0668106536706555e-05,-6.015216052392666e-07,5.073810512516588e-06
Twin,XZ,0.005,0.0,0.045000000000000005,2.3646281834871467e-05,-4.6066469252479236e-07,4.072087828923649e-06,2.3646281834871467e-05,-4.6066469252479236e-07,5.186373108279785e-06
Twin,XZ,0.006000000000000001,0.0,0.045000000000000005,1.4792665995432478e-05,-1.8190723813039334e-07,4.566511891751947e-06,1.4792665995432478e-05,-1.8190723813039334e-07,5.680797171108083e-06
Twin,XZ,0.007,0.0,0.045000000000000005,-3.040617900482298e-06,4.591678397405208e-08,4.723196159770728e-06,-3.040617900482298e-06,4.591678397405208e-08,5.837481439126864e-06
Twin,XZ,-0.007,0.0,0.046,8.699799160631111e-07,5.152575948848588e-07,3.380278154569e-06,8.699799160631111e-07,5.152575948848588e-07,4.494563433925136e-06
Twin,XZ,-0.006,0.0,0.046,-1.8334529959752563e-05,1.2488743163685326e-06,3.778927273000529e-06,-1.8334529959752563e-05,1.2488743163685326e-06,4.893212552356665e-06
Twin,XZ,-0.005,0.0,0.046,-2.627518510956363e-05,1.8153769772177428e-06,4.241340878742387e-06,-2.627518510956363e-05,1.8153769772177428e-06,5.355626158098523e-06
Twin,XZ,-0.004,0.0,0.046,-1.045540052101374e-05,1.95557877340801e-06,4.888954058631198e-06,-1.045540052101374e-05,1.95557877340801e-06,6.003239337987334e-06
Twin,XZ,-0.003,0.0,0.046,2.072798752229584e-05,1.6518194292919082e-06,5.648585106914892e-06,2.072798752229584e-05,1.6518194292919082e-06,6.762870386271028e-06
Twin,XZ,-0.002,0.0,0.046,4.226926522867663e-05,1.0798322273736001e-06,6.2095665498469825e-06,4.226926522867663e-05,1.0798322273736001e-06,7.3238518292031184e-06
Twin,XZ,-0.001,0.0,0.046,3.441780232940323e-05,4.786429994228417e-07,6.264562589151809e-06,3.441780232940323e-05,4.786429994228417e-07,7.378847868507945e-06
Twin,XZ,0.0,0.0,0.046,8.687567303792078e-07,2.389774282283259e-08,6.2419903255448566e-06,8.687567303792078e-07,2.389774282283259e-08,7.3562756049009925e-06
Twin,XZ,0.001,0.0,0.046,-3.297147566598659e-05,-2.5422444423423413e-07,6.527431887564723e-06,-3.297147566598659e-05,-2.5422444423423413e-07,7.64171716692086e-06
Twin,XZ,0.002000000000000001,0.0,0.046,-4.150626004965987e-05,-4.160866363226719e-07,6.76954554012195e-06,-4.150626004965987e-05,-4.160866363226719e-07,7.883830819478086e-06
Twin,XZ,0.003,0.0,0.046,-2.0611943421293957e-05,-4.832531937962486e-07,6.515226989608316e-06,-2.0611943421293957e-05,-4.832531937962486e-07,7.629512268964452e-06
Twin,XZ,0.003999999999999999,0.0,0.046,1.0278462615077392e-05,-4.585229464706988e-07,6.072308969422547e-06,1.0278462615077392e-05,-4.585229464706988e-07,7.186594248778683e-06
Twin,XZ,0.005,0.0,0.046,2.6047619856296506e-05,-3.07291579674222e-07,5.642750371532904e-06,2.6047619856296506e-05,-3.07291579674222e-07,6.75703565088904e-06
Twin,XZ,0.006000000000000001,0.0,0.046,1.8094063999857243e-05,-4.410265394157037e-08,5.162968145203559e-06,1.8094063999857243e-05,-4.410265394157037e-08,6.277253424559695e-06
Twin,XZ,0.007,0.0,0.046,-1.1617340344370714e-06,1.692451318281937e-07,4.579257114670406e-06,-1.1617340344370714e-06,1.692451318281937e-07,5.693542394026542e-06
Twin,XZ,-0.007,0.0,0.047,-9.082491334593412e-07,4.69617889004445e-07,3.164506174082233e-06,-9.082491334593412e-07,4.69617889004445e-07,4.278791453438369e-06
Twin,XZ,-0.006,0.0,0.047,-2.103614182331941e-05,1.1269933014260617e-06,4.29002857873913e-06,-2.103614182331941e-05,1.1269933014260617e-06,5.404313858095266e-06
Twin,XZ,-0.005,0.0,0.047,-2.79068735194889e-05,1.6016692163138204e-06,5.62784910130969e-06,-2.79068735194889e-05,1.6016692163138204e-06,6.742134380665826e-06
Twin,XZ,-0.004,0.0,0.047,-9.84860350455811e-06,1.7191365896595907e-06,6.719162464477878e-06,-9.84860350455811e-06,1.7191365896595907e-06,7.833447743834014e-06
Twin,XZ,-0.003,0.0,0.047,2.3214396238984086e-05,1.4430962790020574e-06,7.0662082640563435e-06,2.3214396238984086e-05,1.4430962790020574e-06,8.18049354341248e-06
Twin,XZ,-0.002,0.0,0.047,4.5315604076129554e-05,9.274856840080886e-07,6.514118826673813e-06,4.5315604076129554e-05,9.274856840080886e-07,7.628404106029949e-06
Twin,XZ,-0.001,0.0,0.047,3.6295095635036285e-05,4.0583586673008843e-07,5.453650185499888e-06,3.6295095635036285e-05,4.0583586673008843e-07,6.567935464856024e-06
Twin,XZ,0.0,0.0,0.047,7.857151093079947e-07,2.3153091078287664e-08,4.9785260348896566e-06,7.857151093079947e-07,2.3153091078287664e-08,6.0928113142457925e-06
Twin,XZ,0.001,0.0,0.047,-3.497233018012046e-05,-1.9048231848598154e-07,5.846902148447377e-06,-3.497233018012046e-05,-1.9048231848598154e-07,6.961187427803513e-06
Twin,XZ,0.002000000000000001,0.0,0.047,-4.4584216062200444e-05,-2.9071283057692847e-07,7.309956426528261e-06,-4.4584216062200444e-05,-2.9071283057692847e-07,8.424241705884397e-06
Twin,XZ,0.003,0.0,0.047,-2.2990698154867277e-05,-3.045885812214924e-07,8.213432875314782e-06,-2.2990698154867277e-05,-3.045885812214924e-07,9.327718154670918e-06
Twin,XZ,0.003999999999999999,0.0,0.047,9.871180557799515e-06,-2.426362134403052e-07,8.148478844811119e-06,9.871180557799515e-06,-2.426362134403052e-07,9.262764124167255e-06
Twin,XZ,0.005,0.0,0.047,2.78929088302094e-05,-7.428226997262817e-08,7.215034755401454e-06,2.78929088302094e-05,-7.428226997262817e-08,8.32932003475759e-06
Twin,XZ,0.006000000000000001,0.0,0.047,2.091683368688041e-05,1.4522354500275182e-07,5.792527928664869e-06,2.091683368688041e-05,1.4522354500275182e-07,6.906813208021005e-06
Twin,XZ,0.007,0.0,0.047,6.315470570247252e-07,3.139877445281863e-07,4.375161194804858e-06,6.315470570247252e-07,3.139877445281863e-07,5.489446474160994e-06
Twin,XZ,-0.007,0.0,0.048,-2.582090169598423e-06,3.9721409412625203e-07,2.918344193800981e-06,-2.582090169598423e-06,3.9721409412625203e-07,4.032629473157117e-06
Twin,XZ,-0.006,0.0,0.048,-2.3042878416765122e-05,9.400858747821125e-07,4.841001157515514e-06,-2.3042878416765122e-05,9.400858747821125e-07,5.95528643687165e-06
Twin,XZ,-0.005,0.0,0.048,-2.9011430703971204e-05,1.3329174614140353e-06,7.000173121328544e-06,-2.9011430703971204e-05,1.3329174614140353e-06,8.11445840068468e-06
Twin,XZ,-0.004,0.0,0.048,-9.326618310814626e-06,1.4033313432932395e-06,8.438784816374968e-06,-9.326618310814626e-06,1.4033313432932395e-06,9.553070095731104e-06
Twin,XZ,-0.003,0.0,0.048,2.5004457138034044e-05,1.1467019188397276e-06,8.297902973670949e-06,2.5004457138034044e-05,1.1467019188397276e-06,9.412188253027085e-06
Twin,XZ,-0.002,0.0,0.048,4.735120032718249e-05,6.918600327517009e-07,6.563405835400011e-06,4.735120032718249e-05,6.918600327517009e-07,7.677691114756147e-06
Twin,XZ,-0.001,0.0,0.048,3.755449793574038e-05,2.79079632302078e-07,4.35197648920343e-06,3.755449793574038e-05,2.79079632302078e-07,5.466261768559566e-06
Twin,XZ,0.0,0.0,0.048,7.046469741041207e-07,1.7195898658904525e-08,3.4883655786983624e-06,7.046469741041207e-07,1.7195898658904525e-08,4.602650858054498e-06
Twin,XZ,0.001,0.0,0.048,-3.636274109856007e-05,-8.5971228995197e-08,4.871880340036016e-06,-3.636274109856007e-05,-8.5971228995197e-08,5.986165619392152e-06
Twin,XZ,0.002000000000000001,0.0,0.048,-4.663945569714246e-05,-8.159038301574416e-08,7.572721982390207e-06,-4.663945569714246e-05,-8.159038301574416e-08,8.687007261746343e-06
Twin,XZ,0.003,0.0,0.048,-2.467113617470036e-05,-4.9980303619350414e-08,9.70517691508052e-06,-2.467113617470036e-05,-4.9980303619350414e-08,1.0819462194436657e-05
Twin,XZ,0.003999999999999999,0.0,0.048,9.534818000943884e-06,3.8874377176764056e-08,1.009553816337988e-05,9.534818000943884e-06,3.8874377176764056e-08,1.1209823442736016e-05
Twin,XZ,0.005,0.0,0.048,2.916150407511829e-05,1.7411008808964763e-07,8.728644903156305e-06,2.916150407511829e-05,1.7411008808964763e-07,9.842930182512441e-06
Twin,XZ,0.006000000000000001,0.0,0.048,2.3036903803132894e-05,3.5576622899411735e-07,6.389142610970142e-06,2.3036903803132894e-05,3.5576622899411735e-07,7.503427890326278e-06
Twin,XZ,0.007,0.0,0.048,2.331763497978139e-06,4.525234453443118e-07,4.107185665124676e-06,2.331763497978139e-06,4.525234453443118e-07,5.221470944480812e-06
Twin,XZ,-0.007,0.0,0.049,-3.924072976463725e-06,3.433293591492682e-07,2.7320991946911457e-06,-3.924072976463725e-06,3.433293591492682e-07,3.846384474047282e-06
Twin,XZ,-0.006,0.0,0.049,-2.4425269365090807e-05,7.732844946951186e-07,5.3440628662725845e-06,-2.4425269365090807e-05,7.732844946951186e-07,6.4583481456287205e-06
Twin,XZ,-0.005,0.0,0.049,-2.9514827720300462e-05,1.0620023254705512e-06,8.220339311558688e-06,-2.9514827720300462e-05,1.0620023254705512e-06,9.334624590914824e-06
Twin,XZ,-0.004,0.0,0.049,-8.87589970524567e-06,1.0886493349383766e-06,9.926873836902929e-06,-8.87589970524567e-06,1.0886493349383766e-06,1.1041159116259065e-05
Twin,XZ,-0.003,0.0,0.049,2.587570720379712e-05,8.229759482163743e-07,9.314088824294912e-06,2.587570720379712e-05,8.229759482163743e-07,1.0428374103651048e-05
Twin,XZ,-0.002,0.0,0.049,4.8329175125382136e-05,4.37313398907141e-07,6.386570080221802e-06,4.8329175125382136e-05,4.37313398907141e-07,7.500855359577938e-06
Twin,XZ,-0.001,0.0,0.049,3.820336790258609e-05,1.269911532567878e-07,3.0688727949904625e-06,3.820336790258609e-05,1.269911532567878e-07,4.1831580743465985e-06
