field_class,plane,x_m,y_m,z_m,total_force_x_n,total_force_y_n,total_force_z_n,radiation_force_x_n,radiation_force_y_n,radiation_force_z_n
Vortex,XZ,-0.005,0.0,0.047,-1.4601617097605659e-05,8.136018476114533e-07,2.9045411163913067e-06,-1.4601617097605659e-05,8.136018476114533e-07,4.018826395747443e-06
Vortex,XZ,-0.004,0.0,0.047,-1.667890629788626e-06,-4.967895782348776e-07,4.3659644343889395e-06,-1.667890629788626e-06,-4.967895782348776e-07,5.4802497137450755e-06
Vortex,XZ,-0.003,0.0,0.047,2.2795666797636174e-05,-2.116695588164067e-06,5.6261405185981535e-06,2.2795666797636174e-05,-2.116695588164067e-06,6.7404257979542895e-06
Vortex,XZ,-0.002,0.0,0.047,3.852943189371077e-05,-2.878924270796424e-06,6.240434426314707e-06,3.852943189371077e-05,-2.878924270796424e-06,7.354719705670843e-06
Vortex,XZ,-0.001,0.0,0.047,2.967516421690759e-05,-2.0413791791222993e-06,6.149766649419171e-06,2.967516421690759e-05,-2.0413791791222993e-06,7.264051928775307e-06
Vortex,XZ,0.0,0.0,0.047,7.465927739395913e-11,1.1745937846829462e-10,5.9535979270133575e-06,7.465927739395913e-11,1.1745937846829462e-10,7.0678832063694935e-06
Vortex,XZ,0.001,0.0,0.047,-2.967506192876814e-05,2.0415793384433526e-06,6.149772950492945e-06,-2.967506192876814e-05,2.0415793384433526e-06,7.264058229849081e-06
Vortex,XZ,0.002000000000000001,0.0,0.047,-3.852943003430815e-05,2.8790384385502163e-06,6.240445095860015e-06,-3.852943003430815e-05,2.8790384385502163e-06,7.354730375216151e-06
Vortex,XZ,0.003,0.0,0.047,-2.2795735902825895e-05,2.1167187491590543e-06,5.626153309762259e-06,-2.2795735902825895e-05,2.1167187491590543e-06,6.740438589118395e-06
Vortex,XZ,0.003999999999999999,0.0,0.047,1.6678284690912735e-06,4.967586431094717e-07,4.365976610880642e-06,1.6678284690912735e-06,4.967586431094717e-07,5.480261890236778e-06
Vortex,XZ,0.005,0.0,0.047,1.4601615267745174e-05,-8.136389308552161e-07,2.904547914816687e-06,1.4601615267745174e-05,-8.136389308552161e-07,4.018833194172823e-06
Vortex,XZ,0.006000000000000001,0.0,0.047,8.993339661565933e-06,-1.111091403488031e-06,1.753626339139883e-06,8.993339661565933e-06,-1.111091403488031e-06,2.867911618496019e-06
Vortex,XZ,0.007,0.0,0.047,-5.206778197579068e-06,-4.926890674974166e-07,1.1701001729050352e-06,-5.206778197579068e-06,-4.926890674974166e-07,2.284385452261171e-06
Vortex,XZ,-0.007,0.0,0.048,4.144284243636451e-06,3.080619543995744e-07,8.155950349199287e-07,4.144284243636451e-06,3.080619543995744e-07,1.9298803142760644e-06
Vortex,XZ,-0.006,0.0,0.048,-1.0228669382517395e-05,5.761333963037319e-07,1.8879386486185869e-06,-1.0228669382517395e-05,5.761333963037319e-07,3.0022239279747226e-06
Vortex,XZ,-0.005,0.0,0.048,-1.5075182230957762e-05,3.560730333613102e-08,3.5638367565207825e-06,-1.5075182230957762e-05,3.560730333613102e-08,4.6781220358769185e-06
Vortex,XZ,-0.004,0.0,0.048,-9.207710477139421e-07,-1.3398297764529656e-06,5.201362337980856e-06,-9.207710477139421e-07,-1.3398297764529656e-06,6.315647617336992e-06
Vortex,XZ,-0.003,0.0,0.048,2.4436026231771053e-05,-2.8281141803751575e-06,6.029112818558844e-06,2.4436026231771053e-05,-2.8281141803751575e-06,7.14339809791498e-06
Vortex,XZ,-0.002,0.0,0.048,4.0296327646136576e-05,-3.365627869821298e-06,5.66986163058099e-06,4.0296327646136576e-05,-3.365627869821298e-06,6.784146909937126e-06
Vortex,XZ,-0.001,0.0,0.048,3.0775406401216935e-05,-2.2738471543089374e-06,4.644390146594684e-06,3.0775406401216935e-05,-2.2738471543089374e-06,5.75867542595082e-06
Vortex,XZ,0.0,0.0,0.048,7.589411725396963e-11,1.1832056588359846e-10,4.110359757262874e-06,7.589411725396963e-11,1.1832056588359846e-10,5.22464503661901e-06
Vortex,XZ,0.001,0.0,0.048,-3.07753028988373e-05,2.274048781443004e-06,4.644393033030693e-06,-3.07753028988373e-05,2.274048781443004e-06,5.758678312386829e-06
Vortex,XZ,0.002000000000000001,0.0,0.048,-4.029632700056761e-05,3.365742863564534e-06,5.669866979630808e-06,-4.029632700056761e-05,3.365742863564534e-06,6.784152258986944e-06
Vortex,XZ,0.003,0.0,0.048,-2.443609885521032e-05,2.8281374245565035e-06,6.029120570796858e-06,-2.443609885521032e-05,2.8281374245565035e-06,7.143405850152994e-06
Vortex,XZ,0.003999999999999999,0.0,0.048,9.207046879098805e-07,1.339798236602162e-06,5.201371169655806e-06,9.207046879098805e-07,1.339798236602162e-06,6.315656449011942e-06
Vortex,XZ,0.005,0.0,0.048,1.5075177663411595e-05,-3.564412547577613e-08,3.563841671187832e-06,1.5075177663411595e-05,-3.564412547577613e-08,4.678126950543968e-06
Vortex,XZ,0.006000000000000001,0.0,0.048,1.0228717420011567e-05,-5.761443796028235e-07,1.887937445650842e-06,1.0228717420011567e-05,-5.761443796028235e-07,3.002222725006978e-06
Vortex,XZ,0.007,0.0,0.048,-4.144239755490452e-06,-3.080446472107785e-07,8.155905413843818e-07,-4.144239755490452e-06,-3.080446472107785e-07,1.9298758207405176e-06
Vortex,XZ,-0.007,0.0,0.049,3.2319619276746903e-06,7.832367781405065e-08,5.421520372966236e-07,3.2319619276746903e-06,7.832367781405065e-08,1.6564373166527594e-06
Vortex,XZ,-0.006,0.0,0.049,-1.1114048440174686e-05,4.4370132869787834e-08,2.0136929851455196e-06,-1.1114048440174686e-05,4.4370132869787834e-08,3.1279782645016556e-06
Vortex,XZ,-0.005,0.0,0.049,-1.523840434205736e-05,-7.213444020801678e-07,4.121707508596238e-06,-1.523840434205736e-05,-7.213444020801678e-07,5.235992787952374e-06
Vortex,XZ,-0.004,0.0,0.049,-3.5190289555918287e-07,-2.107078961397922e-06,5.869260320610543e-06,-3.5190289555918287e-07,-2.107078961397922e-06,6.983545599966679e-06
Vortex,XZ,-0.003,0.0,0.049,2.524366803208716e-05,-3.404003116795965e-06,6.219726649101499e-06,2.524366803208716e-05,-3.404003116795965e-06,7.334011928457635e-06
Vortex,XZ,-0.002,0.0,0.049,4.1128683220393024e-05,-3.7131669664345543e-06,4.8551372867195615e-06,4.1128683220393024e-05,-3.7131669664345543e-06,5.9694225660756975e-06
Vortex,XZ,-0.001,0.0,0.049,3.135020261188644e-05,-2.4693385917823054e-06,2.9328649439146633e-06,3.135020261188644e-05,-2.4693385917823054e-06,4.047150223270799e-06
Vortex,XZ,0.0,0.0,0.049,7.59763265648169e-11,1.173554325437448e-10,2.081596407132048e-06,7.59763265648169e-11,1.173554325437448e-10,3.1958816864881837e-06
Vortex,XZ,0.001,0.0,0.049,-3.135009946038674e-05,2.4695381563182715e-06,2.9328639423265415e-06,-3.135009946038674e-05,2.4695381563182715e-06,4.0471492216826775e-06
Vortex,XZ,0.002000000000000001,0.0,0.049,-4.112868400236698e-05,3.7132806446293618e-06,4.855136497571995e-06,-4.112868400236698e-05,3.7132806446293618e-06,5.969421776928131e-06
Vortex,XZ,0.003,0.0,0.049,-2.5243743427099106e-05,3.404025563928135e-06,6.219728821029349e-06,-2.5243743427099106e-05,3.404025563928135e-06,7.334014100385485e-06
Vortex,XZ,0.003999999999999999,0.0,0.049,3.518327903347958e-07,2.1070473323618703e-06,5.869264931358342e-06,3.518327903347958e-07,2.1070473323618703e-06,6.983550210714478e-06
Vortex,XZ,0.005,0.0,0.049,1.5238397068381568e-05,7.213084612074935e-07,4.1217099837407966e-06,1.5238397068381568e-05,7.213084612074935e-07,5.2359952630969325e-06
Vortex,XZ,0.006000000000000001,0.0,0.049,1.111409606947854e-05,-4.4379611345826674e-08,2.0136906698691403e-06,1.111409606947854e-05,-4.4379611345826674e-08,3.1279759492252763e-06
Vortex,XZ,0.007,0.0,0.049,-3.2319148203534015e-06,-7.830529696526521e-08,5.421470706301869e-07,-3.2319148203534015e-06,-7.830529696526521e-08,1.6564323499863227e-06
Vortex,XZ,-0.007,0.0,0.05,2.452211114308194e-06,-1.6302385488516607e-07,3.03346899360884e-07,2.452211114308194e-06,-1.6302385488516607e-07,1.4176321787170198e-06
Vortex,XZ,-0.006,0.0,0.05,-1.1636792160357382e-05,-5.310616821662723e-07,2.103542244647847e-06,-1.1636792160357382e-05,-5.310616821662723e-07,3.217827524003983e-06
Vortex,XZ,-0.005,0.0,0.05,-1.5159601048942901e-05,-1.4708882719905761e-06,4.515909842744721e-06,-1.5159601048942901e-05,-1.4708882719905761e-06,5.630195122100857e-06
Vortex,XZ,-0.004,0.0,0.05,-6.426800693214726e-08,-2.7804255868322174e-06,6.330436721225898e-06,-6.426800693214726e-08,-2.7804255868322174e-06,7.444722000582034e-06
Vortex,XZ,-0.003,0.0,0.05,2.5293433893904682e-05,-3.830392363065917e-06,6.188004475597732e-06,2.5293433893904682e-05,-3.830392363065917e-06,7.302289754953868e-06
Vortex,XZ,-0.002,0.0,0.05,4.106713081129507e-05,-3.894409851603333e-06,3.943467763991773e-06,4.106713081129507e-05,-3.894409851603333e-06,5.057753043347909e-06
Vortex,XZ,-0.001,0.0,0.05,3.1373915660458446e-05,-2.5307993493725548e-06,1.1590603689781986e-06,3.1373915660458446e-05,-2.5307993493725548e-06,2.2733456483343344e-06
Vortex,XZ,0.0,0.0,0.05,7.489297117889795e-11,1.1469044566322055e-10,-6.807267143926292e-08,7.489297117889795e-11,1.1469044566322055e-10,1.0462126079168729e-06
Vortex,XZ,0.001,0.0,0.05,-3.137381446554919e-05,2.530993666534927e-06,1.1590551792113745e-06,-3.137381446554919e-05,2.530993666534927e-06,2.2733404585675103e-06
Vortex,XZ,0.002000000000000001,0.0,0.05,-4.1067133462812936e-05,3.894520182871147e-06,3.943460640529509e-06,-4.1067133462812936e-05,3.894520182871147e-06,5.057745919885645e-06
Vortex,XZ,0.003,0.0,0.05,-2.5293511558634415e-05,3.830413482540676e-06,6.188000478922958e-06,-2.5293511558634415e-05,3.830413482540676e-06,7.302285758279094e-06
Vortex,XZ,0.003999999999999999,0.0,0.05,6.419512973960685e-08,2.7803945185649743e-06,6.330436659294158e-06,6.419512973960685e-08,2.7803945185649743e-06,7.444721938650294e-06
Vortex,XZ,0.005,0.0,0.05,1.5159591353029473e-05,1.4708540363380664e-06,4.515909877047422e-06,1.5159591353029473e-05,1.4708540363380664e-06,5.630195156403558e-06
Vortex,XZ,0.006000000000000001,0.0,0.05,1.1636838914910104e-05,5.310538470778268e-07,2.1035389878815457e-06,1.1636838914910104e-05,5.310538470778268e-07,3.2178242672376816e-06
Vortex,XZ,0.007,0.0,0.05,-2.4521618908962117e-06,1.6304306094129013e-07,3.033415458187244e-07,-2.4521618908962117e-06,1.6304306094129013e-07,1.4176268251748602e-06
Vortex,XZ,-0.007,0.0,0.051000000000000004,1.8073601098755249e-06,-4.1907853723840876e-07,1.1866602791931443e-07,1.8073601098755249e-06,-4.1907853723840876e-07,1.2329513072754502e-06
Vortex,XZ,-0.006,0.0,0.051000000000000004,-1.1844190432207369e-05,-1.062772605901267e-06,2.11001438421496e-06,-1.1844190432207369e-05,-1.062772605901267e-06,3.224299663571096e-06
Vortex,XZ,-0.005,0.0,0.051000000000000004,-1.4918294560756708e-05,-2.148220773598619e-06,4.773118643421548e-06,-1.4918294560756708e-05,-2.148220773598619e-06,5.887403922777684e-06
Vortex,XZ,-0.004,0.0,0.051000000000000004,1.819131046684346e-08,-3.376247316032691e-06,6.632150007812319e-06,1.819131046684346e-08,-3.376247316032691e-06,7.746435287168455e-06
Vortex,XZ,-0.003,0.0,0.051000000000000004,2.4738929372298845e-05,-4.145568068966408e-06,6.0350670125937136e-06,2.4738929372298845e-05,-4.145568068966408e-06,7.1493522919498496e-06
Vortex,XZ,-0.002,0.0,0.051000000000000004,4.012623442389128e-05,-3.919771074012922e-06,3.028261121917955e-06,4.012623442389128e-05,-3.919771074012922e-06,4.142546401274091e-06
Vortex,XZ,-0.001,0.0,0.051000000000000004,3.072579562393351e-05,-2.482467006645716e-06,-5.464946879474607e-07,3.072579562393351e-05,-2.482467006645716e-06,5.67790591408675e-07
Vortex,XZ,0.0,0.0,0.051000000000000004,7.272943118349793e-11,1.1026408239488884e-10,-2.150115851683358e-06,7.272943118349793e-11,1.1026408239488884e-10,-1.0358305723272226e-06
Vortex,XZ,0.001,0.0,0.051000000000000004,-3.07256978186245e-05,2.4826534707468814e-06,-5.465038849579414e-07,-3.07256978186245e-05,2.4826534707468814e-06,5.677813943981944e-07
Vortex,XZ,0.002000000000000001,0.0,0.051000000000000004,-4.012623886683941e-05,3.919876540377346e-06,3.0282478158549065e-06,-4.012623886683941e-05,3.919876540377346e-06,4.1425330952110425e-06
Vortex,XZ,0.003,0.0,0.051000000000000004,-2.473900836169332e-05,4.1455874875272515e-06,6.03505689918602e-06,-2.473900836169332e-05,4.1455874875272515e-06,7.149342178542156e-06
Vortex,XZ,0.003999999999999999,0.0,0.051000000000000004,-1.8266256624506475e-08,3.3762170510834608e-06,6.632145079395268e-06,-1.8266256624506475e-08,3.3762170510834608e-06,7.746430358751404e-06
Vortex,XZ,0.005,0.0,0.051000000000000004,1.4918282558906953e-05,2.1481884034265713e-06,4.773116126031823e-06,1.4918282558906953e-05,2.1481884034265713e-06,5.887401405387959e-06
Vortex,XZ,0.006000000000000001,0.0,0.051000000000000004,1.1844235984668027e-05,1.0627663694948473e-06,2.1100104211735042e-06,1.1844235984668027e-05,1.0627663694948473e-06,3.22429570052964e-06
Vortex,XZ,0.007,0.0,0.051000000000000004,-1.8073095438398743e-06,4.1909851630126675e-07,1.1866072916906839e-07,-1.8073095438398743e-06,4.1909851630126675e-07,1.2329460085252042e-06
Vortex,XZ,-0.007,0.0,0.052000000000000005,1.3446886594755493e-06,-7.111309471165867e-07,-2.4468516204483994e-08,1.3446886594755493e-06,-7.111309471165867e-07,1.0898167631516518e-06
Vortex,XZ,-0.006,0.0,0.052000000000000005,-1.1791107613943258e-05,-1.5880108589118397e-06,2.053118892001143e-06,-1.1791107613943258e-05,-1.5880108589118397e-06,3.167404171357279e-06
Vortex,XZ,-0.005,0.0,0.052000000000000005,-1.455145947187711e-05,-2.75260504880182e-06,4.882961854608312e-06,-1.455145947187711e-05,-2.75260504880182e-06,5.997247133964448e-06
Vortex,XZ,-0.004,0.0,0.052000000000000005,-2.4858347899654642e-08,-3.8537067171277205e-06,6.681080346997951e-06,-2.4858347899654642e-08,-3.8537067171277205e-06,7.795365626354087e-06
Vortex,XZ,-0.003,0.0,0.052000000000000005,2.3726584394071813e-05,-4.328752316145947e-06,5.701390261206234e-06,2.3726584394071813e-05,-4.328752316145947e-06,6.81567554056237e-06
Vortex,XZ,-0.002,0.0,0.052000000000000005,3.841190765713779e-05,-3.853230042746737e-06,2.1082572534207167e-06,3.841190765713779e-05,-3.853230042746737e-06,3.2225425327768526e-06
Vortex,XZ,-0.001,0.0,0.052000000000000005,2.943463294843194e-05,-2.324608104622116e-06,-2.079456201996802e-06,2.943463294843194e-05,-2.324608104622116e-06,-9.651709226406664e-07
Vortex,XZ,0.0,0.0,0.052000000000000005,6.95925916189787e-11,1.0416569568295797e-10,-3.973185000236212e-06,6.95925916189787e-11,1.0416569568295797e-10,-2.8588997208800767e-06
Vortex,XZ,0.001,0.0,0.052000000000000005,-2.9434539647144665e-05,2.3247843172265092e-06,-2.079469041239269e-06,-2.9434539647144665e-05,2.3247843172265092e-06,-9.65183761883133e-07
Vortex,XZ,0.002000000000000001,0.0,0.052000000000000005,-3.8411913811934544e-05,3.8533288710384284e-06,2.108238342116689e-06,-3.8411913811934544e-05,3.8533288710384284e-06,3.222523621472825e-06
Vortex,XZ,0.003,0.0,0.052000000000000005,-2.3726663832804162e-05,4.328769642986641e-06,5.701374369354297e-06,-2.3726663832804162e-05,4.328769642986641e-06,6.815659648710433e-06
Vortex,XZ,0.003999999999999999,0.0,0.052000000000000005,2.4782270557270616e-08,3.85367749343348e-06,6.681070813021517e-06,2.4782270557270616e-08,3.85367749343348e-06,7.795356092377653e-06
Vortex,XZ,0.005,0.0,0.052000000000000005,1.4551445541323263e-05,2.7525747403862906e-06,4.882956970630629e-06,1.4551445541323263e-05,2.7525747403862906e-06,5.997242249986765e-06
Vortex,XZ,0.006000000000000001,0.0,0.052000000000000005,1.1791151694276789e-05,1.5880063491815343e-06,2.0531144572183534e-06,1.1791151694276789e-05,1.5880063491815343e-06,3.1673997365744893e-06
Vortex,XZ,0.007,0.0,0.052000000000000005,-1.3446376087356776e-06,7.111515297146457e-07,-2.4473599508555815e-08,-1.3446376087356776e-06,7.111515297146457e-07,1.08981167984758e-06
Vortex,XZ,-0.007,0.0,0.053000000000000005,1.1158207995623036e-06,-9.969281154354217e-07,-2.0650085790244234e-07,1.1158207995623036e-06,-9.969281154354217e-07,9.077844214536934e-07
Vortex,XZ,-0.006,0.0,0.053000000000000005,-1.1483679376706654e-05,-2.092948249244073e-06,1.9696018327315023e-06,-1.1483679376706654e-05,-2.092948249244073e-06,3.0838871120876383e-06
Vortex,XZ,-0.005,0.0,0.053000000000000005,-1.4094023495169927e-05,-3.30334279864265e-06,4.828340742391197e-06,-1.4094023495169927e-05,-3.30334279864265e-06,5.942626021747333e-06
Vortex,XZ,-0.004,0.0,0.053000000000000005,-2.541877130614072e-07,-4.2139754819865775e-06,6.495576655211906e-06,-2.541877130614072e-07,-4.2139754819865775e-06,7.609861934568042e-06
Vortex,XZ,-0.003,0.0,0.053000000000000005,2.229951982542018e-05,-4.400653302969177e-06,5.179696205010166e-06,2.229951982542018e-05,-4.400653302969177e-06,6.293981484366302e-06
Vortex,XZ,-0.002,0.0,0.053000000000000005,3.603694643573342e-05,-3.6911501407033998e-06,1.0785680783103452e-06,3.603694643573342e-05,-3.6911501407033998e-06,2.192853357666481e-06
Vortex,XZ,-0.001,0.0,0.053000000000000005,2.757682511633735e-05,-2.1659284164907205e-06,-3.424198404205136e-06,2.757682511633735e-05,-2.1659284164907205e-06,-2.3099131248490005e-06
Vortex,XZ,0.0,0.0,0.053000000000000005,6.559336373093079e-11,9.693600960806372e-11,-5.426850731364054e-06,6.559336373093079e-11,9.693600960806372e-11,-4.312565452007918e-06
Vortex,XZ,0.001,0.0,0.053000000000000005,-2.7576737550639576e-05,2.1660923507122707e-06,-3.424214296799956e-06,-2.7576737550639576e-05,2.1660923507122707e-06,-2.3099290174438205e-06
Vortex,XZ,0.002000000000000001,0.0,0.053000000000000005,-3.603695408952833e-05,3.6912414794620964e-06,1.0785447100794173e-06,-3.603695408952833e-05,3.6912414794620964e-06,2.192829989435553e-06
Vortex,XZ,0.003,0.0,0.053000000000000005,-2.2299598591327182e-05,4.4006686149416795e-06,5.179675250438707e-06,-2.2299598591327182e-05,4.4006686149416795e-06,6.293960529794843e-06
Vortex,XZ,0.003999999999999999,0.0,0.053000000000000005,2.541117624518216e-07,4.213947608049794e-06,6.495563313399525e-06,2.541117624518216e-07,4.213947608049794e-06,7.609848592755661e-06
Vortex,XZ,0.005,0.0,0.053000000000000005,1.4094008188044797e-05,3.303314859785888e-06,4.828333957964342e-06,1.4094008188044797e-05,3.303314859785888e-06,5.942619237320478e-06
Vortex,XZ,0.006000000000000001,0.0,0.053000000000000005,1.1483721814730735e-05,2.0929457015379366e-06,1.9695972229012414e-06,1.1483721814730735e-05,2.0929457015379366e-06,3.083882502257377e-06
Vortex,XZ,0.007,0.0,0.053000000000000005,-1.1157698456954026e-06,9.969492205493586e-07,-2.065056491966024e-07,-1.1157698456954026e-06,9.969492205493586e-07,9.077796301595334e-07
Vortex,XZ,-0.007,0.0,0.054,1.0481097077854608e-06,-1.2640270277092317e-06,-3.6366628740125285e-07,1.0481097077854608e-06,-1.2640270277092317e-06,7.506189919548829e-07
Vortex,XZ,-0.006,0.0,0.054,-1.091728855050591e-05,-2.5484617189969375e-06,1.7875864253393418e-06,-1.091728855050591e-05,-2.5484617189969375e-06,2.9018717046954775e-06
Vortex,XZ,-0.005,0.0,0.054,-1.3581020830492083e-05,-3.7666122174392876e-06,4.601643592997618e-06,-1.3581020830492083e-05,-3.7666122174392876e-06,5.715928872353754e-06
Vortex,XZ,-0.004,0.0,0.054,-6.352334483478767e-07,-4.474916539248477e-06,6.111536005512607e-06,-6.352334483478767e-07,-4.474916539248477e-06,7.225821284868743e-06
Vortex,XZ,-0.003,0.0,0.054,2.0440713811541736e-05,-4.436382985872145e-06,4.515347735281608e-06,2.0440713811541736e-05,-4.436382985872145e-06,5.629633014637744e-06
Vortex,XZ,-0.002,0.0,0.054,3.3223549916577725e-05,-3.5455364168744643e-06,1.0354726231606554e-07,3.3223549916577725e-05,-3.5455364168744643e-06,1.2178325416722013e-06
Vortex,XZ,-0.001,0.0,0.054,2.5448914113030212e-05,-1.990803789707667e-06,-4.572544664875638e-06,2.5448914113030212e-05,-1.990803789707667e-06,-3.458259385519502e-06
Vortex,XZ,0.0,0.0,0.054,6.088726794831479e-11,8.882307247014198e-11,-6.532404580354272e-06,6.088726794831479e-11,8.882307247014198e-11,-5.418119300998136e-06
Vortex,XZ,0.001,0.0,0.054,-2.5448833751928748e-05,1.9909539008537293e-06,-4.572562514421314e-06,-2.5448833751928748e-05,1.9909539008537293e-06,-3.4582772350651776e-06
Vortex,XZ,0.002000000000000001,0.0,0.054,-3.322355948625435e-05,3.5456192930884827e-06,1.035202654115935e-07,-3.322355948625435e-05,3.5456192930884827e-06,1.2178055447677293e-06
Vortex,XZ,0.003,0.0,0.054,-2.0440790873357083e-05,4.4363959706134865e-06,4.515322808418977e-06,-2.0440790873357083e-05,4.4363959706134865e-06,5.629608087775113e-06
Vortex,XZ,0.003999999999999999,0.0,0.054,6.351591137624405e-07,4.474890369360007e-06,6.111519792697987e-06,6.351591137624405e-07,4.474890369360007e-06,7.225805072054123e-06
Vortex,XZ,0.005,0.0,0.054,1.3581005193169551e-05,3.7665871253866124e-06,4.601635438558466e-06,1.3581005193169551e-05,3.7665871253866124e-06,5.715920717914602e-06
Vortex,XZ,0.006000000000000001,0.0,0.054,1.0917329302168486e-05,2.5484612173523086e-06,1.7875819979128267e-06,1.0917329302168486e-05,2.5484612173523086e-06,2.9018672772689625e-06
Vortex,XZ,0.007,0.0,0.054,-1.0480594485810197e-06,1.2640484075595915e-06,-3.636706940770116e-07,-1.0480594485810197e-06,1.2640484075595915e-06,7.506145852791242e-07
Vortex,XZ,-0.007,0.0,0.055,1.0852335079665602e-06,-1.443370891290831e-06,-4.7455149744946173e-07,1.0852335079665602e-06,-1.443370891290831e-06,6.39733781906674e-07
Vortex,XZ,-0.006,0.0,0.055,-1.0183780501550395e-05,-2.850938570601801e-06,1.546480555708402e-06,-1.0183780501550395e-05,-2.850938570601801e-06,2.660765835064538e-06
Vortex,XZ,-0.005,0.0,0.055,-1.2934356653698532e-05,-4.051729286360807e-06,4.2358133975473234e-06,-1.2934356653698532e-05,-4.051729286360807e-06,5.350098676903459e-06
Vortex,XZ,-0.004,0.0,0.055,-1.1676735517256804e-06,-4.618795451595693e-06,5.554054153087708e-06,-1.1676735517256804e-06,-4.618795451595693e-06,6.668339432443844e-06
Vortex,XZ,-0.003,0.0,0.055,1.8244709833028738e-05,-4.385098844960891e-06,3.812080500956297e-06,1.8244709833028738e-05,-4.385098844960891e-06,4.926365780312433e-06
Vortex,XZ,-0.002,0.0,0.055,3.0108201587054084e-05,-3.366695789649917e-06,-7.059541650322795e-07,3.0108201587054084e-05,-3.366695789649917e-06,4.0833111432385624e-07
Vortex,XZ,-0.001,0.0,0.055,2.3145496901639884e-05,-1.7844785437210362e-06,-5.461634540063221e-06,2.3145496901639884e-05,-1.7844785437210362e-06,-4.347349260707085e-06
Vortex,XZ,0.0,0.0,0.055,5.5509110332264714e-11,8.018642137474862e-11,-7.466865593551521e-06,5.5509110332264714e-11,8.018642137474862e-11,-6.3525803141953854e-06
Vortex,XZ,0.001,0.0,0.055,-2.3145424497714306e-05,1.7846136936107345e-06,-5.461653509943199e-06,-2.3145424497714306e-05,1.7846136936107345e-06,-4.347368230587063e-06
Vortex,XZ,0.002000000000000001,0.0,0.055,-3.0108213359798345e-05,3.366769262336187e-06,-7.059834725285795e-07,-3.0108213359798345e-05,3.366769262336187e-06,4.0830180682755623e-07
Vortex,XZ,0.003,0.0,0.055,-1.8244784578801782e-05,4.385109105110498e-06,3.8120532118289794e-06,-1.8244784578801782e-05,4.385109105110498e-06,4.926338491185115e-06
Vortex,XZ,0.003999999999999999,0.0,0.055,1.1676022590973085e-06,4.618771201189143e-06,5.554036332563511e-06,1.1676022590973085e-06,4.618771201189143e-06,6.668321611919647e-06
Vortex,XZ,0.005,0.0,0.055,1.2934341814338764e-05,4.051707429958537e-06,4.235804514536066e-06,1.2934341814338764e-05,4.051707429958537e-06,5.350089793892202e-06
Vortex,XZ,0.006000000000000001,0.0,0.055,1.0183819882506983e-05,2.8509400267728204e-06,1.5464760575865e-06,1.0183819882506983e-05,2.8509400267728204e-06,2.660761336942636e-06
Vortex,XZ,0.007,0.0,0.055,-1.0851844710349375e-06,1.4433921792526036e-06,-4.745556957095906e-07,-1.0851844710349375e-06,1.4433921792526036e-06,6.397295836465452e-07
Vortex,XZ,-0.007,0.0,0.056,1.1444810258662842e-06,-1.556027467068304e-06,-5.931711113902054e-07,1.1444810258662842e-06,-1.556027467068304e-06,5.211141679659303e-07
Vortex,XZ,-0.006,0.0,0.056,-9.3283281069154e-06,-3.037106734627082e-06,1.2309744773049789e-06,-9.3283281069154e-06,-3.037106734627082e-06,2.3452597566611147e-06
Vortex,XZ,-0.005,0.0,0.056,-1.2163349589118306e-05,-4.192240648551296e-06,3.706427461613851e-06,-1.2163349589118306e-05,-4.192240648551296e-06,4.820712740969987e-06
Vortex,XZ,-0.004,0.0,0.056,-1.768248373552041e-06,-4.636949170035491e-06,4.8702519718737765e-06,-1.768248373552041e-06,-4.636949170035491e-06,5.9845372512299124e-06
Vortex,XZ,-0.003,0.0,0.056,1.5891551685949027e-05,-4.273818072076732e-06,3.098347845637164e-06,1.5891551685949027e-05,-4.273818072076732e-06,4.2126331249933e-06
Vortex,XZ,-0.002,0.0,0.056,2.6786319103573407e-05,-3.179983278465865e-06,-1.3663357415107087e-06,2.6786319103573407e-05,-3.179983278465865e-06,-2.520504621545728e-07
Vortex,XZ,-0.001,0.0,0.056,2.0702141661517243e-05,-1.6032959514123517e-06,-6.093918282298414e-06,2.0702141661517243e-05,-1.6032959514123517e-06,-4.979633002942278e-06
Vortex,XZ,0.0,0.0,0.056,4.958369937281686e-11,7.123724935494616e-11,-8.120231334191864e-06,4.958369937281686e-11,7.123724935494616e-11,-7.005946054835728e-06
Vortex,XZ,0.001,0.0,0.056,-2.0702077789094837e-05,1.603415554787083e-06,-6.093937548655427e-06,-2.0702077789094837e-05,1.603415554787083e-06,-4.979652269299291e-06
Vortex,XZ,0.002000000000000001,0.0,0.056,-2.6786333004351467e-05,3.1800472224129794e-06,-1.366365810497917e-06,-2.6786333004351467e-05,3.1800472224129794e-06,-2.52080531141781e-07
Vortex,XZ,0.003,0.0,0.056,-1.5891623391507107e-05,4.273825445844122e-06,3.0983199068547177e-06,-1.5891623391507107e-05,4.273825445844122e-06,4.212605186210854e-06
Vortex,XZ,0.003999999999999999,0.0,0.056,1.7681813526153175e-06,4.636926955599846e-06,4.870233987975783e-06,1.7681813526153175e-06,4.636926955599846e-06,5.984519267331919e-06
Vortex,XZ,0.005,0.0,0.056,1.2163336397756693e-05,4.192222092532264e-06,3.7064186979983733e-06,1.2163336397756693e-05,4.192222092532264e-06,4.820703977354509e-06
