method,finite_ka_root_found,finite_ka_root_class,finite_ka_locally_restoring,finite_ka_equilibrium_x_m,finite_ka_equilibrium_y_m,finite_ka_equilibrium_z_m,finite_ka_displacement_x_m,finite_ka_displacement_y_m,finite_ka_displacement_z_m,finite_ka_displacement_m,finite_ka_displacement_um,finite_ka_displacement_a,finite_ka_candidate_x_m,finite_ka_candidate_y_m,finite_ka_candidate_z_m,finite_ka_candidate_displacement_x_m,finite_ka_candidate_displacement_y_m,finite_ka_candidate_displacement_z_m,finite_ka_candidate_displacement_m,finite_ka_candidate_displacement_a,finite_ka_root_residual_scaled,finite_ka_candidate_residual_scaled,finite_ka_root_on_search_boundary,finite_ka_candidate_on_search_boundary,finite_ka_root_nfev,finite_ka_candidate_nfev,finite_ka_selected_optimizer_success,finite_ka_selected_optimizer_message,finite_ka_selected_start_a_json,finite_ka_target_force_x_n,finite_ka_target_force_y_n,finite_ka_target_force_z_n,finite_ka_target_force_norm_n,finite_ka_target_radiation_force_x_n,finite_ka_target_radiation_force_y_n,finite_ka_target_radiation_force_z_n,finite_ka_target_radiation_force_norm_n,finite_ka_effective_gravity_x_n,finite_ka_effective_gravity_y_n,finite_ka_effective_gravity_z_n,finite_ka_effective_weight_n,finite_ka_equilibrium_force_x_n,finite_ka_equilibrium_force_y_n,finite_ka_equilibrium_force_z_n,finite_ka_equilibrium_radiation_force_x_n,finite_ka_equilibrium_radiation_force_y_n,finite_ka_equilibrium_radiation_force_z_n,finite_ka_candidate_force_x_n,finite_ka_candidate_force_y_n,finite_ka_candidate_force_z_n,finite_ka_stiffness_min_n_m,finite_ka_stiffness_mid_n_m,finite_ka_stiffness_max_n_m,finite_ka_stiffness_eigenvalues_n_m_json,finite_ka_stiffness_matrix_n_m_json,finite_ka_force_jacobian_n_m_json,finite_ka_antisymmetric_jacobian_fro_n_m,finite_ka_candidate_stiffness_eigenvalues_n_m_json,finite_ka_candidate_stiffness_matrix_n_m_json,finite_ka_candidate_force_jacobian_n_m_json,finite_ka_candidate_antisymmetric_jacobian_fro_n_m,finite_ka_projection_residual_target,finite_ka_projection_residual_equilibrium,finite_ka_projection_residual_candidate,finite_ka_projection_condition,finite_ka_model_name,finite_ka_model_metadata_json,run_id,task,seed,ablation,alpha,alpha_factor,target_id,target_x_m,target_y_m,target_z_m,phase_content_id,validation_source,validation_cache_status,evidence_status
GFE,True,resolved-restoring,True,-1.1088664914823185e-05,0.01008449504117639,0.03029693820663654,-1.1088664914823185e-05,1.7828374509722827e-05,0.0002969382066365413,0.0002976795390815053,297.6795390815053,0.4579685216638543,-1.1088664914823185e-05,0.01008449504117639,0.03029693820663654,-1.1088664914823185e-05,1.7828374509722827e-05,0.0002969382066365413,0.0002976795390815053,0.4579685216638543,1.2518011567705504e-11,1.2518011567705504e-11,False,False,9,9,True,`xtol` termination condition is satisfied.,"[0.0, 1.0, 0.0]",-2.7916836098497198e-08,-1.0439466764321318e-07,4.846684471385955e-07,4.965693305288043e-07,-2.7916836098497198e-08,-1.0439466764321318e-07,1.5989537264947313e-06,1.6026012029951416e-06,0.0,0.0,-1.1142852793561358e-06,1.1142852793561358e-06,-5.172062585273563e-18,-7.680259490991555e-18,1.0432057778383963e-17,-5.172062585273563e-18,-7.680259490991555e-18,1.1142852793665678e-06,-5.172062585273563e-18,-7.680259490991555e-18,1.0432057778383963e-17,0.0016594492999773278,0.006743995778508346,0.03381559728755153,"[0.0016594492999773278, 0.006743995778508346, 0.03381559728755153]","[[0.007515666158500744, -0.004488248828092173, 0.00043904882406361654], [-0.004488248828092173, 0.032847433557697994, -0.002466975463510441], [0.00043904882406361654, -0.002466975463510441, 0.0018559426498384807]]","[[-0.007515666158500744, 0.004448761499693076, -0.0004572269521038852], [0.00452773615649127, -0.032847433557697994, 0.0024889381997785635], [-0.0004208706960233479, 0.0024450127272423188, -0.0018559426498384807]]",6.887750325802503e-05,"[0.0016594492999773278, 0.006743995778508346, 0.03381559728755153]","[[0.007515666158500744, -0.004488248828092173, 0.00043904882406361654], [-0.004488248828092173, 0.032847433557697994, -0.002466975463510441], [0.00043904882406361654, -0.002466975463510441, 0.0018559426498384807]]","[[-0.007515666158500744, 0.004448761499693076, -0.0004572269521038852], [0.00452773615649127, -0.032847433557697994, 0.0024889381997785635], [-0.0004208706960233479, 0.0024450127272423188, -0.0018559426498384807]]",6.887750325802503e-05,0.0034918679057621307,0.003114539282686235,0.003114539282686235,1.4302614160685585,finite-ka elastic-solid-sphere partial-wave reference,"{""angular_frequency_rad_s"": 251327.41228718346, ""elastic_boundary_conditions"": ""normal velocity and normal traction continuous; tangential traction zero"", ""elastic_scattering_reference"": ""Faran, JASA 23, 405-418 (1951), doi:10.1121/1.1906780"", ""equilibrium_centered"": true, ""equilibrium_force_evaluation"": {""control_radius_a"": 2.0, ""lmax"": 3, ""projection_condition"": 1.4302614160685585, ""projection_residual"": 0.003114539282686235, ""surface_points"": 128, ""velocity_step_a"": 0.002}, ""equilibrium_root_protocol"": {""max_nfev_per_start"": 14, ""number_of_starts"": 7, ""numerical_root_tolerance_scaled_force"": 0.0025, ""search_half_width_a"": 4.0, ""selection"": ""target-nearest converged numerical root""}, ""field"": {""directivity_model"": ""murata_table"", ""field_type"": ""ArbitraryArrayPressureField"", ""frequency_hz"": 40000.0, ""front_only"": true, ""number_of_elements"": 256, ""piston_radius_m"": 0.005, ""pressure_phasor"": {""amplitude_convention"": ""peak pressure phasor"", ""outgoing_wave"": ""exp(+i k r) / r"", ""time_dependence"": ""p(x,t) = Re[p_hat(x) exp(-i omega t)]""}, ""sound_speed_m_s"": 343.0, ""source_calibration"": ""120 dB SPL re 20 uPa RMS at 0.30 m on axis; converted to peak phasor"", ""source_strength_pa_m_peak"": 8.48528137423857, ""wavenumber_rad_m"": 732.7329804291063}, ""frequency_hz"": 40000.0, ""include_effective_gravity"": true, ""jacobian_step_a"": 0.1, ""jacobian_step_m"": 6.5e-05, ""ka"": 0.47627643727891905, ""medium"": {""density_kg_m3"": 1.225, ""dynamic_viscosity_pa_s"": 1.854e-05, ""gravity_m_s2"": 9.80665, ""sound_speed_m_s"": 343.0}, ""model_name"": ""finite-ka elastic-solid-sphere partial-wave reference"", ""model_role"": ""independent finite-ka elastic-bead force reference"", ""model_scope"": ""homogeneous isotropic elastic solid sphere with internal longitudinal and shear modes; inviscid host momentum-flux integration; no thermoviscous, streaming, wall, or multiple-scattering correction"", ""partial_wave_numerics"": {""control_radius_a"": 2.0, ""fit_n_mu"": 6, ""fit_n_phi"": 12, ""fit_rcond"": 1e-12, ""fit_shell_wavelengths"": [0.1, 0.16, 0.22], ""lmax"": 3, ""surface_n_mu"": 8, ""surface_n_phi"": 16, ""velocity_step_a"": 0.002}, ""pressure_phasor"": {""amplitude_convention"": ""peak pressure phasor"", ""outgoing_wave"": ""exp(+i k r) / r"", ""time_dependence"": ""p(x,t) = Re[p_hat(x) exp(-i omega t)]""}, ""sphere"": {""bulk_modulus_pa"": 399666666.6666667, ""compressibility_pa_inverse"": 2.50208507089241e-09, ""density_kg_m3"": 100.0, ""lame_first_parameter_pa"": 311500000.0, ""longitudinal_sound_speed_m_s"": 2400.0, ""material_label"": ""declared homogeneous isotropic elastic bead"", ""parameter_provenance"": ""declared simulation defaults; replace density and elastic wave speeds with measured bead values for quantitative experiment matching"", ""particle_model"": ""homogeneous isotropic elastic solid sphere"", ""poisson_ratio"": 0.35098591549295777, ""radius_m"": 0.00065, ""shear_modulus_pa"": 132250000.0, ""shear_sound_speed_m_s"": 1150.0, ""volume_m3"": 1.1503465099894626e-09, ""young_modulus_pa"": 357335774.64788735}, ""target_force_evaluation"": {""control_radius_a"": 2.0, ""lmax"": 3, ""projection_condition"": 1.4302614160685585, ""projection_residual"": 0.0034918679057621307, ""surface_points"": 128, ""velocity_step_a"": 0.002}, ""wavelength_m"": 0.008575, ""wavenumber_rad_m"": 732.7329804291063}",STD_GFE_gamma1_eps1_seed260869,Triple,260869,GFE,3000.0,1.0,T1,0.0,0.010066666666666666,0.03,000000000000080f41d566cd4e7b05fe,smoke_outputs\cache\finite_ka_static_validation\0000000000000912336579fbafe90c04.pkl,compatible frozen-command elastic cache,SMOKE
GFE,True,resolved-restoring,True,-0.008786916451866094,-0.007564658935794745,0.030226920939471432,1.3083548133906858e-05,-3.132560246141194e-05,0.00022692093947143319,0.00022944625813453687,229.44625813453686,0.3529942432839029,-0.008786916451866094,-0.007564658935794745,0.030226920939471432,1.3083548133906858e-05,-3.132560246141194e-05,0.00022692093947143319,0.00022944625813453687,0.3529942432839029,1.3805733044346756e-11,1.3805733044346756e-11,False,False,8,8,True,`xtol` termination condition is satisfied.,"[0.0, 0.0, 1.0]",2.2458832979605062e-07,-2.9674763468839132e-08,3.024591126923973e-07,3.778915510013203e-07,2.2458832979605062e-07,-2.9674763468839132e-08,1.416744392048533e-06,1.4347422004905547e-06,0.0,0.0,-1.1142852793561358e-06,1.1142852793561358e-06,-1.3494333345614475e-17,6.770675042418418e-18,2.9519098211812367e-18,-1.3494333345614475e-17,6.770675042418418e-18,1.1142852793590877e-06,-1.3494333345614475e-17,6.770675042418418e-18,2.9519098211812367e-18,0.001331757254211047,0.005804347833835116,0.03281616999453825,"[0.001331757254211047, 0.005804347833835116, 0.03281616999453825]","[[0.024716818921372893, 0.012302616531072655, 0.0013870997324454347], [0.012302616531072655, 0.0137983345679596, 0.0011017515597676656], [0.0013870997324454347, 0.0011017515597676656, 0.001437121593251924]]","[[-0.024716818921372893, -0.011977520705037404, -0.0013534118243152314], [-0.012627712357107907, -0.0137983345679596, -0.0010851467225802085], [-0.0014207876405756383, -0.0011183563969551227, -0.001437121593251924]]",0.0004628129036181976,"[0.001331757254211047, 0.005804347833835116, 0.03281616999453825]","[[0.024716818921372893, 0.012302616531072655, 0.0013870997324454347], [0.012302616531072655, 0.0137983345679596, 0.0011017515597676656], [0.0013870997324454347, 0.0011017515597676656, 0.001437121593251924]]","[[-0.024716818921372893, -0.011977520705037404, -0.0013534118243152314], [-0.012627712357107907, -0.0137983345679596, -0.0010851467225802085], [-0.0014207876405756383, -0.0011183563969551227, -0.001437121593251924]]",0.0004628129036181976,0.004988128728971284,0.004878589933074606,0.004878589933074606,1.4302614160685585,finite-ka elastic-solid-sphere partial-wave reference,"{""angular_frequency_rad_s"": 251327.41228718346, ""elastic_boundary_conditions"": ""normal velocity and normal traction continuous; tangential traction zero"", ""elastic_scattering_reference"": ""Faran, JASA 23, 405-418 (1951), doi:10.1121/1.1906780"", ""equilibrium_centered"": true, ""equilibrium_force_evaluation"": {""control_radius_a"": 2.0, ""lmax"": 3, ""projection_condition"": 1.4302614160685585, ""projection_residual"": 0.004878589933074606, ""surface_points"": 128, ""velocity_step_a"": 0.002}, ""equilibrium_root_protocol"": {""max_nfev_per_start"": 14, ""number_of_starts"": 7, ""numerical_root_tolerance_scaled_force"": 0.0025, ""search_half_width_a"": 4.0, ""selection"": ""target-nearest converged numerical root""}, ""field"": {""directivity_model"": ""murata_table"", ""field_type"": ""ArbitraryArrayPressureField"", ""frequency_hz"": 40000.0, ""front_only"": true, ""number_of_elements"": 256, ""piston_radius_m"": 0.005, ""pressure_phasor"": {""amplitude_convention"": ""peak pressure phasor"", ""outgoing_wave"": ""exp(+i k r) / r"", ""time_dependence"": ""p(x,t) = Re[p_hat(x) exp(-i omega t)]""}, ""sound_speed_m_s"": 343.0, ""source_calibration"": ""120 dB SPL re 20 uPa RMS at 0.30 m on axis; converted to peak phasor"", ""source_strength_pa_m_peak"": 8.48528137423857, ""wavenumber_rad_m"": 732.7329804291063}, ""frequency_hz"": 40000.0, ""include_effective_gravity"": true, ""jacobian_step_a"": 0.1, ""jacobian_step_m"": 6.5e-05, ""ka"": 0.47627643727891905, ""medium"": {""density_kg_m3"": 1.225, ""dynamic_viscosity_pa_s"": 1.854e-05, ""gravity_m_s2"": 9.80665, ""sound_speed_m_s"": 343.0}, ""model_name"": ""finite-ka elastic-solid-sphere partial-wave reference"", ""model_role"": ""independent finite-ka elastic-bead force reference"", ""model_scope"": ""homogeneous isotropic elastic solid sphere with internal longitudinal and shear modes; inviscid host momentum-flux integration; no thermoviscous, streaming, wall, or multiple-scattering correction"", ""partial_wave_numerics"": {""control_radius_a"": 2.0, ""fit_n_mu"": 6, ""fit_n_phi"": 12, ""fit_rcond"": 1e-12, ""fit_shell_wavelengths"": [0.1, 0.16, 0.22], ""lmax"": 3, ""surface_n_mu"": 8, ""surface_n_phi"": 16, ""velocity_step_a"": 0.002}, ""pressure_phasor"": {""amplitude_convention"": ""peak pressure phasor"", ""outgoing_wave"": ""exp(+i k r) / r"", ""time_dependence"": ""p(x,t) = Re[p_hat(x) exp(-i omega t)]""}, ""sphere"": {""bulk_modulus_pa"": 399666666.6666667, ""compressibility_pa_inverse"": 2.50208507089241e-09, ""density_kg_m3"": 100.0, ""lame_first_parameter_pa"": 311500000.0, ""longitudinal_sound_speed_m_s"": 2400.0, ""material_label"": ""declared homogeneous isotropic elastic bead"", ""parameter_provenance"": ""declared simulation defaults; replace density and elastic wave speeds with measured bead values for quantitative experiment matching"", ""particle_model"": ""homogeneous isotropic elastic solid sphere"", ""poisson_ratio"": 0.35098591549295777, ""radius_m"": 0.00065, ""shear_modulus_pa"": 132250000.0, ""shear_sound_speed_m_s"": 1150.0, ""volume_m3"": 1.1503465099894626e-09, ""young_modulus_pa"": 357335774.64788735}, ""target_force_evaluation"": {""control_radius_a"": 2.0, ""lmax"": 3, ""projection_condition"": 1.4302614160685585, ""projection_residual"": 0.004988128728971284, ""surface_points"": 128, ""velocity_step_a"": 0.002}, ""wavelength_m"": 0.008575, ""wavenumber_rad_m"": 732.7329804291063}",STD_GFE_gamma1_eps1_seed260869,Triple,260869,GFE,3000.0,1.0,T2,-0.0088,-0.007533333333333333,0.03,000000000000080f41d566cd4e7b05fe,smoke_outputs\cache\finite_ka_static_validation\000000000000091732769c0cf16c0ce0.pkl,compatible frozen-command elastic cache,SMOKE
GFE,True,resolved-restoring,True,0.008809821720495783,-0.007540810024679314,0.030190779254735962,9.821720495782962e-06,-7.476691345981515e-06,0.00019077925473596352,0.000191178165972451,191.17816597245098,0.2941202553422323,0.008809821720495783,-0.007540810024679314,0.030190779254735962,9.821720495782962e-06,-7.476691345981515e-06,0.00019077925473596352,0.000191178165972451,0.2941202553422323,5.210968825233581e-12,5.210968825233581e-12,False,False,10,10,True,`xtol` termination condition is satisfied.,"[-0.0, -1.0, -0.0]",-1.7441421885092523e-07,4.900204379582921e-08,2.7088385332573965e-07,3.258827734418431e-07,-1.7441421885092523e-07,4.900204379582921e-08,1.3851691326818754e-06,1.3969663725974959e-06,0.0,0.0,-1.1142852793561358e-06,1.1142852793561358e-06,5.133628465291899e-18,-2.381241225303353e-18,1.3004073322721646e-18,5.133628465291899e-18,-2.381241225303353e-18,1.1142852793574362e-06,5.133628465291899e-18,-2.381241225303353e-18,1.3004073322721646e-18,0.0013121838540063589,0.006689893875379817,0.029927548160031375,"[0.0013121838540063589, 0.006689893875379817, 0.029927548160031375]","[[0.022619179805113174, -0.010572713236451597, -0.002602926231796175], [-0.010572713236451597, 0.013679947707005426, 0.001340312617249563], [-0.002602926231796175, 0.001340312617249563, 0.0016304983772989505]]","[[-0.022619179805113174, 0.010147609623477735, 0.0025961422456603983], [0.01099781684942546, -0.013679947707005426, -0.0013635100856709411], [0.0026097102179319515, -0.001317115148828185, -0.0016304983772989505]]",0.0006021581632303634,"[0.0013121838540063589, 0.006689893875379817, 0.029927548160031375]","[[0.022619179805113174, -0.010572713236451597, -0.002602926231796175], [-0.010572713236451597, 0.013679947707005426, 0.001340312617249563], [-0.002602926231796175, 0.001340312617249563, 0.0016304983772989505]]","[[-0.022619179805113174, 0.010147609623477735, 0.0025961422456603983], [0.01099781684942546, -0.013679947707005426, -0.0013635100856709411], [0.0026097102179319515, -0.001317115148828185, -0.0016304983772989505]]",0.0006021581632303634,0.0043359653583096075,0.004205802181726393,0.004205802181726393,1.4302614160685585,finite-ka elastic-solid-sphere partial-wave reference,"{""angular_frequency_rad_s"": 251327.41228718346, ""elastic_boundary_conditions"": ""normal velocity and normal traction continuous; tangential traction zero"", ""elastic_scattering_reference"": ""Faran, JASA 23, 405-418 (1951), doi:10.1121/1.1906780"", ""equilibrium_centered"": true, ""equilibrium_force_evaluation"": {""control_radius_a"": 2.0, ""lmax"": 3, ""projection_condition"": 1.4302614160685585, ""projection_residual"": 0.004205802181726393, ""surface_points"": 128, ""velocity_step_a"": 0.002}, ""equilibrium_root_protocol"": {""max_nfev_per_start"": 14, ""number_of_starts"": 7, ""numerical_root_tolerance_scaled_force"": 0.0025, ""search_half_width_a"": 4.0, ""selection"": ""target-nearest converged numerical root""}, ""field"": {""directivity_model"": ""murata_table"", ""field_type"": ""ArbitraryArrayPressureField"", ""frequency_hz"": 40000.0, ""front_only"": true, ""number_of_elements"": 256, ""piston_radius_m"": 0.005, ""pressure_phasor"": {""amplitude_convention"": ""peak pressure phasor"", ""outgoing_wave"": ""exp(+i k r) / r"", ""time_dependence"": ""p(x,t) = Re[p_hat(x) exp(-i omega t)]""}, ""sound_speed_m_s"": 343.0, ""source_calibration"": ""120 dB SPL re 20 uPa RMS at 0.30 m on axis; converted to peak phasor"", ""source_strength_pa_m_peak"": 8.48528137423857, ""wavenumber_rad_m"": 732.7329804291063}, ""frequency_hz"": 40000.0, ""include_effective_gravity"": true, ""jacobian_step_a"": 0.1, ""jacobian_step_m"": 6.5e-05, ""ka"": 0.47627643727891905, ""medium"": {""density_kg_m3"": 1.225, ""dynamic_viscosity_pa_s"": 1.854e-05, ""gravity_m_s2"": 9.80665, ""sound_speed_m_s"": 343.0}, ""model_name"": ""finite-ka elastic-solid-sphere partial-wave reference"", ""model_role"": ""independent finite-ka elastic-bead force reference"", ""model_scope"": ""homogeneous isotropic elastic solid sphere with internal longitudinal and shear modes; inviscid host momentum-flux integration; no thermoviscous, streaming, wall, or multiple-scattering correction"", ""partial_wave_numerics"": {""control_radius_a"": 2.0, ""fit_n_mu"": 6, ""fit_n_phi"": 12, ""fit_rcond"": 1e-12, ""fit_shell_wavelengths"": [0.1, 0.16, 0.22], ""lmax"": 3, ""surface_n_mu"": 8, ""surface_n_phi"": 16, ""velocity_step_a"": 0.002}, ""pressure_phasor"": {""amplitude_convention"": ""peak pressure phasor"", ""outgoing_wave"": ""exp(+i k r) / r"", ""time_dependence"": ""p(x,t) = Re[p_hat(x) exp(-i omega t)]""}, ""sphere"": {""bulk_modulus_pa"": 399666666.6666667, ""compressibility_pa_inverse"": 2.50208507089241e-09, ""density_kg_m3"": 100.0, ""lame_first_parameter_pa"": 311500000.0, ""longitudinal_sound_speed_m_s"": 2400.0, ""material_label"": ""declared homogeneous isotropic elastic bead"", ""parameter_provenance"": ""declared simulation defaults; replace density and elastic wave speeds with measured bead values for quantitative experiment matching"", ""particle_model"": ""homogeneous isotropic elastic solid sphere"", ""poisson_ratio"": 0.35098591549295777, ""radius_m"": 0.00065, ""shear_modulus_pa"": 132250000.0, ""shear_sound_speed_m_s"": 1150.0, ""volume_m3"": 1.1503465099894626e-09, ""young_modulus_pa"": 357335774.64788735}, ""target_force_evaluation"": {""control_radius_a"": 2.0, ""lmax"": 3, ""projection_condition"": 1.4302614160685585, ""projection_residual"": 0.0043359653583096075, ""surface_points"": 128, ""velocity_step_a"": 0.002}, ""wavelength_m"": 0.008575, ""wavenumber_rad_m"": 732.7329804291063}",STD_GFE_gamma1_eps1_seed260869,Triple,260869,GFE,3000.0,1.0,T3,0.0088,-0.007533333333333333,0.03,000000000000080f41d566cd4e7b05fe,smoke_outputs\cache\finite_ka_static_validation\00000000000009168afa7522ee4d0cb4.pkl,compatible frozen-command elastic cache,SMOKE
FE,True,resolved-restoring,True,-1.0772335026319692e-06,0.01003721985534259,0.02966940409577873,-1.0772335026319692e-06,-2.944681132407631e-05,-0.0003305959042212703,0.0003319065034268751,331.9065034268751,0.5106253898875002,-1.0772335026319692e-06,0.01003721985534259,0.02966940409577873,-1.0772335026319692e-06,-2.944681132407631e-05,-0.0003305959042212703,0.0003319065034268751,0.5106253898875002,8.416270476395951e-12,8.416270476395951e-12,False,False,9,9,True,`xtol` termination condition is satisfied.,"[-1.0, -0.0, -0.0]",-2.7695781071731063e-08,-1.3266908451164728e-07,-5.691724589315493e-07,5.850858315499685e-07,-2.7695781071731063e-08,-1.3266908451164728e-07,5.451128204245865e-07,5.617082243171977e-07,0.0,0.0,-1.1142852793561358e-06,1.1142852793561358e-06,3.996407324264196e-18,-8.308480005168428e-18,-1.7167240258476532e-18,3.996407324264196e-18,-8.308480005168428e-18,1.114285279354419e-06,3.996407324264196e-18,-8.308480005168428e-18,-1.7167240258476532e-18,0.0017858026161350622,0.006818792724295107,0.03459472657896241,"[0.0017858026161350622, 0.006818792724295107, 0.03459472657896241]","[[0.007462154008824374, -0.004162026137995202, 0.0004253629293447893], [-0.004162026137995202, 0.0337389740871354, -0.0025960015816652755], [0.0004253629293447893, -0.0025960015816652755, 0.0019981938234327904]]","[[-0.007462154008824374, 0.004068940130755173, -0.0004244004706763088], [0.004255112145235231, -0.0337389740871354, 0.002602744262043652], [-0.0004263253880132698, 0.0025892589012868985, -0.0019981938234327904]]",0.00013199541514207375,"[0.0017858026161350622, 0.006818792724295107, 0.03459472657896241]","[[0.007462154008824374, -0.004162026137995202, 0.0004253629293447893], [-0.004162026137995202, 0.0337389740871354, -0.0025960015816652755], [0.0004253629293447893, -0.0025960015816652755, 0.0019981938234327904]]","[[-0.007462154008824374, 0.004068940130755173, -0.0004244004706763088], [0.004255112145235231, -0.0337389740871354, 0.002602744262043652], [-0.0004263253880132698, 0.0025892589012868985, -0.0019981938234327904]]",0.00013199541514207375,0.0027073716888101917,0.003033214670314041,0.003033214670314041,1.4302614160685585,finite-ka elastic-solid-sphere partial-wave reference,"{""angular_frequency_rad_s"": 251327.41228718346, ""elastic_boundary_conditions"": ""normal velocity and normal traction continuous; tangential traction zero"", ""elastic_scattering_reference"": ""Faran, JASA 23, 405-418 (1951), doi:10.1121/1.1906780"", ""equilibrium_centered"": true, ""equilibrium_force_evaluation"": {""control_radius_a"": 2.0, ""lmax"": 3, ""projection_condition"": 1.4302614160685585, ""projection_residual"": 0.003033214670314041, ""surface_points"": 128, ""velocity_step_a"": 0.002}, ""equilibrium_root_protocol"": {""max_nfev_per_start"": 14, ""number_of_starts"": 7, ""numerical_root_tolerance_scaled_force"": 0.0025, ""search_half_width_a"": 4.0, ""selection"": ""target-nearest converged numerical root""}, ""field"": {""directivity_model"": ""murata_table"", ""field_type"": ""ArbitraryArrayPressureField"", ""frequency_hz"": 40000.0, ""front_only"": true, ""number_of_elements"": 256, ""piston_radius_m"": 0.005, ""pressure_phasor"": {""amplitude_convention"": ""peak pressure phasor"", ""outgoing_wave"": ""exp(+i k r) / r"", ""time_dependence"": ""p(x,t) = Re[p_hat(x) exp(-i omega t)]""}, ""sound_speed_m_s"": 343.0, ""source_calibration"": ""120 dB SPL re 20 uPa RMS at 0.30 m on axis; converted to peak phasor"", ""source_strength_pa_m_peak"": 8.48528137423857, ""wavenumber_rad_m"": 732.7329804291063}, ""frequency_hz"": 40000.0, ""include_effective_gravity"": true, ""jacobian_step_a"": 0.1, ""jacobian_step_m"": 6.5e-05, ""ka"": 0.47627643727891905, ""medium"": {""density_kg_m3"": 1.225, ""dynamic_viscosity_pa_s"": 1.854e-05, ""gravity_m_s2"": 9.80665, ""sound_speed_m_s"": 343.0}, ""model_name"": ""finite-ka elastic-solid-sphere partial-wave reference"", ""model_role"": ""independent finite-ka elastic-bead force reference"", ""model_scope"": ""homogeneous isotropic elastic solid sphere with internal longitudinal and shear modes; inviscid host momentum-flux integration; no thermoviscous, streaming, wall, or multiple-scattering correction"", ""partial_wave_numerics"": {""control_radius_a"": 2.0, ""fit_n_mu"": 6, ""fit_n_phi"": 12, ""fit_rcond"": 1e-12, ""fit_shell_wavelengths"": [0.1, 0.16, 0.22], ""lmax"": 3, ""surface_n_mu"": 8, ""surface_n_phi"": 16, ""velocity_step_a"": 0.002}, ""pressure_phasor"": {""amplitude_convention"": ""peak pressure phasor"", ""outgoing_wave"": ""exp(+i k r) / r"", ""time_dependence"": ""p(x,t) = Re[p_hat(x) exp(-i omega t)]""}, ""sphere"": {""bulk_modulus_pa"": 399666666.6666667, ""compressibility_pa_inverse"": 2.50208507089241e-09, ""density_kg_m3"": 100.0, ""lame_first_parameter_pa"": 311500000.0, ""longitudinal_sound_speed_m_s"": 2400.0, ""material_label"": ""declared homogeneous isotropic elastic bead"", ""parameter_provenance"": ""declared simulation defaults; replace density and elastic wave speeds with measured bead values for quantitative experiment matching"", ""particle_model"": ""homogeneous isotropic elastic solid sphere"", ""poisson_ratio"": 0.35098591549295777, ""radius_m"": 0.00065, ""shear_modulus_pa"": 132250000.0, ""shear_sound_speed_m_s"": 1150.0, ""volume_m3"": 1.1503465099894626e-09, ""young_modulus_pa"": 357335774.64788735}, ""target_force_evaluation"": {""control_radius_a"": 2.0, ""lmax"": 3, ""projection_condition"": 1.4302614160685585, ""projection_residual"": 0.0027073716888101917, ""surface_points"": 128, ""velocity_step_a"": 0.002}, ""wavelength_m"": 0.008575, ""wavenumber_rad_m"": 732.7329804291063}",STD_FE_gamma1_eps1_seed260869,Triple,260869,FE,3000.0,1.0,T1,0.0,0.010066666666666666,0.03,000000000000080ffa85ea9a82131d42,smoke_outputs\cache\finite_ka_static_validation\000000000000091809afe53c4c670f5e.pkl,compatible frozen-command elastic cache,SMOKE
